SMILES,CID,canonical_CID,r_inhibition_at_20_uM,r_inhibition_at_50_uM,r_avg_IC50,f_inhibition_at_20_uM,f_inhibition_at_50_uM,f_avg_IC50,f_avg_pIC50,relative_solubility_at_20_uM,relative_solubility_at_100_uM,trypsin_IC50,NMR_std_ratio,acrylamide,chloroacetamide,series,frag_id
CN(CCO)c1ccc(CNCC2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)cn1,MAT-POS-5f1400cf-2,MAT-POS-5f1400cf-2,,,,,,4.3567734690309,,,,,,False,False,3-aminopyridine-like,
O=C1O[C@]2(CCOc3ccc(Cl)cc32)C(=O)N1c1cncc2ccccc12,MAT-POS-ec6d90b7-1,MAT-POS-ec6d90b7-1,,,,,,80.8699121413771,,,,,,False,False,3-aminopyridine-like,
O=C1O[C@@]2(CCOc3ccc(Cl)cc32)C(=O)N1c1cncc2ccccc12,MAT-POS-ec6d90b7-2,MAT-POS-ec6d90b7-2,,,,,,99.5,,,,,,False,False,3-aminopyridine-like,
O=C(Nc1cncc2ccncc12)[C@H]1CCOc2cc(F)c(Cl)cc21,MAT-POS-ec6d90b7-3,MAT-POS-ec6d90b7-3,,,,,,99.5,,,,,,False,False,3-aminopyridine-like,
CO[C@]1(C(=O)Nc2cncc3ccc(F)cc23)CCOc2ccc(Cl)cc21,MAT-POS-ec6d90b7-4,MAT-POS-ec6d90b7-4,,,,,,23.3460654584,,,,,,False,False,3-aminopyridine-like,
O=C(Nc1cncc2ccc(F)cc12)[C@H]1CCNc2cc(Cl)c(Cl)cc21,MAT-POS-ec6d90b7-5,MAT-POS-ec6d90b7-5,,,,,,0.369619762871535,,,,,,False,False,3-aminopyridine-like,
COc1ccc2cncc(NC(=O)[C@H]3CCNc4cc(Cl)c(Cl)cc43)c2c1,MAT-POS-ec6d90b7-6,MAT-POS-ec6d90b7-6,,,,,,0.0883778487298305,,,,,,False,False,3-aminopyridine-like,
O=C(Nc1cncc2ccc(F)cc12)[C@H]1CCOc2cc(F)c(Cl)cc21,MAT-POS-ec6d90b7-7,MAT-POS-ec6d90b7-7,,,,,,0.898489274682854,,,,,,False,False,3-aminopyridine-like,
CN(C)C(=O)COCC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,MAT-POS-fc9ede84-1,MAT-POS-fc9ede84-1,,,,,,0.651546346548054,,,,,,False,False,3-aminopyridine-like,
O=C(Nc1cncc2ccncc12)C1CCOc2cc(F)c(Cl)cc21,MAT-POS-a5ef2d74-1,MAT-POS-a5ef2d74-1,,,,,,1.09971587847663,,,,,,False,False,3-aminopyridine-like,
COC1(C(=O)Nc2cncc3ccc(F)cc23)CCOc2ccc(Cl)cc21,MAT-POS-a5ef2d74-2,MAT-POS-a5ef2d74-2,,,,,,0.246040981763971,,,,,,False,False,3-aminopyridine-like,
COC1(C(=O)Nc2cncc3ccncc23)CCOc2ccc(Cl)cc21,MAT-POS-a5ef2d74-3,MAT-POS-a5ef2d74-3,,,,,,0.831800589454232,,,,,,False,False,3-aminopyridine-like,
CNS(=O)(=O)N1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1,MAT-POS-4223bc15-1,MAT-POS-4223bc15-1,,,,,,0.148652333181323,,,,,,False,False,3-aminopyridine-like,
CN(C)S(=O)(=O)N1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1,MAT-POS-4223bc15-2,MAT-POS-4223bc15-2,,,,,,0.124007766859699,,,,,,False,False,3-aminopyridine-like,
O=C(Nc1cncc2ccccc12)C1CN(S(=O)(=O)C2CC2)Cc2ccc(Cl)cc21,MAT-POS-4223bc15-3,MAT-POS-4223bc15-3,,,,,,0.310304857188634,,,,,,False,False,3-aminopyridine-like,
COCCS(=O)(=O)N1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1,MAT-POS-4223bc15-4,MAT-POS-4223bc15-4,,,,,,0.210805384277948,,,,,,False,False,3-aminopyridine-like,
CCS(=O)(=O)N1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1,MAT-POS-4223bc15-6,MAT-POS-4223bc15-6,,,,,,0.184882857769693,,,,,,False,False,3-aminopyridine-like,
CC1CCN(S(=O)(=O)N2Cc3ccc(Cl)cc3C(C(=O)Nc3cncc4ccccc34)C2)C1,MAT-POS-4223bc15-11,MAT-POS-4223bc15-11,,,,,,0.0508515792090206,,,,,,False,False,3-aminopyridine-like,
N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C(C(=O)Nc3cncc4ccccc34)C2)CCC1,MAT-POS-4223bc15-12,MAT-POS-4223bc15-12,,,,,,0.0564991993080805,,,,,,False,False,3-aminopyridine-like,
O=C(Nc1cncc2ccccc12)C1CN(C(=O)C2CC2)Cc2ccc(Cl)cc21,MAT-POS-4223bc15-17,MAT-POS-4223bc15-17,,,,,,0.487229229830729,,,,,,False,False,3-aminopyridine-like,
CN(C)C(=O)N1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1,MAT-POS-4223bc15-18,MAT-POS-4223bc15-18,,,,,,0.275265816977005,,,,,,False,False,3-aminopyridine-like,
COC(=O)CN1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1,MAT-POS-4223bc15-22,MAT-POS-4223bc15-22,,,,,,1.54999926592988,,,,,,False,False,3-aminopyridine-like,
CNC(=O)CN1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1,MAT-POS-4223bc15-23,MAT-POS-4223bc15-23,,,,,,0.069299488990796,,,,,,False,False,3-aminopyridine-like,
CN(C)C(=O)CN1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1,MAT-POS-4223bc15-24,MAT-POS-4223bc15-24,,,,,,0.89588663402082,,,,,,False,False,3-aminopyridine-like,
NC(=O)CN1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1,MAT-POS-4223bc15-25,MAT-POS-4223bc15-25,,,,,,0.108803981387104,,,,,,False,False,3-aminopyridine-like,
O=C(Nc1cncc2ccccc12)C1CN(S(=O)(=O)c2ncc[nH]2)Cc2ccc(Cl)cc21,MAT-POS-4223bc15-30,MAT-POS-4223bc15-30,,,,,,0.217125208015633,,,,,,False,False,3-aminopyridine-like,
Cn1ncc(S(=O)(=O)N2Cc3ccc(Cl)cc3C(C(=O)Nc3cncc4ccccc34)C2)n1,MAT-POS-4223bc15-31,MAT-POS-4223bc15-31,,,,,,0.268072776633132,,,,,,False,False,3-aminopyridine-like,
O=C(Nc1cncc2ccccc12)C1CN(C(=O)c2cnco2)Cc2ccc(Cl)cc21,MAT-POS-4223bc15-36,MAT-POS-4223bc15-36,,,,,,1.06671478619027,,,,,,False,False,3-aminopyridine-like,
Cn1nncc1C(=O)N1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1,MAT-POS-4223bc15-37,MAT-POS-4223bc15-37,,,,,,0.397156472415711,,,,,,False,False,3-aminopyridine-like,
O=C(Nc1cncc2ccccc12)C1CN(C(=O)c2ncco2)Cc2ccc(Cl)cc21,MAT-POS-4223bc15-38,MAT-POS-4223bc15-38,,,,,,0.918197839465401,,,,,,False,False,3-aminopyridine-like,
Cc1nocc1C(=O)N1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1,MAT-POS-4223bc15-39,MAT-POS-4223bc15-39,,,,,,0.167685166842976,,,,,,False,False,3-aminopyridine-like,
Cn1nccc1C(=O)N1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1,MAT-POS-4223bc15-40,MAT-POS-4223bc15-40,,,,,,0.145445612349404,,,,,,False,False,3-aminopyridine-like,
Cn1cncc1C(=O)N1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1,MAT-POS-4223bc15-41,MAT-POS-4223bc15-41,,,,,,0.223776946563692,,,,,,False,False,3-aminopyridine-like,
CS(=O)(=O)NCC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,MAT-POS-e6dd326d-4,MAT-POS-e6dd326d-4,,,,,,3.87183631580115,,,,,,False,False,3-aminopyridine-like,
C=CC(=O)NCC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,MAT-POS-e6dd326d-8,MAT-POS-e6dd326d-8,,,,,,0.871020510154077,,,,,,True,False,3-aminopyridine-like,
CC(=O)NCC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,MAT-POS-e6dd326d-9,MAT-POS-e6dd326d-9,,,,,,3.34484072844447,,,,,,False,False,3-aminopyridine-like,
COc1ccc2cncc(NC(=O)C3(OC)CCOc4ccc(Cl)cc43)c2c1,MAT-POS-96f51285-1,MAT-POS-96f51285-1,,,,,,0.118362796098712,,,,,,False,False,3-aminopyridine-like,
COC1(C(=O)Nc2cncc3ccc(S(C)(=O)=O)cc23)CCOc2ccc(Cl)cc21,MAT-POS-96f51285-2,MAT-POS-96f51285-2,,,,,,0.424478406035468,,,,,,False,False,3-aminopyridine-like,
COc1ccc2cncc(NC(=O)C3CCOc4cc(F)c(Cl)cc43)c2c1,MAT-POS-96f51285-3,MAT-POS-96f51285-3,,,,,,0.107047514012906,,,,,,False,False,3-aminopyridine-like,
CS(=O)(=O)c1ccc2cncc(NC(=O)C3CCOc4cc(F)c(Cl)cc43)c2c1,MAT-POS-96f51285-4,MAT-POS-96f51285-4,,,,,,1.55100647821834,,,,,,False,False,3-aminopyridine-like,
O=C(Nc1cncc2ccc(F)cc12)C1CCOc2cc(F)c(Cl)cc21,MAT-POS-96f51285-5,MAT-POS-96f51285-5,,,,,,0.314161223738548,,,,,,False,False,3-aminopyridine-like,
COc1ccc2cncc(NC(=O)C3CCNc4cc(Cl)c(Cl)cc43)c2c1,MAT-POS-96f51285-6,MAT-POS-96f51285-6,,,,,,0.130770264182434,,,,,,False,False,3-aminopyridine-like,
COC(=O)N1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1,RAL-THA-6e4c80cf-1,RAL-THA-6e4c80cf-1,,,,,,0.223647412881828,,,,,,False,False,3-aminopyridine-like,
CCOC(=O)N1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1,RAL-THA-6e4c80cf-2,RAL-THA-6e4c80cf-2,,,,,,0.236473466957296,,,,,,False,False,3-aminopyridine-like,
CNC(=O)COCC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,ALP-POS-9c80c481-1,ALP-POS-9c80c481-1,,,,,,1.82484779688296,,,,,,False,False,3-aminopyridine-like,
CO[C@]1(C(=O)Nc2cncc3ccccc23)CCOc2cc(F)c(Cl)cc21,MAT-POS-993cdc78-1,MAT-POS-993cdc78-1,,,,,,0.124498126398096,,,,,,False,False,3-aminopyridine-like,
CO[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2cc(F)c(Cl)cc21,MAT-POS-993cdc78-2,MAT-POS-993cdc78-2,,,,,,69.2531640594573,,,,,,False,False,3-aminopyridine-like,
O=C(O)CC1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,RAL-THA-58fba2bc-1,RAL-THA-58fba2bc-1,,,,,,31.398692270522,,,,,,False,False,3-aminopyridine-like,
O=C(Nc1cncc2ccccc12)[C@@H]1CNCc2ccc(Cl)cc21,MAT-POS-3ccb8ef6-1,MAT-POS-3ccb8ef6-1,,,,,,0.288128047208901,,,,,,False,False,3-aminopyridine-like,
O=C(Nc1cncc2ccccc12)[C@H]1CNCc2ccc(Cl)cc21,MAT-POS-3ccb8ef6-2,MAT-POS-3ccb8ef6-2,,,,,,32.9703610544059,,,,,,False,False,3-aminopyridine-like,
O=C(Nc1cncc2ccccc12)C1CCOc2c(OCc3ccccn3)cc(Cl)cc21,MAT-POS-5369c344-5,MAT-POS-5369c344-5,,,,,,6.42982845722389,,,,,,False,False,3-aminopyridine-like,
O=C(Nc1cncc2ccccc12)C1CCOc2c(OCc3cccnc3)cc(Cl)cc21,MAT-POS-5369c344-6,MAT-POS-5369c344-6,,,,,,24.9397469337591,,,,,,False,False,3-aminopyridine-like,
O=C(Nc1cncc2ccccc12)C1CCOc2c(OCc3ccncc3)cc(Cl)cc21,MAT-POS-5369c344-7,MAT-POS-5369c344-7,,,,,,3.45443863593956,,,,,,False,False,3-aminopyridine-like,
Cc1ccc2cncc(NC(=O)Cc3cccc(Cl)c3)c2c1,RUB-POS-1325a9ea-4,RUB-POS-1325a9ea-4,,,,,,0.537082079670846,,,,,,False,False,3-aminopyridine-like,
Cc1cccc2c(NC(=O)Cc3cccc(Cl)c3)cncc12,RUB-POS-1325a9ea-5,RUB-POS-1325a9ea-5,,,,,,99.5,,,,,,False,False,3-aminopyridine-like,
O=C(Cc1cccc(Cl)c1)NC1C(=O)NCc2ccccc21,RUB-POS-1325a9ea-7,RUB-POS-1325a9ea-7,,,,,,99.5,,,,,,False,False,Ugi,
O=C(Cc1cccc(Cl)c1)Nc1cncc2cn[nH]c12,RUB-POS-1325a9ea-12,RUB-POS-1325a9ea-12,,,,,,2.10357043346894,,,,,,False,False,3-aminopyridine-like,
O=C(Cc1cccc(Cl)c1)NC1COCc2ccccc21,RUB-POS-1325a9ea-20,RUB-POS-1325a9ea-20,,,,,,68.9520443122952,,,,,,False,False,3-aminopyridine-like,
O=C(Cc1cccc(Cl)c1)NC1CS(=O)(=O)Cc2ccccc21,RUB-POS-1325a9ea-21,RUB-POS-1325a9ea-21,,,,,,99.5,,,,,,False,False,3-aminopyridine-like,
O=C(Cc1cccc(Cl)c1)NC1=NC(=O)c2ccccc21,RUB-POS-1325a9ea-22,RUB-POS-1325a9ea-22,,,,,,99.5,,,,,,False,False,3-aminopyridine-like,
CC1(C)Nc2ccccc2C1NC(=O)Cc1cccc(Cl)c1,RUB-POS-1325a9ea-24,RUB-POS-1325a9ea-24,,,,,,99.5,,,,,,False,False,3-aminopyridine-like,
COc1ccncc1NC(=O)Cc1cccc(Cl)c1,JIN-POS-6dc588a4-3,JIN-POS-6dc588a4-3,,,,,,21.5515545541569,,,,,,False,False,3-aminopyridine-like,
O=C(Cc1cccc(Cl)c1)Nc1c[nH]c2ccccc12,JIN-POS-6dc588a4-5,JIN-POS-6dc588a4-5,,,,,,99.5,,,,,,False,False,3-aminopyridine-like,
CC(C)(C)Oc1ccncc1NC(=O)Cc1cccc(Cl)c1,JIN-POS-6dc588a4-6,JIN-POS-6dc588a4-6,,,,,,22.9226567408969,,,,,,False,False,3-aminopyridine-like,
O=C(Cc1cccc(Cl)c1)Nc1ncnc2ccccc12,JIN-POS-6dc588a4-7,JIN-POS-6dc588a4-7,,,,,,99.5,,,,,,False,False,3-aminopyridine-like,
O=C(Cc1cccc(Cl)c1)Nc1noc2ccccc12,JIN-POS-6dc588a4-8,JIN-POS-6dc588a4-8,,,,,,99.5,,,,,,False,False,3-aminopyridine-like,
O=C(Cc1cccc(Cl)c1)Nc1cnn2ccccc12,JIN-POS-6dc588a4-9,JIN-POS-6dc588a4-9,,,,,,11.3460157722443,,,,,,False,False,3-aminopyridine-like,
O=C(Cc1cccc(Cl)c1)Nc1cncc2nccnc12,JIN-POS-6dc588a4-10,JIN-POS-6dc588a4-10,,,,,,76.0415338327822,,,,,,False,False,3-aminopyridine-like,
O=C(Cc1cccc(Cl)c1)Nc1cncc2cc(F)ccc12,JIN-POS-6dc588a4-11,JIN-POS-6dc588a4-11,,,,,,1.46738083505272,,,,,,False,False,3-aminopyridine-like,
O=C(Cc1cccc(Cl)c1)Nc1c(O)cnc2ccccc12,JIN-POS-6dc588a4-21,JIN-POS-6dc588a4-21,,,,,,8.4380376434761,,,,,,False,False,3-aminopyridine-like,
O=C(Cc1cccc(Cl)c1)Nc1cncc2sccc12,JIN-POS-6dc588a4-22,JIN-POS-6dc588a4-22,,,,,,0.424567009737814,,,,,,False,False,3-aminopyridine-like,
COc1ncc(NC(=O)Cc2cccc(Cl)c2)c2ccccc12,JIN-POS-6dc588a4-23,JIN-POS-6dc588a4-23,,,,,,99.5,,,,,,False,False,3-aminopyridine-like,
N#Cc1ncc(NC(=O)Cc2cccc(Cl)c2)c2ccccc12,JIN-POS-6dc588a4-24,JIN-POS-6dc588a4-24,,,,,,65.9490931686178,,,,,,False,False,3-aminopyridine-like,
CC(C)(C)c1ccc(N(C(=O)c2cocn2)C(C(=O)NCCc2nnn[nH]2)c2cccnc2)cc1,ALP-POS-42f3de95-1,ALP-POS-42f3de95-1,,,,,,99.5,,,,,,False,False,Ugi,
CC(C)(C)c1ccc(N(C(=O)c2cocn2)C(C(=O)NCCc2c[nH]cn2)c2cccnc2)cc1,ALP-POS-42f3de95-2,ALP-POS-42f3de95-2,,,,,,14.4523301984097,,,,,,False,False,Ugi,
CC(C)(C)c1ccc(N(C(=O)c2cocn2)C(C(=O)N2CCC(c3cccc(F)c3)CC2)c2cccnc2)cc1,ALP-POS-42f3de95-3,ALP-POS-42f3de95-3,,,,,,9.4567372395224,,,,,,False,False,,
CC(C)(C)c1ccc(N(C(=O)c2ccns2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1,ALP-POS-95f71980-2,ALP-POS-95f71980-2,,,,,,51.0900009516602,,,,,,False,False,Ugi,
Cc1cnnn1-c1ccc(N(C(=O)c2cocn2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1,ALP-POS-95f71980-3,ALP-POS-95f71980-3,,,,,,28.4188225697659,,,,,,False,False,Ugi,
CC(C)(C)c1ccc(N(C(=O)c2ccon2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1,ALP-POS-95f71980-4,ALP-POS-95f71980-4,,,,,,4.25798681811551,,,,,,False,False,Ugi,
CC(C)(C)c1ccc(N(C(=O)c2ccc(O)c(=O)o2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1,ALP-POS-95f71980-6,ALP-POS-95f71980-6,,,,,,76.4583333075356,,,,,,False,False,Ugi,
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1cocn1)c1ccc(N2CCCC2=O)cc1,ALP-POS-95f71980-10,ALP-POS-95f71980-10,,,,,,76.6101308203456,,,,,,False,False,Ugi,
CC(C)(C)c1ccc(N(C(=O)c2coc(CS(C)(=O)=O)n2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1,ALP-POS-95f71980-11,ALP-POS-95f71980-11,,,,,,39.2414620334616,,,,,,False,False,,
CC(C)(C)c1cnc(N(C(=O)c2cocn2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)o1,ALP-POS-95f71980-14,ALP-POS-95f71980-14,,,,,,32.434483068324,,,,,,False,False,Ugi,
CN1CCCN(c2ccc(N(C(=O)c3cocn3)C(C(=O)NCCc3cccc(F)c3)c3cccnc3)cc2)C1=O,ALP-POS-95f71980-15,ALP-POS-95f71980-15,,,,,,61.0432085404329,,,,,,False,False,,
CC(C)(C)c1cc(N(C(=O)c2cocn2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)no1,ALP-POS-95f71980-16,ALP-POS-95f71980-16,,,,,,51.2490629731775,,,,,,False,False,Ugi,
CC(C)(C)c1ccc(N(C(=O)c2cc(O)cc(=O)o2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1,ALP-POS-95f71980-18,ALP-POS-95f71980-18,,,,,,99.5,,,,,,False,False,Ugi,
CC(C)(C)c1ccc(N(C(=O)c2ccnc(N3CCOCC3)n2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1,ALP-POS-95f71980-19,ALP-POS-95f71980-19,,,,,,99.5,,,,,,False,False,,
CC(C)(C)c1ccc(N(C(=O)c2ccno2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1,ALP-POS-95f71980-21,ALP-POS-95f71980-21,,,,,,1.11282811604287,,,,,,False,False,Ugi,
CC(C)(C)c1ccc(N(C(=O)c2nnn[nH]2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1,ALP-POS-95f71980-22,ALP-POS-95f71980-22,,,,,,99.5,,,,,,False,False,Ugi,
CC(C)(C)c1ccc(N(C(=O)c2cscn2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1,ALP-POS-95f71980-23,ALP-POS-95f71980-23,,,,,,0.891433945146303,,,,,,False,False,Ugi,
CC(C)(C)c1ccc(N(C(=O)c2cnsn2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1,ALP-POS-95f71980-24,ALP-POS-95f71980-24,,,,,,13.1737877164944,,,,,,False,False,Ugi,
CC(C)(C)c1ccc(N(C(=O)c2cnon2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1,ALP-POS-95f71980-25,ALP-POS-95f71980-25,,,,,,8.41055112093491,,,,,,False,False,Ugi,
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1cocn1)c1cnn(-c2ccccc2)c1,ALP-POS-95f71980-26,ALP-POS-95f71980-26,,,,,,2.94994032841994,,,,,,False,False,Ugi,
O=C1CC(c2ccc(N(C(=O)c3cocn3)C(C(=O)NCCc3cccc(F)c3)c3cccnc3)cc2)CC(=O)N1,ALP-POS-95f71980-27,ALP-POS-95f71980-27,,,,,,53.7666366521782,,,,,,False,False,,
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1cocn1)c1ccc(N2CCCS2(=O)=O)cc1,ALP-POS-95f71980-28,ALP-POS-95f71980-28,,,,,,27.8339708498058,,,,,,False,False,,
Cc1nnn(-c2ccc(N(C(=O)c3cocn3)C(C(=O)NCCc3cccc(F)c3)c3cccnc3)cc2)n1,ALP-POS-95f71980-33,ALP-POS-95f71980-33,,,,,,33.2475886573389,,,,,,False,False,Ugi,
O=C1CCC(c2ccc(N(C(=O)c3cocn3)C(C(=O)NCCc3cccc(F)c3)c3cccnc3)cc2)N1,ALP-POS-95f71980-34,ALP-POS-95f71980-34,,,,,,99.5,,,,,,False,False,Ugi,
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1cocn1)c1ccc(-n2cc[nH]c2=O)cc1,ALP-POS-95f71980-35,ALP-POS-95f71980-35,,,,,,45.1025785713487,,,,,,False,False,Ugi,
CC(C)(c1ccc(N(C(=O)c2cocn2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1)S(C)(=O)=O,ALP-POS-95f71980-36,ALP-POS-95f71980-36,,,,,,67.8374830751673,,,,,,False,False,,
CC(C)(O)c1cccc(N(C(=O)c2cocn2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)c1,ALP-POS-95f71980-37,ALP-POS-95f71980-37,,,,,,99.5,,,,,,False,False,Ugi,
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1cocn1)c1ccc(-c2nnc3n2CCC3)cc1,ALP-POS-95f71980-38,ALP-POS-95f71980-38,,,,,,99.5,,,,,,False,False,,
