SMILES,CID,canonical_CID,r_inhibition_at_20_uM,r_inhibition_at_50_uM,r_avg_IC50,f_inhibition_at_20_uM,f_inhibition_at_50_uM,f_avg_IC50,f_avg_pIC50,relative_solubility_at_20_uM,relative_solubility_at_100_uM,trypsin_IC50,NMR_std_ratio,acrylamide,chloroacetamide,series,frag_id
CC(C)(C)c1ccc(N(C(=O)C2CCCN2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1,ALP-POS-02c6a514-51,ALP-POS-02c6a514-51,,,,,,99.5,,,,,,False,False,Ugi,
CC(C)(C)c1ccc(N(C(=O)c2ccn[nH]2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1,ALP-POS-02c6a514-52,ALP-POS-02c6a514-52,,,,,,1.77934713772641,5.74973931594531,,,,,False,False,Ugi,
CN(C)C(=O)CNC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc(C(C)(C)C)cc1,ALP-POS-02c6a514-53,ALP-POS-02c6a514-53,,,,,,10.9306371139744,4.9613545235929,,,,,False,False,Ugi,
CC(C)(C)c1ccc(N(C(=O)c2ccco2)C(C(=O)NCCN2CCOCC2)c2cccnc2)cc1,ALP-POS-02c6a514-55,ALP-POS-02c6a514-55,,,,,,2.18774292479817,5.66000371200083,,,,,False,False,Ugi,
CC(C)(C)c1ccc(N(C(=O)c2ccco2)C(C(=O)Nc2ccccc2)c2cccnc2)cc1,ALP-POS-02c6a514-56,ALP-POS-02c6a514-56,,,,,,11.2085795544034,4.95044942137217,,,,,False,False,Ugi,
CC(C)(C)c1ccc(N(C(=O)c2ccco2)C(C(=O)NCc2ccccc2)c2cccnc2)cc1,ALP-POS-02c6a514-57,ALP-POS-02c6a514-57,,,,,,4.36168240740624,5.36034596042913,,,,,False,False,Ugi,
CC1CC(CCN(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)CC(C)(C)C1,ALP-POS-b0bc6a46-1,ALP-POS-b0bc6a46-1,,,,,,99.5,,,,,,False,False,Ugi,
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(Cc1ccccc1)C(=O)c1ccco1,ALP-POS-b0bc6a46-2,ALP-POS-b0bc6a46-2,,,,,,99.5,,,,,,False,False,Ugi,
CCOC1CC2(C1)CC2N(C(=O)c1ccco1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1,ALP-POS-b0bc6a46-4,ALP-POS-b0bc6a46-4,,,,,,99.5,,,,,,False,False,Ugi,
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc(C2CCCC2)cc1,ALP-POS-b0bc6a46-5,ALP-POS-b0bc6a46-5,,,,,,0.281678424764268,6.55024641664456,,,,,False,False,Ugi,
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(Cc1cc(C(F)(F)F)cs1)C(=O)c1ccco1,ALP-POS-b0bc6a46-7,ALP-POS-b0bc6a46-7,,,,,,99.5,,,,,,False,False,Ugi,
COc1ccccc1N(C(=O)c1ccco1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1,ALP-POS-b0bc6a46-8,ALP-POS-b0bc6a46-8,,,,,,99.5,,,,,,False,False,Ugi,
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(Cc1ccccc1C1CCC1)C(=O)c1ccco1,ALP-POS-b0bc6a46-10,ALP-POS-b0bc6a46-10,,,,,,1.9293414590257,5.71459090317664,,,,,False,False,Ugi,
CC(C)c1cc(N(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)ccc1C(F)(F)F,ALP-POS-b0bc6a46-11,ALP-POS-b0bc6a46-11,,,,,,99.5,,,,,,False,False,,
CC(C)(C)c1cnc(N(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)s1,ALP-POS-b0bc6a46-12,ALP-POS-b0bc6a46-12,,,,,,3.94023777003746,5.40447757028114,,,,,False,False,Ugi,
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)c1cccc(CSC2CCOCC2)c1,ALP-POS-b0bc6a46-13,ALP-POS-b0bc6a46-13,,,,,,99.5,,,,,,False,False,,
COc1ccc(N(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1NC(=O)C1CCCCC1,ALP-POS-b0bc6a46-14,ALP-POS-b0bc6a46-14,,,,,,62.7027513065601,4.20271340253385,,,,,False,False,,
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc(-c2n[nH]c3c2COCC3)cc1,ALP-POS-b0bc6a46-16,ALP-POS-b0bc6a46-16,,,,,,43.0300953085258,4.36622769198575,,,,,False,False,,
COC(=O)CCSc1cc(Cl)ccc1N(C(=O)c1ccco1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1,ALP-POS-b0bc6a46-17,ALP-POS-b0bc6a46-17,,,,,,16.6406317542108,4.77883018993475,,,,,False,False,,
COc1ccc(N(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1OCCO,ALP-POS-b0bc6a46-18,ALP-POS-b0bc6a46-18,,,,,,99.5,,,,,,False,False,Ugi,
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(Cc1c(O)ccc2c1CCCC2)C(=O)c1ccco1,ALP-POS-b0bc6a46-19,ALP-POS-b0bc6a46-19,,,,,,12.0753434624764,4.91810050763758,,,,,False,False,Ugi,
CSc1ccc(CN(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1C#N,ALP-POS-b0bc6a46-20,ALP-POS-b0bc6a46-20,,,,,,54.89068116021,4.26050137985265,,,,,False,False,Ugi,
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)[C@H]1C[C@H](c2cc(F)cc(F)c2)C1,ALP-POS-b0bc6a46-21,ALP-POS-b0bc6a46-21,,,,,,99.5,,,,,,False,False,Ugi,
COc1ccc(N(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1,ALP-POS-b0bc6a46-22,ALP-POS-b0bc6a46-22,,,,,,30.4976776389087,4.51573323039116,,,,,False,False,Ugi,
CC(=O)c1ccc(N(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1,ALP-POS-b0bc6a46-23,ALP-POS-b0bc6a46-23,,,,,,56.2819512358489,4.24963085444496,,,,,False,False,Ugi,
N#Cc1ccc(N(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1,ALP-POS-b0bc6a46-24,ALP-POS-b0bc6a46-24,,,,,,10.3951776243351,4.98316808539846,,,,,False,False,Ugi,
COc1cc(C)ccc1N(C(=O)c1ccco1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1,ALP-POS-b0bc6a46-25,ALP-POS-b0bc6a46-25,,,,,,99.5,,,,,,False,False,Ugi,
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)C1CCCC(c2ccc(F)c(F)c2)C1,ALP-POS-b0bc6a46-26,ALP-POS-b0bc6a46-26,,,,,,99.5,,,,,,False,False,,
N#Cc1cc(N(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)ccc1Oc1ccc(C(F)(F)F)cc1,ALP-POS-b0bc6a46-27,ALP-POS-b0bc6a46-27,,,,,,99.5,,,,,,False,False,,
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)C1CCN(c2ccccc2)CC1,ALP-POS-b0bc6a46-28,ALP-POS-b0bc6a46-28,,,,,,79.6127987176393,4.09901710857349,,,,,False,False,Ugi,
COC(=O)C(C)(CN(C(=O)c1ccco1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1)c1ccccc1F,ALP-POS-b0bc6a46-29,ALP-POS-b0bc6a46-29,,,,,,99.5,,,,,,False,False,,
Nc1nn(C(=O)C2CCOc3ccc(Cl)cc32)c2cc(F)ccc12,ALP-POS-e2fddb0f-2,ALP-POS-e2fddb0f-2,,,53.2515909038562,,,99.5,,,,,,False,False,,
Nc1nn(C(=O)Cc2cccc(Cl)c2)c2ccc(F)cc12,ALP-POS-cd485364-1,ALP-POS-cd485364-1,,,94.2012158207499,,,99.5,,,,,,False,False,,
Nc1cncc2c1CCCN2C(=O)Cc1cccc(Cl)c1,ALP-POS-cd485364-2,ALP-POS-cd485364-2,,,54.2264641394258,,,25.5016445662423,4.59343181160471,,,,,False,False,3-aminopyridine-like,
O=C(Nc1cncc2ccccc12)C1=CCCc2ccc(Cl)cc21,MAT-POS-0c8fa4a7-1,MAT-POS-0c8fa4a7-1,,,0.0810672372147666,,,0.233267258722188,6.63214621428875,,,,,False,False,3-aminopyridine-like,
COc1ccc2c(c1)c(N)nn2C(=O)Cc1cccc(Cl)c1,MAT-POS-0c8fa4a7-2,MAT-POS-0c8fa4a7-2,,,99.0,,,99.5,,,,,0.0,False,False,,
Nc1nn(C(=O)Cc2cccc(Cl)c2)c2ccccc12,MAT-POS-0c8fa4a7-3,MAT-POS-0c8fa4a7-3,,,99.0,,,99.5,,,,,,False,False,,
Nc1nn(C(=O)Cc2cccc(Cl)c2)c2cccc(F)c12,MAT-POS-0c8fa4a7-4,MAT-POS-0c8fa4a7-4,,,52.6458561743571,,,99.5,,,,,,False,False,,
COc1ccc2c(N)nn(C(=O)Cc3cccc(Cl)c3)c2c1,MAT-POS-53907a1c-1,MAT-POS-53907a1c-1,,,99.0,,,99.5,,,,,,False,False,,
Cc1ccncc1NC(=O)N(CCC1CCCCC1)c1cc(Cl)cc(OC(C)C)c1,MAT-POS-53907a1c-2,MAT-POS-53907a1c-2,,,99.0,,,24.5600847569785,4.6097701387758,,,,,False,False,3-aminopyridine-like,
Cc1nc(CN2C(=O)C(=O)c3cc(Br)ccc32)cs1,LOR-NOR-c954e7ad-1,LOR-NOR-c954e7ad-1,,,18.0242769895913,,,99.5,,,,,132.6726013,False,False,Isatins,
CCCCN1C(=O)C(=O)c2cc(Br)cc(C)c21,LOR-NOR-c954e7ad-2,LOR-NOR-c954e7ad-2,,,57.5528135121661,,,99.5,,,,,0.0,False,False,Isatins,
CC(C)CCN1C(=O)C(=O)c2cc(Br)ccc21,LOR-NOR-c954e7ad-3,LOR-NOR-c954e7ad-3,,,24.2785993845437,,,99.5,,,,,59.21804696,False,False,Isatins,
CCc1ccc2c(c1)C(=O)C(=O)N2CC(=O)O,LOR-NOR-c954e7ad-4,LOR-NOR-c954e7ad-4,,,99.0,,,99.5,,,,,0.0,False,False,Isatins,
O=C(O)CN1C(=O)C(=O)c2cc([N+](=O)[O-])ccc21,LOR-NOR-c954e7ad-5,LOR-NOR-c954e7ad-5,,,99.0,,,99.5,,,,,0.0,False,False,Isatins,
O=C1C(=O)N(Cc2ccccc2)c2ccc([N+](=O)[O-])cc21,LOR-NOR-c954e7ad-6,LOR-NOR-c954e7ad-6,,,26.9074188886736,,,99.5,,,,,50.61342374,False,False,Isatins,
Cc1ccc(N(Cc2cccc(Cl)c2)C(=O)Cn2nnc3ccccc32)cc1,CHO-MSK-00c5269a-1,CHO-MSK-00c5269a-1,,,3.3022889726015,,,2.33427847396582,5.6318473348834,,,,,False,False,3-aminopyridine-like,
COc1ccc(N(Cc2cccc(Cl)c2)C(=O)Cn2nnc3ccccc32)cc1,CHO-MSK-00c5269a-2,CHO-MSK-00c5269a-2,,,5.65406321457831,,,1.13776187397317,5.94394862338991,,,,,False,False,3-aminopyridine-like,
O=C(Cn1nnc2ccccc21)N(Cc1cccc(Cl)c1)c1ccc(N2CCOCC2)cc1,CHO-MSK-00c5269a-4,CHO-MSK-00c5269a-4,,,3.78709723716912,,,3.70094298650442,5.43168760521487,,,,,False,False,3-aminopyridine-like,
O=C(Cn1nnc2ccccc21)N(Cc1cccc(Cl)c1)c1ccc(N2CCCCC2)cc1,CHO-MSK-00c5269a-5,CHO-MSK-00c5269a-5,,,6.01954300721099,,,3.64673511092023,5.43809578152956,,,,,False,False,3-aminopyridine-like,
CN(C)CCCN(Cc1cccs1)C(=O)Cc1cncc2ccccc12,ALP-POS-64a710fa-2,ALP-POS-64a710fa-2,,,99.0,,,99.5,,,,,,False,False,,
O=C(Cc1cccc(Cl)c1)Nc1cncc2c1CCC2,MAT-POS-199e2e7c-1,MAT-POS-199e2e7c-1,,,4.64891486609542,,,5.16341400207183,5.28706305186407,,,,216.8511326,False,False,3-aminopyridine-like,
O=C(Nc1cncc2ccccc12)C1COc2c(Cl)cccc21,FRA-DIA-c7e803f4-1,FRA-DIA-c7e803f4-1,,,5.35933483776231,,,4.7574956193286,5.32262160293633,,,,,False,False,3-aminopyridine-like,
O=C(Cc1cccc(Cl)c1)Nc1nnc2ccccn12,PET-UNK-e44ffd04-1,PET-UNK-e44ffd04-1,,,93.8621436135832,,,99.5,,,,,158.2788699,False,False,3-aminopyridine-like,
COc1ccc2c(NC(=O)Cc3cccc(Cl)c3)noc2c1,EDJ-MED-c8e7a002-1,EDJ-MED-c8e7a002-1,,,99.0,,,99.5,,,,,0.0,False,False,3-aminopyridine-like,
COc1ccc2n[nH]c(NC(=O)Cc3cccc(Cl)c3)c2c1,EDJ-MED-c8e7a002-2,EDJ-MED-c8e7a002-2,,,99.0,,,99.5,,,,,0.0,False,False,3-aminopyridine-like,
COc1ccc2c(NC(=O)Cc3cccc(Cl)c3)[nH]nc2c1,EDJ-MED-c8e7a002-3,EDJ-MED-c8e7a002-3,,,52.0493973733507,,,99.5,,,,,,False,False,3-aminopyridine-like,
Cc1ccn2cnnc2c1NC(=O)Cc1cccc(Cl)c1,EDJ-MED-c8e7a002-4,EDJ-MED-c8e7a002-4,,,83.3781317147818,,,75.2573815369256,4.12345089635162,,,,,False,False,3-aminopyridine-like,
Cc1cc(C(F)(F)F)nc2n[nH]c(NC(=O)Cc3cccc(Cl)c3)c12,EDJ-MED-c8e7a002-5,EDJ-MED-c8e7a002-5,,,81.9779355790229,,,99.5,,,,,,False,False,3-aminopyridine-like,
Cc1nn(C)c2[nH]nc(NC(=O)Cc3cccc(Cl)c3)c12,EDJ-MED-c8e7a002-6,EDJ-MED-c8e7a002-6,,,99.0,,,99.5,,,,,,False,False,3-aminopyridine-like,
O=C(Cc1cccc(Cl)c1)Nc1n[nH]c2ccc(F)cc12,EDJ-MED-c8e7a002-9,EDJ-MED-c8e7a002-9,,,88.5840142651519,,,99.5,,,,,,False,False,3-aminopyridine-like,
O=C(Cc1cccc(Cl)c1)Nc1[nH]nc2cc(F)ccc12,EDJ-MED-c8e7a002-10,EDJ-MED-c8e7a002-10,,,91.4887190568217,,,99.5,,,,,,False,False,3-aminopyridine-like,
O=C(Cc1cccc(Cl)c1)Nc1n[nH]c2ccccc12,EDJ-MED-c8e7a002-11,EDJ-MED-c8e7a002-11,,,99.0,,,99.5,,,,,,False,False,3-aminopyridine-like,
O=C(Cc1cccc(Cl)c1)Nc1cccc2cn[nH]c12,EDJ-MED-c8e7a002-12,EDJ-MED-c8e7a002-12,,,99.0,,,99.5,,,,,269.5828316,False,False,3-aminopyridine-like,
O=C(Cc1cccc(Cl)c1)Nc1[nH]nc2cccc(F)c12,EDJ-MED-c8e7a002-13,EDJ-MED-c8e7a002-13,,,81.756295431075,,,99.5,,,,,,False,False,3-aminopyridine-like,
O=C(Cc1cccc(Cl)c1)Nc1[nH]nc2cccnc12,EDJ-MED-c8e7a002-14,EDJ-MED-c8e7a002-14,,,99.0,,,99.5,,,,,,False,False,3-aminopyridine-like,
O=C(Cc1cccc(Cl)c1)Nc1n[nH]c2ccnc(Br)c12,EDJ-MED-c8e7a002-15,EDJ-MED-c8e7a002-15,,,99.0,,,99.5,,,,,0.0,False,False,3-aminopyridine-like,
O=C(Cc1cccc(Cl)c1)Nc1n[nH]c2ccncc12,EDJ-MED-c8e7a002-16,EDJ-MED-c8e7a002-16,,,99.0,,,99.5,,,,,99.67208763,False,False,3-aminopyridine-like,
O=C(Nc1[nH]nc2cccc(F)c12)C1CCOc2ccc(Cl)cc21,JAG-UCB-52b62a6f-5,JAG-UCB-52b62a6f-5,,,99.0,,,99.5,,,,,,False,False,3-aminopyridine-like,
O=C(Nc1[nH]nc2ccccc12)C1CCOc2ccc(Cl)cc21,JAG-UCB-52b62a6f-6,JAG-UCB-52b62a6f-6,,,99.0,,,99.5,,,,,,False,False,3-aminopyridine-like,
O=C(Nc1[nH]nc2cccnc12)C1CCOc2ccc(Cl)cc21,JAG-UCB-52b62a6f-7,JAG-UCB-52b62a6f-7,,,99.0,,,99.5,,,,,,False,False,3-aminopyridine-like,
COc1ccc2n[nH]c(NC(=O)C3CCOc4ccc(Cl)cc43)c2c1,JAG-UCB-52b62a6f-8,JAG-UCB-52b62a6f-8,,,99.0,,,,,,,,,False,False,3-aminopyridine-like,
O=C(Nc1[nH]nc2cc(F)ccc12)C1CCOc2ccc(Cl)cc21,JAG-UCB-52b62a6f-9,JAG-UCB-52b62a6f-9,,,99.0,,,,,,,,,False,False,3-aminopyridine-like,
COc1ccc2c(NC(=O)C3CCOc4ccc(Cl)cc43)noc2c1,JAG-UCB-52b62a6f-10,JAG-UCB-52b62a6f-10,,,53.4126868300955,,,61.502193910527,4.21110939176538,,,,,False,False,3-aminopyridine-like,
Cc1ccn2cnnc2c1NC(=O)C1CCOc2ccc(Cl)cc21,JAG-UCB-52b62a6f-11,JAG-UCB-52b62a6f-11,,,99.0,,,99.5,,,,,,False,False,3-aminopyridine-like,
COc1ccc2c(NC(=O)C3CCOc4ccc(Cl)cc43)[nH]nc2c1,JAG-UCB-52b62a6f-12,JAG-UCB-52b62a6f-12,,,99.0,,,99.5,,,,,,False,False,3-aminopyridine-like,
O=C(Nc1cccc2cn[nH]c12)C1CCOc2ccc(Cl)cc21,JAG-UCB-52b62a6f-13,JAG-UCB-52b62a6f-13,,,99.0,,,99.5,,,,,,False,False,3-aminopyridine-like,
O=C(Nc1n[nH]c2ccnc(Br)c12)C1CCOc2ccc(Cl)cc21,JAG-UCB-52b62a6f-15,JAG-UCB-52b62a6f-15,,,74.1728477002879,,,99.5,,,,,,False,False,3-aminopyridine-like,
Cc1cc(C(F)(F)F)nc2n[nH]c(NC(=O)C3CCOc4ccc(Cl)cc43)c12,JAG-UCB-52b62a6f-19,JAG-UCB-52b62a6f-19,,,98.0886186125777,,,25.9776427916361,4.58540025930725,,,,,False,False,3-aminopyridine-like,
