,SMILES
36,O=C(NCCOc1cc(Cl)cc(OCCCCCO)c1)c1cc(=O)[nH]c2ccccc12
37,O=C(NCCOc1cc(Cl)cc(OCC2CCC(O)CC2)c1)c1cc(=O)[nH]c2ccccc12
38,CC(C)(O)CNC(=O)COc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
39,CC(C)(O)COc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
40,CC(C)(O)CCOc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
41,CC(C)(O)CCOc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
42,O=C(NCCOc1cc(Cl)cc(OCC2(CO)COC2)c1)c1cc(=O)[nH]c2ccccc12
43,CC(C)(O)COc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
44,O=C(NCCOc1cc(Cl)cc(OCCCCCCO)c1)c1cc(=O)[nH]c2ccccc12
45,CC(C)(O)COc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
46,O=C(NCCOc1cc(Cl)cc(OCCCCCO)c1)c1cc(=O)[nH]c2ccccc12
47,CC(C)N(C)CCOc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
48,O=C(NCCOc1cc(Cl)cc(OCCC2COC2)c1)c1cc(=O)[nH]c2ccccc12
49,COc1ccnc(COc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)c1
50,O=C(NCCOc1cc(Cl)cc(OCCCN2CCCC2)c1)c1cc(=O)[nH]c2ccccc12
51,CNS(=O)(=O)CCOc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
52,Cc1c[nH]c(COc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)n1
53,CCOC(=O)C(C)(C)COc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
54,Cc1nn(CCOc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)c(=O)o1
55,Cc1nn(CCS(C)(=O)=O)c(C)c1COc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
56,CS(=O)(=O)NCCOc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
57,O=C(NCCOc1cc(Cl)cc(OCCn2ccccc2=O)c1)c1cc(=O)[nH]c2ccccc12
58,O=C(NCCOc1cc(Cl)cc(OCCCN2C(=O)CNC2=O)c1)c1cc(=O)[nH]c2ccccc12
59,Cn1nc(COc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)[nH]c1=O
60,COc1cccc(CCNC(=O)COc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)c1
61,NC(=O)c1ccc(CCOc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)cc1
62,Cc1ncoc1COc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
63,CS(=O)(=O)N1CCC(NC(=O)COc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)CC1
64,CS(=O)(=O)NCCCOc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
65,CCOC(=O)C(CCCOc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1)C(=O)OCC
66,CC(C)(COc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1)S(C)(=O)=O
67,CS(=O)(=O)c1ccc(OCCOc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)cc1
68,N#Cc1cc(COc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)ccn1
69,O=C(NCCOc1cc(Cl)cc(OCC(=O)n2sccc2=O)c1)c1cc(=O)[nH]c2ccccc12
70,COC(=O)c1ccc(COc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)nc1
71,O=C(NCCOc1cc(Cl)cc(OCc2csnn2)c1)c1cc(=O)[nH]c2ccccc12
72,Cc1nnnn1CCCOc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
73,CN1CCN(C(=O)CCOc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)CC1
74,CCN(C#N)CCOc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
75,CCOc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
76,Cc1[nH]cnc1COc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
77,CSCCOc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
78,CCc1nnc(COc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)s1
79,Cc1nnc(COc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)o1
80,COC(=O)C1CCN(C(=O)COc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)CC1
81,O=C(NCCOc1cc(Cl)cc(OCc2cnco2)c1)c1cc(=O)[nH]c2ccccc12
82,O=C(NCCOc1cc(Cl)cc(OCCCc2cnoc2)c1)c1cc(=O)[nH]c2ccccc12
83,O=C(NCCOc1cc(Cl)cc(OCC(=O)N2CCOCC2)c1)c1cc(=O)[nH]c2ccccc12
84,COCCOCCOc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
85,Cn1c(COc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)nnc1C1CC1
86,O=C(NCCOc1cc(Cl)cc(OCCCn2ccnc2)c1)c1cc(=O)[nH]c2ccccc12
87,O=C(NCCOc1cc(Cl)cc(OCCn2c(=O)oc3ccccc32)c1)c1cc(=O)[nH]c2ccccc12
88,CC(C)(C#N)COc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
89,CCCNC(=O)COc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
90,O=C(COc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1)NC(=O)c1ccc[nH]1
91,CCCNC(=O)NC(=O)COc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
92,CS(=O)(=O)NC(=O)CCCCOc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
93,CNC(=O)c1cccc(COc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)c1
94,COc1cccc(COc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)n1
95,CSc1nc(COc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)cc(=O)[nH]1
96,O=C(COc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1)NCCN1C(=O)CSC1=O
97,CC(C)(C)C(=O)NNC(=O)COc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
98,CCOC(=O)C(Oc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1)C(=O)OCC
99,O=C(NCCOc1cc(Cl)cc(OCc2cn3cccnc3n2)c1)c1cc(=O)[nH]c2ccccc12
100,COC(=O)c1cccc(NC(=O)COc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)n1
101,CCOC1(COc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)CCOCC1
102,O=C(NCCOc1cc(Cl)cc(OCc2nc[nH]n2)c1)c1cc(=O)[nH]c2ccccc12
103,Cc1n[nH]c(COc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)n1
104,O=C(COc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1)NCc1cccs1
105,Cn1c(COc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)nc2ccccc2c1=O
106,CNC(=O)c1ccc(NC(=O)COc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)cc1
107,CN(C(=O)COc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1)C1CC1
108,O=C(NCCOc1cc(Cl)cc(OCC2=NS(=O)(=O)c3ccccc32)c1)c1cc(=O)[nH]c2ccccc12
109,Cc1nnsc1COc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
110,NC(=O)c1cccc(COc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)c1
111,CCOC(=O)c1cc(C)nc(COc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)n1
112,O=C(NCCOc1cc(Cl)cc(OCCN2CCN(C3CC3)CC2)c1)c1cc(=O)[nH]c2ccccc12
113,CC(C)CN(C)C(=O)COc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
114,CC(C)c1nnc(NC(=O)COc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)o1
115,O=C(NCCOc1cc(Cl)cc(OCCn2cncn2)c1)c1cc(=O)[nH]c2ccccc12
116,COc1coc(COc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)cc1=O
117,O=C(NCCOc1cc(Cl)cc(OCc2nnc3n2CCC3)c1)c1cc(=O)[nH]c2ccccc12
118,O=C(NCCOc1cc(Cl)cc(OCOC(=O)N2CCOCC2)c1)c1cc(=O)[nH]c2ccccc12
119,COCc1nccc(COc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)n1
120,Cc1nc2n(c(=O)c1CCOc1cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c1)CCCC2
121,Cc1nc2n(c(=O)c1CCOc1cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c1)CCCC2
122,O=C(NCCOc1cc(Cl)cc(OCCn2cncn2)c1)c1cc(=O)[nH]c2ccccc12
123,CCOCCCOc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
124,CCCN(CC)C(=O)COc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
125,CCN(C)CCOc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
126,COC(=O)c1ccc(COc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)cn1
127,CN(C)CCCOc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
128,COc1cc(OC)c(COc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)cn1
129,O=C(COc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1)NC1CC1
130,NS(=O)(=O)COc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
131,O=C(NCCOc1cc(Cl)cc(OC2CCC2)c1)c1cc(=O)[nH]c2ccccc12
132,O=C(NCCOc1cc(Cl)cc(OCCS(=O)(=O)c2ccccc2)c1)c1cc(=O)[nH]c2ccccc12
133,COCCOCCOCCOc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
134,COc1ccc(S(N)(=O)=O)c(COc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)c1
135,O=C(NCCOc1cc(Cl)cc(OCc2n[nH]c3c2CCC3)c1)c1cc(=O)[nH]c2ccccc12
136,O=C(NCCOc1cc(Cl)cc(OCc2n[nH]c(=O)[nH]c2=O)c1)c1cc(=O)[nH]c2ccccc12
137,N#Cc1cccc(COc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)n1
138,CC(C)OC(=O)OCOc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
139,CCCOc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
140,CCOC(=O)COCCOc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
141,COc1noc(C)c1COc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
142,N#CC1(OCCOc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)CCOCC1
143,COc1nccc(COc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)n1
144,CCOCc1nnc(COc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)s1
145,COC(=O)OCOc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
146,O=C(NCCOc1cc(Cl)cc(OCC23COC(C2)C3)c1)c1cc(=O)[nH]c2ccccc12
147,CNC(=O)COc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
148,CCOC(=O)c1cn(C)nc1COc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
149,COC(=O)c1sncc1COc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
150,Cc1nn(C)c(C)c1CCOc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
151,CCOC(=O)c1cn[nH]c1COc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
152,O=C(NCCOc1cc(Cl)cc(OCC2CS(=O)(=O)C2)c1)c1cc(=O)[nH]c2ccccc12
153,Cc1nccnc1COc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
154,Cc1oc(=O)oc1COc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
155,CCOC(=O)c1cnn(C)c1COc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
156,CS(=O)(=O)CCCCOc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
157,COc1nc(C)cc(COc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)n1
158,COC(=O)c1cc(C)n(CCOc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)n1
159,Cc1nn(C)c(COc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)c1S(N)(=O)=O
160,O=C(NCCOc1cc(Cl)cc(OCc2cnccn2)c1)c1cc(=O)[nH]c2ccccc12
161,COC(=O)c1cc(COc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)n[nH]1
162,O=C(NCCOc1cc(Cl)cc(OCCNC(=O)N2CCCC2)c1)c1cc(=O)[nH]c2ccccc12
163,COc1cc(COc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)nc(OC)n1
164,COc1cc(COc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)ncn1
165,COc1cncc(COc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)c1
166,O=C(NCCOc1cc(Cl)cc(OCC(=O)N2Cc3ccccc3C2)c1)c1cc(=O)[nH]c2ccccc12
167,CCOC(=O)c1cnoc1COc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
168,COCc1cc(COc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)on1
169,CCOC(=O)c1cn(C)nc1COc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
170,O=C(NCCOc1cc(Cl)cc(OCc2nnc3cccnn23)c1)c1cc(=O)[nH]c2ccccc12
171,COc1cc(COc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)cc(OC)n1
172,CS(=O)(=O)C1(COc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)CC1
173,Cn1cc(S(N)(=O)=O)c(COc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)n1
174,CCNC(=O)COc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
175,CC(C)(C#N)OCCOc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
176,CN(C)S(=O)(=NC(=O)COc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1)N(C)C
177,CCOC(=O)c1cc(COc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)[nH]n1
178,CCOC(=O)c1nc(COc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)no1
179,O=C(NCCOc1cc(Cl)cc(OCc2cnc3cccnn23)c1)c1cc(=O)[nH]c2ccccc12
180,CC1(C)CC(COc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)=NO1
181,CS(C)(=O)=NC(=O)NC(=O)COc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
182,CCOC(=O)c1cnc(C)nc1COc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
183,COCc1ocnc1COc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
184,O=C(NCCOc1cc(Cl)cc(OCc2ccncn2)c1)c1cc(=O)[nH]c2ccccc12
185,N#CC1CC(Oc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)C1
186,Cc1cc(COc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)oc(=O)c1
187,CC(C)Oc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
188,CCCOCCOc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
189,N#Cc1cc(COc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)ccn1
190,COc1ccc(COc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)cn1
191,CC1(C)CN=C(COc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)O1
192,O=C(NCCOc1cc(Cl)cc(OCC23CCN(CC2)C3)c1)c1cc(=O)[nH]c2ccccc12
193,CS(=O)(=O)c1ccc(OCOc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)cc1
194,COc1cccnc1COc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
195,O=C(NCCOc1cc(Cl)cc(OCc2ccc3nn[nH]c3c2)c1)c1cc(=O)[nH]c2ccccc12
196,N#CC1CC(Oc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)C1
197,O=C(COc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1)NCC1CCOCC1
198,CN1CC(CCOc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)C1
199,O=C(NCCOc1cc(Cl)cc(OCc2nc3ccccn3n2)c1)c1cc(=O)[nH]c2ccccc12
200,O=C(NCCOc1cc(Cl)cc(OCC23CC(CO2)C3)c1)c1cc(=O)[nH]c2ccccc12
201,CCOC(=O)C12COC(COc3cc(Cl)cc(OCCNC(=O)c4cc(=O)[nH]c5ccccc45)c3)(C1)C2
202,O=C(NCCOc1cc(Cl)cc(OCc2cnc(-c3cncnc3)nc2)c1)c1cc(=O)[nH]c2ccccc12
203,CCc1nsc(COc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)n1
204,O=C(NCCOc1cc(Cl)cc(OCCn2cccn2)c1)c1cc(=O)[nH]c2ccccc12
205,O=C(NCCOc1cc(Cl)cc(OCc2cccnc2)c1)c1cc(=O)[nH]c2ccccc12
206,O=C(NCCOc1cc(Cl)cc(OCCn2ccccc2=O)c1)c1cc(=O)[nH]c2ccccc12
207,O=C(NCCOc1cc(Cl)cc(OCc2cccnn2)c1)c1cc(=O)[nH]c2ccccc12
208,Cc1nsc(COc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)n1
209,CCc1nnc(COc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)o1
210,O=C(NCCOc1cc(Cl)cc(OCCN2CCS(=O)(=O)CC2)c1)c1cc(=O)[nH]c2ccccc12
211,COC(=O)C1(COc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)CCC1
212,CCN(C)C(=O)COc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
213,Cc1cn(C)c(COc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)n1
214,Cc1cc(C)n(CCOc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)n1
215,CCOC(=O)OCCOc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
216,O=C(COc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1)NNC(=O)Cc1ccccc1
217,O=C(NCCOc1cc(Cl)cc(OCCN2CCCCC2)c1)c1cc(=O)[nH]c2ccccc12
218,Cc1cnn(C)c1COc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
219,CC1(C)COCCN1CCOc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
220,O=C(NCCOc1cc(Cl)cc(OCc2nnc(N3CCOCC3)o2)c1)c1cc(=O)[nH]c2ccccc12
221,N#CSCCOc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
222,NS(=O)(=O)CCCCOc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
223,O=C(NCCOc1cc(Cl)cc(OCCn2ccnc2)c1)c1cc(=O)[nH]c2ccccc12
224,O=C(NCCOc1cc(Cl)cc(OCc2nnc(N3CCCCC3)o2)c1)c1cc(=O)[nH]c2ccccc12
225,CCN(CC)C(=O)COc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
226,CCNC(=O)COc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
227,CCOC(=O)c1cc(COc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)no1
228,Cc1ncoc1COc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
229,CCC(C)(C)NC(=O)COc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
230,CC(C)(C)n1cc(COc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)nn1
231,COc1cc(OC)nc(NC(=O)COc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)n1
