,SMILES
51,CS(=O)(=O)C1(CNc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)CC1
52,O=C(NCCOc1cc(Cl)cc(NCc2ccc3[nH]nnc3c2)c1)c1cc(=O)[nH]c2ccccc12
53,O=C(NCCOc1cc(Cl)cc(NCc2cnns2)c1)c1cc(=O)[nH]c2ccccc12
54,O=C(NCCOc1cc(Cl)cc(NCCCc2ncccn2)c1)c1cc(=O)[nH]c2ccccc12
55,CCCNc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
56,Cc1cc(S(N)(=O)=O)sc1CNc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
57,CN(C)C(=O)CCCNc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
58,NS(=O)(=O)c1cc(CNc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)cs1
59,NS(=O)(=O)c1cscc1CNc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
60,COc1noc(C)c1CNc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
61,NC(=O)c1cnc(CNc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)cn1
62,O=C(NCCOc1cc(Cl)cc(NCc2[nH]cc3c2CCS3(=O)=O)c1)c1cc(=O)[nH]c2ccccc12
63,COC(=O)c1nnn(C)c1CNc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
64,Cn1cc(CNc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)n2ncc(C#N)c12
65,O=C(NCCOc1cc(Cl)cc(NCc2nnc[nH]2)c1)c1cc(=O)[nH]c2ccccc12
66,Cc1cncnc1CNc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
67,Cn1ncc(C#N)c1CNc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
68,Cc1nc2cccc(CNc3cc(Cl)cc(OCCNC(=O)c4cc(=O)[nH]c5ccccc45)c3)n2n1
69,CCOC(=O)Cn1nccc1CNc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
70,Cn1nnc2c(CNc3cc(Cl)cc(OCCNC(=O)c4cc(=O)[nH]c5ccccc45)c3)cccc21
71,NS(=O)(=O)c1coc(CNc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)c1
72,COc1ccc(CNc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)cc1OCCO
73,N#Cc1cc(CNc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)c[nH]1
74,COc1c(CNc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)sc(S(N)(=O)=O)c1OC
75,O=C(NCCOc1cc(Cl)cc(NCc2ccc(-c3nnn[nH]3)cc2)c1)c1cc(=O)[nH]c2ccccc12
76,CCOC(=O)c1ncn(C)c1CNc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
77,CN(C)c1cnc(CNc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)cn1
78,CS(=O)(=O)c1coc(CNc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)c1
79,O=C(NCCOc1cc(Cl)cc(NCc2cn(CCO)cn2)c1)c1cc(=O)[nH]c2ccccc12
80,CC(=O)OCCNc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
81,CCc1cnc(CNc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)nc1
82,Cc1ncn(C)c1CNc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
83,O=C(NCCOc1cc(Cl)cc(NCc2cnnn2C2CC2)c1)c1cc(=O)[nH]c2ccccc12
84,Cc1oncc1CNc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
85,COC(=O)c1ccoc1CNc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
86,COC(=O)c1ccc(CNc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)nn1
87,COCC1(CNc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)CCOCC1
88,COCn1ncc(C)c1CNc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
89,CN(CCO)c1ccc(CNc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)cn1
90,O=C(NCCOc1cc(Cl)cc(NCc2cocn2)c1)c1cc(=O)[nH]c2ccccc12
91,COC(C)(C)CNc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
92,NS(=O)(=O)c1ccsc1CNc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
93,O=C(NCCOc1cc(Cl)cc(NCc2nc3c([nH]2)COCC3)c1)c1cc(=O)[nH]c2ccccc12
94,COC(=O)c1nnsc1CNc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
95,COC(=O)Cc1coc(CNc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)n1
96,N#Cc1c[nH]c(CNc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)c1
97,O=C(NCCOc1cc(Cl)cc(NCc2ccc[nH]c2=O)c1)c1cc(=O)[nH]c2ccccc12
98,COc1cnn(C)c1CNc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
99,Cn1cc(CNc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)ccc1=O
100,COCc1nocc1CNc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
101,COC(=O)c1n[nH]cc1CNc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
102,COCn1nccc1CNc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
103,COc1ccc(CNc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)nn1
104,O=C(NCCOc1cc(Cl)cc(NCc2noc3c2COCC3)c1)c1cc(=O)[nH]c2ccccc12
105,O=C(NCCOc1cc(Cl)cc(NCc2cccc(-c3nnn[nH]3)c2)c1)c1cc(=O)[nH]c2ccccc12
106,Cn1ccc(-c2n[nH]cc2CNc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)n1
107,COC(=O)c1ccc(CNc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)cn1
108,Cc1nc[nH]c1CNc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
109,Cc1sc(C)c(S(N)(=O)=O)c1CNc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
110,Cn1nccc1-c1n[nH]cc1CNc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
111,COCc1c(CNc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)nnn1C
112,N#Cc1cccc(CNc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)n1
113,O=C(NCCOc1cc(Cl)cc(NCc2ccno2)c1)c1cc(=O)[nH]c2ccccc12
114,NC(=O)Cn1cc(CNc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)nn1
115,Cn1ncc(CNc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)c1S(C)(=O)=O
116,O=C(NCCOc1cc(Cl)cc(NCC2(N3CCOCC3)CCOCC2)c1)c1cc(=O)[nH]c2ccccc12
117,COc1nn(C)cc1CNc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
118,Cn1ccc(CNc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)cc1=O
119,O=C(NCCOc1cc(Cl)cc(NCc2ncco2)c1)c1cc(=O)[nH]c2ccccc12
120,O=C(NCCOc1cc(Cl)cc(NCc2cn(CC3CC3)nn2)c1)c1cc(=O)[nH]c2ccccc12
121,Cc1conc1CNc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
122,CC12COC(CNc3cc(Cl)cc(OCCNC(=O)c4cc(=O)[nH]c5ccccc45)c3)(C1)C2
123,COc1c(CNc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)cnn1C
124,O=C(NCCOc1cc(Cl)cc(NCc2cnc(N3CCOCC3)nc2)c1)c1cc(=O)[nH]c2ccccc12
125,Cc1c(CNc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)nnn1C
126,O=C(NCCOc1cc(Cl)cc(NCc2ccn3ncnc3c2)c1)c1cc(=O)[nH]c2ccccc12
127,CC(C)Cn1cc(CNc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)nn1
128,O=C(NCCOc1cc(Cl)cc(NCc2cc[nH]c2)c1)c1cc(=O)[nH]c2ccccc12
129,CCn1ccnc1CNc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
130,COC(=O)c1ccc(CNc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)[nH]1
131,CCc1nn(C)cc1CNc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
132,Cn1c(CNc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)nc2c1c(=O)[nH]c(=O)n2C
133,O=C(NCCOc1cc(Cl)cc(NCc2cc[nH]n2)c1)c1cc(=O)[nH]c2ccccc12
134,Cc1ncncc1CNc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
135,O=C(NCCOc1cc(Cl)cc(NCc2ccc3[nH]ncc3n2)c1)c1cc(=O)[nH]c2ccccc12
136,Cn1cnc(C#N)c1CNc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
137,CNC(=O)c1cccc(CNc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)c1
138,O=C(NCCOc1cc(Cl)cc(NCc2nc3c([nH]2)CCC3)c1)c1cc(=O)[nH]c2ccccc12
139,Cc1nn(CCO)cc1CNc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
140,Cc1ocnc1CNc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
141,CCc1ncc(CNc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)[nH]1
142,CCCn1ncnc1CNc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
143,Cc1[nH]nnc1CNc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
144,COC(=O)c1cc(CNc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)n2c1COCC2
145,COC(=O)c1cc(CNc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)n(C)n1
146,COC(=O)c1cccnc1CNc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
147,COc1cc2ncc(CNc3cc(Cl)cc(OCCNC(=O)c4cc(=O)[nH]c5ccccc45)c3)cn2n1
148,CC(C)(CO)CNc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
149,Cc1[nH]c2c(=O)[nH]cnc2c1CNc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
150,CCn1cnc(CNc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)c1
151,CCOC(=O)c1nc[nH]c1CNc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
152,CCc1nn(C)c(OC)c1CNc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
153,O=C(NCCOc1cc(Cl)cc(NCc2cnn3c2OCCC3)c1)c1cc(=O)[nH]c2ccccc12
154,O=C(NCCOc1cc(Cl)cc(NCc2ccnnc2)c1)c1cc(=O)[nH]c2ccccc12
155,Cc1nc(CNc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)co1
156,Cn1ncc(CNc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)c1S(N)(=O)=O
157,O=C(NCCOc1cc(Cl)cc(NCc2ccc(N3CCOCC3)nc2)c1)c1cc(=O)[nH]c2ccccc12
158,CCn1cc(CNc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)nn1
159,O=C(NCCOc1cc(Cl)cc(NCCOc2ccccn2)c1)c1cc(=O)[nH]c2ccccc12
160,COC(=O)c1cc(CNc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)n(C)c1
161,Cn1nc2c(c1CNc1cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c1)CS(=O)(=O)CC2
162,CC(C)n1cnnc1CNc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
163,O=C(NCCOc1cc(Cl)cc(NCc2ccncc2)c1)c1cc(=O)[nH]c2ccccc12
164,NS(=O)(=O)c1sccc1CNc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
165,O=C(NCCOc1cc(Cl)cc(NCCCc2ccncn2)c1)c1cc(=O)[nH]c2ccccc12
166,O=C(NCCOc1cc(Cl)cc(NCc2cnc3n2CCOC3)c1)c1cc(=O)[nH]c2ccccc12
167,O=C(NCCOc1cc(Cl)cc(NCCC2COC2)c1)c1cc(=O)[nH]c2ccccc12
168,O=C(NCCOc1cc(Cl)cc(NCc2nc(CO)cs2)c1)c1cc(=O)[nH]c2ccccc12
169,O=C(NCCOc1cc(Cl)cc(NCc2ccccn2)c1)c1cc(=O)[nH]c2ccccc12
170,O=C(NCCOc1cc(Cl)cc(NCc2cccnc2)c1)c1cc(=O)[nH]c2ccccc12
171,CN(C)S(=O)(=O)C1(CNc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)CC1
172,COC1CC(CNc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)C1
173,Cn1cnc(CNc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)n1
174,COC(=O)c1c(OC)nsc1CNc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
175,Cc1[nH]nc(CNc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)c1C
176,O=C(NCCOc1cc(Cl)cc(NCc2cc3n(n2)CCOC3)c1)c1cc(=O)[nH]c2ccccc12
177,CCCn1cc(CNc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)nn1
178,NS(=O)(=O)c1cccc(CNc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)c1
179,Cn1nc2c(c1CNc1cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c1)CCC2
180,COC(=O)C1(CNc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)CCC1
181,O=C(NCCOc1cc(Cl)cc(NCCCCCCO)c1)c1cc(=O)[nH]c2ccccc12
182,CCc1ncc(CNc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)n1S(=O)(=O)N(C)C
183,Cc1nc(CNc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)c[nH]1
184,COC(=O)C1(CNc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)CCOCC1
185,COC(=O)c1cnc(CNc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)s1
186,O=C(NCCOc1cc(Cl)cc(NCc2c[nH]c3ncncc23)c1)c1cc(=O)[nH]c2ccccc12
187,Cn1ncc2cc(CNc3cc(Cl)cc(OCCNC(=O)c4cc(=O)[nH]c5ccccc45)c3)cnc21
188,COc1cc(CNc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)n(C)n1
189,O=C(NCCOc1cc(Cl)cc(NCc2cnc3n2CCC3)c1)c1cc(=O)[nH]c2ccccc12
190,Cc1nnc(CNc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)s1
191,CS(=O)(=O)Nc1cccc(CNc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)c1
192,COCCOCCOCCNc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
193,Cc1nccnc1CNc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
194,CN(C)CC(C)(C)CNc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
195,Cc1cc(CNc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)on1
196,CCOC(=O)c1cn(C)nc1CNc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
197,Cc1ncc(CNc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)n1C
198,Cc1c[nH]c(CNc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)n1
199,CCOCCOCCNc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
200,O=C(NCCOc1cc(Cl)cc(NCc2cc3n(n2)CCC3)c1)c1cc(=O)[nH]c2ccccc12
201,CC(C)(C)NS(=O)(=O)C1(CNc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)CC1
202,O=C(NCCOc1cc(Cl)cc(NCc2cn[nH]c2)c1)c1cc(=O)[nH]c2ccccc12
203,CC(C)(C)n1nnc(CNc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)n1
204,O=C(NCCOc1cc(Cl)cc(NCc2cnn3c2CCC3)c1)c1cc(=O)[nH]c2ccccc12
205,CCc1ncc(CNc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)cn1
206,NS(=O)(=O)c1ccc(CNc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)s1
207,O=C(NCCOc1cc(Cl)cc(NCc2cn(C3CCC3)nn2)c1)c1cc(=O)[nH]c2ccccc12
208,NS(=O)(=O)c1cc(CNc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)co1
209,CC(C)n1ncnc1CNc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
210,Cc1ncc(CNc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)cn1
211,CN(C)S(=O)(=O)c1cccc(CNc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)c1
212,O=C(NCCOc1cc(Cl)cc(NCC2CCS(=O)(=O)CC2)c1)c1cc(=O)[nH]c2ccccc12
213,Cc1cc(CNc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)no1
214,O=C(NCCOc1cc(Cl)cc(NCc2cnon2)c1)c1cc(=O)[nH]c2ccccc12
215,N#Cc1ccc(CNc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)nc1
216,NS(=O)(=O)c1ccc(CNc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)o1
217,CC(C)(CNc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1)N1CCOCC1
218,CCn1nncc1CNc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
219,CCn1cncc1CNc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
220,CN(C)C(C)(C)CNc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
221,Cc1ccc(CNc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)nn1
222,Cc1nonc1CNc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
223,CCn1ncc(CNc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)n1
224,CCOC(=O)c1c(CNc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)c(C)nn1C
225,Cn1cc(CCCNc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)cn1
