,SMILES
18,NC(=O)c1nccnc1NCc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
19,O=C1NCCc2c(NCc3cc(Cl)cc(OCCNC(=O)c4cc(=O)[nH]c5ccccc45)c3)cncc21
20,O=C1NCc2cc(NCc3cc(Cl)cc(OCCNC(=O)c4cc(=O)[nH]c5ccccc45)c3)ccc21
21,CC(C)c1n[nH]c(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)c1C(N)=O
22,O=C1COc2cc(NCc3cc(Cl)cc(OCCNC(=O)c4cc(=O)[nH]c5ccccc45)c3)cnc2N1
23,Cc1c(C(N)=O)sc(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)c1C#N
24,CNC(=O)c1cc(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)ccn1
25,CN1CC(=O)Nc2cc(NCc3cc(Cl)cc(OCCNC(=O)c4cc(=O)[nH]c5ccccc45)c3)ccc21
26,CNC(=O)c1cc(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)cc(C(=O)NC)c1
27,CNC(=O)c1cnccc1NCc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
28,O=C1CN(Cc2cccc(NCc3cc(Cl)cc(OCCNC(=O)c4cc(=O)[nH]c5ccccc45)c3)c2)CCN1
29,CNC(=O)c1cc(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)[nH]n1
30,CNC(=O)c1ccc(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)nc1
31,O=C1NCCc2nc(NCc3cc(Cl)cc(OCCNC(=O)c4cc(=O)[nH]c5ccccc45)c3)sc21
32,CNC(=O)c1cc(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)nn1C
33,COC(=O)CNC(=O)c1ccc(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)cc1
34,CCCc1nn(C)c(C(N)=O)c1NCc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
35,O=C1CCn2nc(NCc3cc(Cl)cc(OCCNC(=O)c4cc(=O)[nH]c5ccccc45)c3)nc2N1
36,O=C1NCCOc2ccc(NCc3cc(Cl)cc(OCCNC(=O)c4cc(=O)[nH]c5ccccc45)c3)cc21
37,Cn1ncc(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)c1C(N)=O
38,CC(C)NC(=O)c1nn(C)cc1NCc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
39,CNC(=O)n1cnc(C(N)=O)c1NCc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
40,NC(=O)c1ccc2c(NCc3cc(Cl)cc(OCCNC(=O)c4cc(=O)[nH]c5ccccc45)c3)ncnc2c1
41,NC(=O)CCn1ccc(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)n1
42,COC(=O)c1ccc(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)c2c1CNC2=O
43,NC(=O)CCNC(=O)c1cccc(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)c1
44,CC(=O)Nc1cccnc1NCc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
45,CN(C)CCNC(=O)c1cccc(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)c1
46,NC(=O)c1ccn(-c2ccccc2NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)n1
47,NC(=O)c1nnc(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)[nH]1
48,NC(=O)c1nnn(-c2ccccc2)c1NCc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
49,Cn1cnc(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)c1C(N)=O
50,CN(C)CCNC(=O)Cn1cc(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)cn1
51,NC(=O)c1cnn(-c2ccncc2)c1NCc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
52,CNC(=O)COc1cccc(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)c1
53,O=C1COc2ccc(NCc3cc(Cl)cc(OCCNC(=O)c4cc(=O)[nH]c5ccccc45)c3)cc2N1
54,NC(=O)c1ccc2[nH]c(NCc3cc(Cl)cc(OCCNC(=O)c4cc(=O)[nH]c5ccccc45)c3)nc2c1
55,NC(=O)c1[nH]ncc1NCc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
56,CC(C)NC(=O)Cn1cc(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)cn1
57,O=C1NCc2cc(NCc3cc(Cl)cc(OCCNC(=O)c4cc(=O)[nH]c5ccccc45)c3)cnc21
58,CNC(=O)Cn1ccc(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)n1
59,CNC(=O)c1nn(C)cc1NCc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
60,Cc1cc(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)nn1CC(N)=O
61,CSc1ncc(C(N)=O)c(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)n1
62,COc1nc(C(N)=O)ccc1NCc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
63,CNC(=O)Cc1cccc(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)c1
64,NC(=O)c1nnc(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)s1
65,CNC(=O)c1cnc(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)s1
66,O=C(NC1CC1)c1cn[nH]c1NCc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
67,CNC(=O)c1ccccc1NCc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
68,NC(=O)c1ncc(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)s1
69,O=C1CS(=O)(=O)c2cc(NCc3cc(Cl)cc(OCCNC(=O)c4cc(=O)[nH]c5ccccc45)c3)ccc2N1
70,Cn1ncc(C(=O)NC2CC2)c1NCc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
71,CCc1nn(C)c(C(N)=O)c1NCc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
72,O=C1NCCc2nc(NCc3cc(Cl)cc(OCCNC(=O)c4cc(=O)[nH]c5ccccc45)c3)ncc21
73,NC(=O)c1cnoc1NCc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
74,NC(=O)c1nc2cc(NCc3cc(Cl)cc(OCCNC(=O)c4cc(=O)[nH]c5ccccc45)c3)ccc2o1
75,CN(C)CCNC(=O)c1ccc(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)cc1
76,CNC(=O)c1ccc(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)c(OC)c1
77,O=C1NCCc2cc(NCc3cc(Cl)cc(OCCNC(=O)c4cc(=O)[nH]c5ccccc45)c3)ccc21
78,CNC(=O)c1ccc(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)nn1
79,CC(C)(C)C(=O)Nc1nonc1NCc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
80,NC(=O)c1cccc(-n2ccnc2)c1NCc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
81,NC(=O)Cn1cc(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)ccc1=O
82,CNC(=O)c1nnc(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)[nH]1
83,CC(C)c1n[nH]c(C(N)=O)c1NCc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
84,O=C1NCCCc2nc(NCc3cc(Cl)cc(OCCNC(=O)c4cc(=O)[nH]c5ccccc45)c3)sc21
85,Cn1cc(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)c(C(=O)NC2CCC2)n1
86,COc1cc(C(N)=O)ccc1NCc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
87,CN(C)c1ccc(C(N)=O)cc1NCc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
88,COc1cc(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)c(C(N)=O)cc1OC
89,NC(=O)CCNC(=O)c1ccc(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)cc1
90,NC(=O)CNC(=O)c1ccc(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)cc1
91,CSc1nn(C)c(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)c1C(N)=O
92,CN(C)CCNC(=O)Cn1ccc(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)n1
93,CNC(=O)c1cc(OC)ccc1NCc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
94,NC(=O)c1cnn(-c2ccccc2)c1NCc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
95,NC(=O)c1ccc(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)c(-n2ccnc2)c1
96,CN(CC(N)=O)C(=O)c1cccc(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)c1
97,NC(=O)c1nc(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)sc1C(N)=O
98,NC(=O)CNC(=O)Nc1cccc(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)c1
99,O=C1COc2ccc(NCc3cc(Cl)cc(OCCNC(=O)c4cc(=O)[nH]c5ccccc45)c3)nc2N1
100,NC(=O)c1cc(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)cs1
101,CNC(=O)c1cccc(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)c1
102,NC(=O)c1[nH]cnc1NCc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
103,CNC(=O)c1nn[nH]c1NCc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
104,CNC(=O)c1csc(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)n1
105,Cn1cc(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)c(C(N)=O)n1
106,CNC(=O)c1coc(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)n1
107,O=C(NC1CC1)c1nn[nH]c1NCc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
108,CNC(=O)c1cccnc1NCc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
109,NC(=O)C(=O)Nc1cccc(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)c1
110,CNC(=O)c1ccnc(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)c1
111,NC(=O)c1[nH]nnc1NCc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
112,O=C1NCc2c(NCc3cc(Cl)cc(OCCNC(=O)c4cc(=O)[nH]c5ccccc45)c3)cccc21
113,COCCNC(=O)c1cccc(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)c1
114,CNC(=O)CNC(=O)c1cccc(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)c1
115,O=C1COc2c(NCc3cc(Cl)cc(OCCNC(=O)c4cc(=O)[nH]c5ccccc45)c3)cccc2N1
116,COCCNC(=O)c1cc(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)n[nH]1
117,O=C1CN(c2ccc(NCc3cc(Cl)cc(OCCNC(=O)c4cc(=O)[nH]c5ccccc45)c3)nc2)CCN1
118,CNC(=O)c1c(C)n[nH]c1NCc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
119,Cc1nsc(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)c1C(N)=O
120,NC(=O)CN1CCc2ccc(NCc3cc(Cl)cc(OCCNC(=O)c4cc(=O)[nH]c5ccccc45)c3)cc2C1
121,NC(=O)c1c[nH]c(=O)c2cc(NCc3cc(Cl)cc(OCCNC(=O)c4cc(=O)[nH]c5ccccc45)c3)ccc12
122,CCn1cc(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)c(C(N)=O)n1
123,CCOCn1nnc(C(N)=O)c1NCc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
124,NC(=O)c1cccnc1NCc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
125,COC(=O)CNC(=O)c1ccc(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)cc1
126,CC(=O)Nc1ccncc1NCc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
127,Cc1nc(C(N)=O)ccc1NCc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
128,CC(=O)Nc1ccnc(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)c1
129,NC(=O)c1coc(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)n1
130,NC(=O)c1nnsc1NCc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
131,CC(=O)Nc1ncccc1NCc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
132,CC(=O)Nc1ccc(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)nc1
133,NC(=O)c1ccc(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)cc1
134,Cc1nc(C(N)=O)c(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)n1C
135,O=C1NCCc2ccc(NCc3cc(Cl)cc(OCCNC(=O)c4cc(=O)[nH]c5ccccc45)c3)cc21
136,NC(=O)c1n[nH]c2ccc(NCc3cc(Cl)cc(OCCNC(=O)c4cc(=O)[nH]c5ccccc45)c3)cc12
137,O=C1CN(c2ncccc2NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)CCN1
138,CN(C)c1ccc(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)c(C(N)=O)c1
139,Cc1ncc2c(c1NCc1cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c1)C(=O)NC2
140,CNC(=O)Cn1nc(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)cc1C
141,CNC(=O)Cn1cnc(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)n1
142,N#CCNC(=O)Cn1cc(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)cn1
143,NC(=O)Cn1ccc(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)n1
144,NC(=O)c1ccc(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)cn1
145,NC(=O)c1ccsc1NCc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
146,O=C1NCc2cccc(NCc3cc(Cl)cc(OCCNC(=O)c4cc(=O)[nH]c5ccccc45)c3)c21
147,Cn1cc(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)cc1C(N)=O
148,NC(=O)COc1cccc(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)c1
149,NC(=O)CCOc1ccccc1NCc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
150,CNC(=O)Cn1cc(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)cn1
151,O=C1CN(c2ccc(NCc3cc(Cl)cc(OCCNC(=O)c4cc(=O)[nH]c5ccccc45)c3)cc2)CCN1
152,Cc1nc(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)sc1SCC(N)=O
153,NC(=O)c1cc(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)cc(C(N)=O)c1
154,CCNC(=O)Cn1ccc(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)n1
155,NC(=O)CCc1csc(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)n1
156,NC(=O)c1ccc(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)nn1
157,CCOC(=O)c1snc(C(N)=O)c1NCc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
158,NC(=O)c1cnn(-c2ncccn2)c1NCc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
159,NC(=O)c1ccc(S(N)(=O)=O)c(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)c1
160,NC(=O)c1cc(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)[nH]n1
161,COc1ncc(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)cc1C(N)=O
162,CSc1nc(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)c(C(N)=O)s1
163,NC(=O)c1ccncc1NCc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
164,CN(C)Cc1ccc(C(N)=O)cc1NCc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
165,NC(=O)c1csc(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)n1
166,COCCNC(=O)Cn1cc(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)cn1
167,CNC(=O)c1cccc(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)n1
168,NC(=O)c1cccc(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)n1
169,CNC(=O)CN1CCc2ccc(NCc3cc(Cl)cc(OCCNC(=O)c4cc(=O)[nH]c5ccccc45)c3)cc21
170,CNC(=O)COc1ccc(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)cc1
171,N#CCNC(=O)c1ccccc1NCc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
172,Cc1n[nH]c(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)c1C(N)=O
173,NC(=O)CCNC(=O)c1ccccc1NCc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
174,NC(=O)c1ncccc1NCc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
175,Cc1[nH]nc(C(N)=O)c1NCc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
176,O=C1CN(c2ccccc2NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)CCN1
177,O=C1NCc2ccc(NCc3cc(Cl)cc(OCCNC(=O)c4cc(=O)[nH]c5ccccc45)c3)cc21
178,O=C(Cn1cc(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)cn1)NC1CCCC1
179,NC(=O)c1cccnc1NCc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
180,NC(=O)CCOc1cccc(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)c1
181,CC(C)NC(=O)c1cn[nH]c1NCc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
182,Cc1ncc(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)cc1C(N)=O
183,NC(=O)c1ccn(-c2ccc(NCc3cc(Cl)cc(OCCNC(=O)c4cc(=O)[nH]c5ccccc45)c3)cc2)n1
184,Cc1cc(OCC(N)=O)ccc1NCc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
185,NC(=O)c1ccn(-c2cccc(NCc3cc(Cl)cc(OCCNC(=O)c4cc(=O)[nH]c5ccccc45)c3)c2)n1
186,NC(=O)CCOc1ccc(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)cc1
187,CN(C)CCNC(=O)c1ccc(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)cc1
188,NC(=O)CNC(=O)c1cccc(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)c1
189,NC(=O)c1cc(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)c[nH]1
190,O=C(Cn1cc(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)cn1)NC1CC1
191,NC(=O)Cn1cc(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)cn1
192,NC(=O)c1cn[nH]c1NCc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
193,NC(=O)CNS(=O)(=O)c1ccccc1NCc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
194,COC(=O)CNC(=O)c1cccc(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)c1
195,COCCNC(=O)Cc1ccc(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)cc1
196,NC(=O)Cc1ccc(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)cc1
197,NC(=O)Cc1ccccc1NCc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
198,O=C1CN(c2ccc(NCc3cc(Cl)cc(OCCNC(=O)c4cc(=O)[nH]c5ccccc45)c3)cn2)CCN1
199,CNC(=O)c1cc(OC)c(OC)cc1NCc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
200,CNC(=O)Cc1ccc(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)cc1
201,CNC(=O)Cc1ccccc1NCc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
202,CNC(=O)c1ccc(OC)c(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)c1
203,COc1ccc(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)cc1OCC(N)=O
204,NC(=O)Cc1csc(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)n1
205,NC(=O)c1cccc(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)c1
206,O=C1COc2cc(NCc3cc(Cl)cc(OCCNC(=O)c4cc(=O)[nH]c5ccccc45)c3)ccc2N1
207,CNC(=O)c1ccc(NCc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)cc1
