,SMILES
61,CN(C)C(=O)N1CC(Oc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)C1
62,COCc1ocnc1COc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
63,O=C(NCCOc1cc(Cl)cc(OCc2cnc3n2CCOC3)c1)c1cc(=O)[nH]c2ccccc12
64,O=C(NCCOc1cc(Cl)cc(OCCS(=O)(=O)c2cnn[nH]2)c1)c1cc(=O)[nH]c2ccccc12
65,Cc1cc(C)n(CCOc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)c(=O)n1
66,Cn1nnc(COc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)n1
67,COCCOc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
68,CCOCCOc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
69,CC(=O)N(C)CCOc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
70,O=C(NCCOc1cc(Cl)cc(OCCNc2nccs2)c1)c1cc(=O)[nH]c2ccccc12
71,O=C(NCCOc1cc(Cl)cc(OCc2cnco2)c1)c1cc(=O)[nH]c2ccccc12
72,O=C(NCCOc1cc(Cl)cc(OCc2cnc(-c3cncnc3)nc2)c1)c1cc(=O)[nH]c2ccccc12
73,O=C(NCCOc1cc(Cl)cc(OCCS(=O)(=O)c2nnc[nH]2)c1)c1cc(=O)[nH]c2ccccc12
74,Cn1nnc2c(COc3cc(Cl)cc(OCCNC(=O)c4cc(=O)[nH]c5ccccc45)c3)cccc21
75,CC(C)(C)OC(=O)NCC1(COc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)COC1
76,Cc1conc1COc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
77,O=C(NCCOc1cc(Cl)cc(OCc2nnco2)c1)c1cc(=O)[nH]c2ccccc12
78,O=C(NCCOc1cc(Cl)cc(OC2CN(C3CCOCC3)C2)c1)c1cc(=O)[nH]c2ccccc12
79,CCOC(=O)CC(CC(=O)OCC)Oc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
80,CN(C)C(=O)c1cc(COc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)on1
81,O=C(NCCOc1cc(Cl)cc(OCC23C4C5C6C4C2C6C53)c1)c1cc(=O)[nH]c2ccccc12
82,COC(=O)CSCCOc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
83,O=C(Cc1ccsc1)NCCOCCOc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
84,CN(C)CCOc1ccnc(COc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)c1
85,CN1CC(C)(COc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)C1
86,O=C(NCCOc1cc(Cl)cc(OCc2cnoc2)c1)c1cc(=O)[nH]c2ccccc12
87,COCC(COC)Oc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
88,Cn1cncc1COc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
89,O=C(NCCOc1cc(Cl)cc(OCCC2COC2)c1)c1cc(=O)[nH]c2ccccc12
90,O=C(NCCOc1cc(Cl)cc(OCc2nnc3n2CCC3)c1)c1cc(=O)[nH]c2ccccc12
91,Cc1nnc(CCOc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)[nH]1
92,CCc1noc(COc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)n1
93,COCC12COC(COc3cc(Cl)cc(OCCNC(=O)c4cc(=O)[nH]c5ccccc45)c3)(C1)C2
94,O=C(NCCOc1cc(Cl)cc(OCCCN2CCCC2)c1)c1cc(=O)[nH]c2ccccc12
95,CN(CCCOc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1)CC(=O)N(C)C
96,O=C1CN(CCCOc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)C(=O)N1
97,Cc1ccn(CCOc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)n1
98,O=C(NCCOc1cc(Cl)cc(OCCN2CCCOCC2)c1)c1cc(=O)[nH]c2ccccc12
99,O=C(NCCOc1cc(Cl)cc(OCCCN2CCCOCC2)c1)c1cc(=O)[nH]c2ccccc12
100,O=C(NCCOc1cc(Cl)cc(OCCNS(=O)(=O)C2CC2)c1)c1cc(=O)[nH]c2ccccc12
101,CC1(C)COCCN1CCOc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
102,O=C(NCCOc1cc(Cl)cc(OCc2c[nH]cn2)c1)c1cc(=O)[nH]c2ccccc12
103,CN(C)CC1(COc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)COC1
104,CC(C)C1CN(CCOc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)C1
105,CCOC(=O)C12COC(COc3cc(Cl)cc(OCCNC(=O)c4cc(=O)[nH]c5ccccc45)c3)(C1)C2
106,O=C(NCCOc1cc(Cl)cc(OCc2cn3cccnc3n2)c1)c1cc(=O)[nH]c2ccccc12
107,Cc1nnsc1COc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
108,O=C1NCC(Oc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)CN1
109,COCCN1CC(Oc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)C1
110,COC(=O)Cc1csc(COc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)n1
111,N#Cc1cn(CCOc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)c(=O)[nH]c1=O
112,O=C(NCCOc1cc(Cl)cc(OC2CC(N3CCCC3)C2)c1)c1cc(=O)[nH]c2ccccc12
113,O=C(NCCOc1cc(Cl)cc(OCc2cccc3ncnn23)c1)c1cc(=O)[nH]c2ccccc12
114,CC1(C)CN(CCOc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)CCO1
115,Cc1cn(C)c(COc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)n1
116,CC1(COc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)CS(=O)(=O)C1
117,O=C(NCCOc1cc(Cl)cc(OCCn2ccnn2)c1)c1cc(=O)[nH]c2ccccc12
118,CCNC(=O)N1CC(Oc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)C1
119,COC(=O)c1n[nH]cc1COc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
120,COC(=O)N1CC(Oc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)C1
121,O=C(NCCOc1cc(Cl)cc(OCC23CC(CCO2)C3)c1)c1cc(=O)[nH]c2ccccc12
122,CS(=O)(=O)N1CC(Oc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)C1
123,O=C(NCCOc1cc(Cl)cc(OCCc2cc2=O)c1)c1cc(=O)[nH]c2ccccc12
124,O=C(NCCOc1cc(Cl)cc(OC2CN(C(=O)C3CC3)C2)c1)c1cc(=O)[nH]c2ccccc12
125,NC(=O)CCCCOc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
126,COCC(=O)NCCOc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
127,O=C(NCCOc1cc(Cl)cc(OCc2cc[nH]c(=O)c2)c1)c1cc(=O)[nH]c2ccccc12
128,COC(=O)C12CC(COc3cc(Cl)cc(OCCNC(=O)c4cc(=O)[nH]c5ccccc45)c3)(CO1)C2
129,N#Cc1cnn(CCOc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)c1
130,O=C(NCCOc1cc(Cl)cc(OCCN2CCN(C3CCC3)CC2)c1)c1cc(=O)[nH]c2ccccc12
131,CN(CCOc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1)c1ccncc1
132,CCOC(=O)c1n[nH]cc1COc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
133,CCC1CN(CCOc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)C1
134,O=C(NCCOc1cc(Cl)cc(OCCc2nnc3n2CCCC3)c1)c1cc(=O)[nH]c2ccccc12
135,NC(=O)N1CC(Oc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)C1
136,CCN(CC)CCOc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
137,O=C(NCCOc1cc(Cl)cc(OCCCn2ccnc2)c1)c1cc(=O)[nH]c2ccccc12
138,COC1(COc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)CC1
139,COCCc1nccc(COc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)n1
140,O=C(NCCOc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1)c1cnc[nH]1
141,CN1CCN(c2nccc(COc3cc(Cl)cc(OCCNC(=O)c4cc(=O)[nH]c5ccccc45)c3)n2)CC1
142,O=C(NCCOc1cc(Cl)cc(OCc2cnc3n2CCC3)c1)c1cc(=O)[nH]c2ccccc12
143,NC(=O)C1(OCCOc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)CCC1
144,CC(C)N(C)CCOc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
145,O=C(NCCOc1cc(Cl)cc(OC2CN(C(=O)c3ccccc3)C2)c1)c1cc(=O)[nH]c2ccccc12
146,CCCS(=O)(=O)CCOc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
147,O=C(NCCOc1cc(Cl)cc(OCCOC2COC2)c1)c1cc(=O)[nH]c2ccccc12
148,Cc1nnn(C)c1COc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
149,CN(C)S(=O)(=O)CCOc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
150,O=C(NCCOc1cc(Cl)cc(OCCS(=O)(=O)C2CCCC2)c1)c1cc(=O)[nH]c2ccccc12
151,CN1CC(COc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)C1
152,O=C1NC(=O)C2(CC(COc3cc(Cl)cc(OCCNC(=O)c4cc(=O)[nH]c5ccccc45)c3)C2)N1
153,O=C(NCCOc1cc(Cl)cc(OCC2CN(c3ccccn3)C2)c1)c1cc(=O)[nH]c2ccccc12
154,N#CC1(COc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)COC1
155,CC12COC(COc3cc(Cl)cc(OCCNC(=O)c4cc(=O)[nH]c5ccccc45)c3)(C1)C2
156,COc1nccnc1COc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
157,O=C(NCCOc1cc(Cl)cc(OCCc2ccncn2)c1)c1cc(=O)[nH]c2ccccc12
158,COC(=O)c1cc(COc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)nn1C
159,CCc1nc(COc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)no1
160,Cc1ocnc1COc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
161,COC(=O)c1[nH]nnc1COc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
162,O=C(NCCOc1cc(Cl)cc(OCc2noc3c2COCC3)c1)c1cc(=O)[nH]c2ccccc12
163,Cn1cnc(CCOc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)c1
164,Cc1nc(COc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)n[nH]1
165,COC(=O)CCN1CCC(Oc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)CC1
166,COC(=O)c1cc(COc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)on1
167,NC(=O)CCCOc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
168,Cn1cc(COc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)cn1
169,CNC(=O)CCOc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
170,NC(=O)CN1CCC(Oc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)CC1
171,O=C(NCCOc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1)c1cccnc1
172,Cc1ncc(COc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)c(C)n1
173,COCCOc1cc(COc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)ccn1
174,COC(=O)c1coc(COc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)c1
175,O=C(NCCOc1cc(Cl)cc(OCc2ccn3ncnc3c2)c1)c1cc(=O)[nH]c2ccccc12
176,NC(=O)c1nccnc1COc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
177,O=C1CC2(CN1)CC(Oc1cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c1)C2
178,CCC(=O)OCCOc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
179,O=C(NCCOc1cc(Cl)cc(OCCCn2cncn2)c1)c1cc(=O)[nH]c2ccccc12
180,O=C(NCCOc1cc(Cl)cc(OCCc2nnc3n2CCOC3)c1)c1cc(=O)[nH]c2ccccc12
181,Cc1c[nH]c(COc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)n1
182,CCc1c(COc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)nnn1CC
183,CCn1nnc(COc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)c1C
184,Cc1c(COc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)nnn1C
185,O=C(NCCOc1cc(Cl)cc(OCCN2C(=O)CCC2=O)c1)c1cc(=O)[nH]c2ccccc12
186,CC(=O)OCCOc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
187,COCc1cc(COc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)no1
188,Cn1cccc1CCOc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
189,Cc1cnn(C)c1COc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
190,Cc1ccc(COc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)nn1
191,N#Cc1ccnc(COc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)c1
192,COC(=O)CSSCCOc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
193,CC(C)n1cnnc1COc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
194,Cc1nn(CCOc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)cc1C#N
195,O=C(NCCOc1cc(Cl)cc(OCc2nccc(=O)[nH]2)c1)c1cc(=O)[nH]c2ccccc12
196,COC1CCN(CCOc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)CC1
197,CN1CC(COc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)C1
198,O=C(NCCOc1cc(Cl)cc(OCc2noc(C3CC3)n2)c1)c1cc(=O)[nH]c2ccccc12
199,CCn1cncc1COc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
200,O=C(NCCOc1cc(Cl)cc(OCCOC2CCS(=O)(=O)CC2)c1)c1cc(=O)[nH]c2ccccc12
201,O=C(NCCOc1cc(Cl)cc(OCCc2c[nH]nn2)c1)c1cc(=O)[nH]c2ccccc12
202,O=C(NCCOc1cc(Cl)cc(OCC2CCN(c3cc(=O)[nH]cn3)CC2)c1)c1cc(=O)[nH]c2ccccc12
203,O=C(NCCOc1cc(Cl)cc(OC2CCN(c3cc(=O)[nH]cn3)CC2)c1)c1cc(=O)[nH]c2ccccc12
204,COc1nn(C)cc1COc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
205,CNC(=O)NCCCOc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
206,O=C(NCCOc1cc(Cl)cc(OCC23CCN(CC2)C3)c1)c1cc(=O)[nH]c2ccccc12
207,CCc1nonc1COc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
208,Cc1ncc(COc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)cn1
209,CC(C)NS(=O)(=O)CCOc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
210,COC(=O)c1cncc(COc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)c1
211,CCn1cc(COc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)nn1
212,COCc1nnc(COc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)n1C
213,Cc1cn(C)nc1COc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
214,O=C(NCCOc1cc(Cl)cc(OCCN2CCCC2=O)c1)c1cc(=O)[nH]c2ccccc12
215,N#CCCOc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
216,CN(C)CCCOc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
217,CN1CCC(Oc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)CC1
218,O=C(NCCOc1cc(Cl)cc(OCc2ccccn2)c1)c1cc(=O)[nH]c2ccccc12
219,O=C(NCCOc1cc(Cl)cc(OCCN2CCCCC2)c1)c1cc(=O)[nH]c2ccccc12
220,O=C(NCCOc1cc(Cl)cc(OCCN2CCOCC2)c1)c1cc(=O)[nH]c2ccccc12
221,CC1(COc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)COC1
222,CC(C)Oc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
223,O=C(NCCOc1cc(Cl)cc(OCc2cccnc2)c1)c1cc(=O)[nH]c2ccccc12
224,CC(C)OCCOc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
225,O=C(NCCOc1cc(Cl)cc(OCC2CC2)c1)c1cc(=O)[nH]c2ccccc12
226,O=C(NCCOc1cc(Cl)cc(OCCN2CCCC2)c1)c1cc(=O)[nH]c2ccccc12
227,COCCOCCOCCOCCCOc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
228,O=C(NCCOc1cc(Cl)cc(OCc2ccnnc2)c1)c1cc(=O)[nH]c2ccccc12
229,CCCOc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
230,CN(C)CCOc1cc(Cl)cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)c1
