SMILES,TITLE,scaffold
c1ccc2c(c1)cncc2N3C(=O)[C@]4(CCOc5c4cc(cc5)Cl)NC3=O,VLA-UNK-cf7facf1-1,chromane-5spiro-isoquinoline
c1ccc2c(c1)cncc2N3C(=O)C4(CCOc5c4cc(cc5)Cl)C(=O)S3,DAR-DIA-0f7b7cd9-8,chromane-5spiro-isoquinoline
c1ccc2c(c1)cncc2N3CC(=O)C4(C3=O)CCOc5c4cc(cc5)Cl,DAR-DIA-0f7b7cd9-9,chromane-5spiro-isoquinoline
c1ccc2c(c1)cncc2N3C(=O)CC4(C3=O)CCOc5c4cc(cc5)Cl,MAT-POS-94643566-1,chromane-5spiro-isoquinoline
c1ccc2c(c1)cncc2N3C(=O)C4(CCOc5c4cc(cc5)Cl)OC3=O,MAT-POS-90505e2b-1,chromane-5spiro-isoquinoline
c1ccc2c(c1)cncc2N3C(=O)[C@@]4(CCOc5c4cc(cc5)Cl)OC3=O,MAT-POS-ec6d90b7-1,chromane-5spiro-isoquinoline
c1ccc2c(c1)cncc2N3C(=O)[C@]4(CCOc5c4cc(cc5)Cl)OC3=O,MAT-POS-ec6d90b7-2,chromane-5spiro-isoquinoline
c1ccc2c(c1)cncc2N3C(=O)C4(CNCc5c4cc(cc5)Cl)NC3=O,VLA-MRT-8c78ee15-1,tetrahydroisoquinoline-5spiro-isoquinoline
c1ccc2c(c1)cncc2N3C(=O)[C@]4(CNCc5c4cc(cc5)Cl)NC3=O,VLA-MRT-8c78ee15-2,tetrahydroisoquinoline-5spiro-isoquinoline
c1ccc2c(c1)cncc2N3C(=O)[C@@]4(CNCc5c4cc(cc5)Cl)NC3=O,VLA-MRT-a639d434-3,tetrahydroisoquinoline-5spiro-isoquinoline
c1ccc2c(c1)cncc2N3C(=O)C[C@]4(C3=O)CNCc5c4cc(cc5)Cl,JOH-MSK-1f2dff76-3,tetrahydroisoquinoline-5spiro-isoquinoline
c1ccc2c(c1)cncc2N3C(=O)C[C@@]4(C3=O)CNCc5c4cc(cc5)Cl,JOH-MSK-1f2dff76-4,tetrahydroisoquinoline-5spiro-isoquinoline
CN1C(=O)N(C(=O)C12CCOc3c2cc(cc3)Cl)c4cncc5c4cccc5,BEN-BAS-c2bc0d80-7,chromane-5spiro-isoquinoline
c1ccc2c(c1)cncc2N3C(=O)[C@@]4(CCOc5c4cc(c(c5)Cl)Cl)NC3=O,VLA-UNK-56836b69-2,chromane-5spiro-isoquinoline
c1ccc2c(c1)cncc2N3C(=O)[C@@]4(CCOc5c4cc(c(c5)F)Cl)NC3=O,VLA-UNK-3a43cd95-1,chromane-5spiro-isoquinoline
c1ccc2c(c1)cncc2N3C(=O)C[C@@]4(C3=O)CCOc5c4cc(c(c5)F)Cl,VLA-UNK-3a43cd95-3,chromane-5spiro-isoquinoline
c1ccc2c(c1)cncc2N3CCC4(C3=O)CNS(=O)(=O)c5c4cc(cc5)Cl,ALP-POS-4483ae88-1,tetralinlike-5spiro-isoquinoline
c1ccc2c(c1)cncc2N3CCC4(C3=O)CCS(=O)(=O)c5c4cc(cc5)Cl,ALP-POS-41e2080f-1,tetralinlike-5spiro-isoquinoline
c1ccc2c(c1)cncc2N3CCC4(C3=O)CNS(=O)(=O)c5c4cc(cc5)Cl,EDJ-MED-f9b78f78-4,tetralinlike-5spiro-isoquinoline
c1ccc2c(c1)cncc2N3CCC4(C3=O)CCS(=O)(=O)c5c4cc(cc5)Cl,EDJ-MED-94fddcec-4,tetralinlike-5spiro-isoquinoline
c1ccc2c(c1)cncc2N3CCC4(C3=O)CCS(=O)(=O)c5c4cc(cc5)Cl,EDJ-MED-d4864bdc-3,tetralinlike-5spiro-isoquinoline
CN1Cc2ccc(cc2[C@@]3(C1)CC(=O)N(C3=O)c4cncc5c4cccc5)Cl,JOH-MSK-51c67e7d-1,tetrahydroisoquinoline-5spiro-isoquinoline
CN1Cc2ccc(cc2[C@]3(C1)CC(=O)N(C3=O)c4cncc5c4cccc5)Cl,JOH-MSK-51c67e7d-2,tetrahydroisoquinoline-5spiro-isoquinoline
CN1C(=O)N(C(=O)[C@@]12CCOc3c2cc(c(c3)Cl)Cl)c4cncc5c4cccc5,VLA-UNK-56836b69-3,chromane-5spiro-isoquinoline
c1ccc2c(c1)cncc2N3C(=O)[C@@]4(CC(=O)Nc5c4cc(c(c5)Cl)Cl)NC3=O,VLA-UNK-56836b69-5,tetralinlike-5spiro-isoquinoline
CS(=O)(=O)N1Cc2ccc(cc2C3(C1)CCN(C3=O)c4cncc5c4cccc5)Cl,EDJ-MED-7587a9ee-3,tetrahydroisoquinoline-5spiro-isoquinoline
CNC(=O)CN1Cc2ccc(cc2C3(C1)CCN(C3)c4cncc5c4cccc5)Cl,EDJ-MED-8bb691af-1,tetrahydroisoquinoline-5spiro-isoquinoline
Cc1cc(cc2c1c(cnc2)N3CCC4(C3)CCOc5c4cc(cc5)Cl)S(=O)(=O)C,EDJ-MED-d7486dd1-1,chromane-5spiro-isoquinoline
c1ccc2c(c1)cncc2N3CC[C@@]4(C3=O)CN(C(=O)c5c4cc(cc5)Cl)CC#N,PET-UNK-aa57768f-2,tetrahydroisoquinoline-5spiro-isoquinoline
C#CCN1C[C@]2(CCN(C2=O)c3cncc4c3cccc4)c5cc(ccc5C1=O)Cl,PET-UNK-aa57768f-3,tetrahydroisoquinoline-5spiro-isoquinoline
c1ccc2c(c1)cncc2N3CCC4(C3=O)CN(C(=O)c5c4cc(cc5)Cl)CC#N,PET-UNK-aa57768f-8,tetrahydroisoquinoline-5spiro-isoquinoline
C#CCN1CC2(CCN(C2=O)c3cncc4c3cccc4)c5cc(ccc5C1=O)Cl,PET-UNK-aa57768f-9,tetrahydroisoquinoline-5spiro-isoquinoline
c1ccc2c(c1)cncc2N3C(=O)[C@]4(CN(Cc5c4cc(cc5)Cl)CC(=O)N)NC3=O,VLA-MRT-8c78ee15-4,tetrahydroisoquinoline-5spiro-isoquinoline
c1ccc2c(c1)cncc2N3C(=O)[C@@]4(CN(Cc5c4cc(cc5)Cl)CC(=O)N)NC3=O,VLA-MRT-a639d434-2,tetrahydroisoquinoline-5spiro-isoquinoline
CNC(=O)CN1Cc2ccc(cc2C3(C1)CC(=O)N(C3)c4cncc5c4cccc5)Cl,EDJ-MED-8bb691af-3,tetrahydroisoquinoline-5spiro-isoquinoline
CNC(=O)CN1Cc2ccc(cc2C3(C1)CCN(C3=O)c4cncc5c4cccc5)Cl,EDJ-MED-8bb691af-4,tetrahydroisoquinoline-5spiro-isoquinoline
CNC(=O)CN1CC2(CCN(C2)c3cncc4c3cccc4)c5cc(ccc5C1=O)Cl,EDJ-MED-8bb691af-7,tetrahydroisoquinoline-5spiro-isoquinoline
Cc1cccc2c1c(cnc2)N3CCC4(C3)CN(Cc5c4cc(cc5)Cl)CC(=O)NC,EDJ-MED-3656d29d-1,tetrahydroisoquinoline-5spiro-isoquinoline
CNC(=O)CN1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4cccc5)Cl,MAT-POS-c7726e07-5,tetrahydroisoquinoline-5spiro-isoquinoline
CNC(=O)CN1Cc2ccc(cc2[C@@]3(C1)CCN(C3=O)c4cncc5c4cccc5)Cl,MAT-POS-c7726e07-6,tetrahydroisoquinoline-5spiro-isoquinoline
CNC(=O)CN1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4cccc5)Cl,LUO-POS-868e8996-11,tetrahydroisoquinoline-5spiro-isoquinoline
CNC(=O)CN1Cc2ccc(cc2[C@@]3(C1)CCN(C3=O)c4cncc5c4cccc5)Cl,LUO-POS-868e8996-12,tetrahydroisoquinoline-5spiro-isoquinoline
CNS(=O)(=O)N1Cc2ccc(cc2C3(C1)CCN(C3=O)c4cncc5c4cccc5)Cl,LUO-POS-ed2cfb03-2,tetrahydroisoquinoline-5spiro-isoquinoline
CN1C(=O)N(C(=O)C12CN(Cc3c2cc(cc3)Cl)S(=O)(=O)C)c4cncc5c4cccc5,EDJ-MED-7587a9ee-1,tetrahydroisoquinoline-5spiro-isoquinoline
CNC(=O)CN1Cc2ccc(cc2[C@]3(C1)C(=O)N(C(=O)N3)c4cncc5c4cccc5)Cl,VLA-MRT-8c78ee15-3,tetrahydroisoquinoline-5spiro-isoquinoline
CNC(=O)CN1Cc2ccc(cc2[C@@]3(C1)C(=O)N(C(=O)N3)c4cncc5c4cccc5)Cl,VLA-MRT-a639d434-1,tetrahydroisoquinoline-5spiro-isoquinoline
CNC(=O)CN1CC2(CCN(C2=O)c3cncc4c3cccc4)c5cc(ccc5C1=O)Cl,EDJ-MED-8bb691af-8,tetrahydroisoquinoline-5spiro-isoquinoline
CNC(=O)CN1CC2(CC(=O)N(C2)c3cncc4c3cccc4)c5cc(ccc5C1=O)Cl,EDJ-MED-8bb691af-9,tetrahydroisoquinoline-5spiro-isoquinoline
CNC(=O)CN1Cc2ccc(cc2C3(C1)CC(=O)N(C3=O)c4cncc5c4cccc5)Cl,MAT-POS-1bed62cf-3,tetrahydroisoquinoline-5spiro-isoquinoline
CN1C(=O)N(C(=O)C12CN(Cc3c2cc(cc3)Cl)S(=O)(=O)C)c4cncc5c4cccc5,MAT-POS-2e8b2191-8,tetrahydroisoquinoline-5spiro-isoquinoline
CNC(=O)CN1Cc2ccc(cc2C3(C1)CCN(C3=O)c4cncc5c4cc(cc5)F)Cl,MAT-POS-b4d6b7fc-5,tetrahydroisoquinoline-5spiro-isoquinoline
CNC(=O)CN1Cc2ccc(cc2C3(C1)CCN(C3=O)c4cncc5c4c(ccc5)Cl)Cl,MAT-POS-b4d6b7fc-6,tetrahydroisoquinoline-5spiro-isoquinoline
CS(=O)(=O)c1ccc2c(c1)cncc2N3CCC4(C3=O)CCS(=O)(=O)c5c4cc(cc5)Cl,EDJ-MED-94fddcec-5,tetralinlike-5spiro-isoquinoline
CNC(=O)CN1C[C@]2(CCN(C2=O)c3cncc4c3cccc4)c5cc(ccc5C1=O)Cl,PET-UNK-14142a25-1,tetrahydroisoquinoline-5spiro-isoquinoline
CNC(=O)CN1CC2(CCN(C2=O)c3cncc4c3cccc4)c5cc(ccc5C1=O)Cl,PET-UNK-14142a25-10,tetrahydroisoquinoline-5spiro-isoquinoline
CNC(=O)CN1CC2(CNN(C2=O)c3cncc4c3cccc4)c5cc(ccc5C1=O)Cl,EDJ-MED-fed7ac0b-1,tetrahydroisoquinoline-5spiro-isoquinoline
CNC(=O)CN1CC2(C=NN(C2=O)c3cncc4c3cccc4)c5cc(ccc5C1=O)Cl,EDJ-MED-fed7ac0b-4,tetrahydroisoquinoline-5spiro-isoquinoline
CNC(=O)CN1Cc2cc(c(cc2C3(C1)CCN(C3=O)c4cncc5c4cccc5)Cl)Cl,ALP-POS-afe0272e-1,tetrahydroisoquinoline-5spiro-isoquinoline
CNC(=O)CN1Cc2ccc(cc2C3(C1)CCN(C3=O)c4cncc5c4c(ccc5)Cl)Cl,MAT-POS-1d5ab790-2,tetrahydroisoquinoline-5spiro-isoquinoline
c1ccc2c(c1)cncc2N3CC[C@@]4(C3=O)CN(Cc5c4cc(cc5)Cl)Cc6nncs6,PET-UNK-7e9559de-1,tetrahydroisoquinoline-5spiro-isoquinoline
c1ccc2c(c1)cncc2N3CCC4(C3=O)CN(Cc5c4cc(cc5)Cl)Cc6nncs6,PET-UNK-7e9559de-4,tetrahydroisoquinoline-5spiro-isoquinoline
CNC(=O)CN1CC2(c3cc(ccc3C1=O)Cl)C(=O)N(C=N2)c4cncc5c4cccc5,EDJ-MED-fd8ed875-1,tetrahydroisoquinoline-5spiro-isoquinoline
CNC(=O)CN1CC2(C=CN(C2=O)c3cncc4c3cccc4)c5cc(ccc5C1=O)Cl,EDJ-MED-fd8ed875-3,tetrahydroisoquinoline-5spiro-isoquinoline
CC1CN(C(=O)C12CN(Cc3c2cc(cc3)Cl)CC(=O)NC)c4cncc5c4cccc5,MAT-POS-50a80394-4,tetrahydroisoquinoline-5spiro-isoquinoline
c1ccc2c(c1)cncc2N3CCC4(C3=O)CN(Cc5c4cc(cc5)Cl)Cc6nncs6,MAT-POS-96396902-1,tetrahydroisoquinoline-5spiro-isoquinoline
CNC(=O)CN1C[C@]2(CCN(C2=O)c3cncc4c3cccc4)c5cc(ccc5C1=O)Cl,LUO-POS-9931618f-1,tetrahydroisoquinoline-5spiro-isoquinoline
CNC(=O)CN1C[C@@]2(CCN(C2=O)c3cncc4c3cccc4)c5cc(ccc5C1=O)Cl,LUO-POS-9931618f-2,tetrahydroisoquinoline-5spiro-isoquinoline
CNC(=O)CN1Cc2ccc(cc2[C@@]3(C1)CCN(C3=O)c4cncc5c4cc(cc5)F)Cl,LUO-POS-b4dec3be-1,tetrahydroisoquinoline-5spiro-isoquinoline
CNC(=O)CN1Cc2ccc(cc2[C@]3(C1)CCN(C3=O)c4cncc5c4cc(cc5)F)Cl,LUO-POS-b4dec3be-2,tetrahydroisoquinoline-5spiro-isoquinoline
CNC(=O)CN1Cc2ccc(cc2[C@@]3(C1)CC(=O)N(C3=O)c4cncc5c4cccc5)Cl,JOH-MSK-1f2dff76-1,tetrahydroisoquinoline-5spiro-isoquinoline
CNC(=O)CN1Cc2ccc(cc2[C@]3(C1)CC(=O)N(C3=O)c4cncc5c4cccc5)Cl,JOH-MSK-1f2dff76-2,tetrahydroisoquinoline-5spiro-isoquinoline
CNC(=O)CN1C[C@]2(CCN(C2=O)c3cncc4c3cccc4)c5cc(ccc5C1=O)Cl,MIK-ENA-37e0b697-1,tetrahydroisoquinoline-5spiro-isoquinoline
CNC(=O)CN1C[C@@]2(CCN(C2=O)c3cncc4c3cccc4)c5cc(ccc5C1=O)Cl,MIK-ENA-794411b8-1,tetrahydroisoquinoline-5spiro-isoquinoline
c1ccc2c(c1)cncc2N3C(=O)[C@@]4(CCOc5c4cc(cc5)Cl)N(C3=O)Cc6cc[nH]n6,VLA-UNK-f702bf1c-2,chromane-5spiro-isoquinoline
c1ccc2c(c1)cncc2N3C(=O)[C@@]4(CCOc5c4cc(cc5)Cl)N(C3=O)Cc6nc[nH]n6,VLA-UNK-f702bf1c-3,chromane-5spiro-isoquinoline
CNC(=O)CN1CC2(CC(=O)N(C2=O)c3cncc4c3cccc4)c5cc(ccc5C1=O)Cl,MAT-POS-1bed62cf-2,tetrahydroisoquinoline-5spiro-isoquinoline
CNC(=O)CN1CC2(CCN(C2=O)c3cncc4c3cc(cc4)Cl)c5cc(ccc5C1=O)Cl,EDG-MED-b1ef7fe3-1,tetrahydroisoquinoline-5spiro-isoquinoline
CNC(=O)CN1CC2(CCN(C2=O)c3cncc4c3cc(cc4)F)c5cc(ccc5C1=O)Cl,EDG-MED-b1ef7fe3-2,tetrahydroisoquinoline-5spiro-isoquinoline
CNC(=O)CN1CC2(CCN(C2=O)c3cncc4c3ccc(c4)F)c5cc(ccc5C1=O)Cl,EDG-MED-b1ef7fe3-3,tetrahydroisoquinoline-5spiro-isoquinoline
CNC(=O)CN1CC2(CCN(C2=O)c3cncc4c3ccc(c4)Cl)c5cc(ccc5C1=O)Cl,EDG-MED-b1ef7fe3-4,tetrahydroisoquinoline-5spiro-isoquinoline
CNC(=O)CN1CC2(CCN(C2=O)c3cncc4c3cccc4)c5cc(ccc5S1(=O)=O)Cl,ALP-POS-4483ae88-2,tetralinlike-5spiro-isoquinoline
CS(=O)(=O)Nc1ccc2c(c1)cncc2N3CCC4(C3=O)CCS(=O)(=O)c5c4cc(cc5)Cl,EDJ-MED-94fddcec-7,tetralinlike-5spiro-isoquinoline
CNC(=O)CN1C[C@@]2(CC(=O)N(C2=O)c3cncc4c3cccc4)c5cc(ccc5C1=O)Cl,LUO-POS-868e8996-7,tetrahydroisoquinoline-5spiro-isoquinoline
CNC(=O)CN1C[C@]2(CC(=O)N(C2=O)c3cncc4c3cccc4)c5cc(ccc5C1=O)Cl,LUO-POS-868e8996-8,tetrahydroisoquinoline-5spiro-isoquinoline
CNC(=O)CN1CC2(CCN(C2=O)c3cncc4c3c(ccc4)Cl)c5cc(ccc5C1=O)Cl,MAT-POS-853c0ffa-1,tetrahydroisoquinoline-5spiro-isoquinoline
CNC(=O)C1(CC1)N2Cc3ccc(cc3C4(C2)CCN(C4=O)c5cncc6c5cccc6)Cl,ALP-POS-ecbed2ba-7,tetrahydroisoquinoline-5spiro-isoquinoline
c1ccc2c(c1)cncc2N3CCC4(C3=O)CN(Cc5c4cc(cc5)Cl)CC(=O)NCC#N,ALP-POS-ecbed2ba-14,tetrahydroisoquinoline-5spiro-isoquinoline
CCN(C)S(=O)(=O)N1Cc2ccc(cc2C3(C1)CCN(C3=O)c4cncc5c4cccc5)Cl,ALP-POS-ecbed2ba-18,tetrahydroisoquinoline-5spiro-isoquinoline
c1ccc2c(c1)cncc2N3CCC4(C3=O)CN(Cc5c4cc(cc5)Cl)S(=O)(=O)N6CCC6,ALP-POS-ecbed2ba-20,tetrahydroisoquinoline-5spiro-isoquinoline
CNC(=O)C1(CC1)N2Cc3ccc(cc3C4(C2)CCN(C4=O)c5cncc6c5cccc6)Cl,MAT-POS-69786b79-1,tetrahydroisoquinoline-5spiro-isoquinoline
c1ccc2c(c1)cncc2N3CCC4(C3=O)CN(Cc5c4cc(cc5)Cl)CC(=O)NC6CC6,MAT-POS-69786b79-2,tetrahydroisoquinoline-5spiro-isoquinoline
c1ccc2c(c1)cncc2N3CC[C@@]4(C3=O)CN(C(=O)c5c4cc(cc5)Cl)Cc6nnco6,PET-UNK-aa57768f-1,tetrahydroisoquinoline-5spiro-isoquinoline
c1ccc2c(c1)cncc2N3CCC4(C3=O)CN(C(=O)c5c4cc(cc5)Cl)Cc6nnco6,PET-UNK-aa57768f-7,tetrahydroisoquinoline-5spiro-isoquinoline
CNC(=O)C1(CC1)N2Cc3ccc(cc3C4(C2)CCN(C4=O)c5cncc6c5cccc6)Cl,MAT-POS-576f7758-1,tetrahydroisoquinoline-5spiro-isoquinoline
CNC(=O)CN1CC2(CCN(C2=O)c3cncc4c3cccc4)c5cc(c(cc5C1=O)Cl)Cl,ALP-POS-afe0272e-2,tetrahydroisoquinoline-5spiro-isoquinoline
CNC(=O)CN1CC2(CCN(C2=O)c3cncc4c3c(ccc4)Cl)c5cc(ccc5C1=O)Cl,MAT-POS-1d5ab790-3,tetrahydroisoquinoline-5spiro-isoquinoline
CNC(=O)CN1CC2(c3cc(ccc3C1=O)Cl)C(=CN(C2=O)c4cncc5c4cccc5)F,EDJ-MED-fd8ed875-5,tetrahydroisoquinoline-5spiro-isoquinoline
CNC(=O)CN1CC2(c3cc(ccc3C1=O)Cl)C(=O)CN(C2=O)c4cncc5c4cccc5,EDJ-MED-a12e3a20-2,tetrahydroisoquinoline-5spiro-isoquinoline
CCC1CN(C(=O)C12CN(Cc3c2cc(cc3)Cl)CC(=O)NC)c4cncc5c4cccc5,MAT-POS-50a80394-5,tetrahydroisoquinoline-5spiro-isoquinoline
CC1(CN(C(=O)C12CN(Cc3c2cc(cc3)Cl)CC(=O)NC)c4cncc5c4cccc5)C,MAT-POS-50a80394-7,tetrahydroisoquinoline-5spiro-isoquinoline
CNC(=O)CN1Cc2ccc(cc2C3(C1)CCN(C3=O)c4cncc5c4cc(cc5)OC)Cl,EDJ-MED-b6c6ee2b-2,tetrahydroisoquinoline-5spiro-isoquinoline
CNC(=O)CN1CC2(CCN(C2=O)c3cncc4c3cc(cc4)F)c5cc(ccc5C1=O)Cl,EDJ-MED-b6c6ee2b-6,tetrahydroisoquinoline-5spiro-isoquinoline
CS(=O)(=O)Nc1ccc2c(c1)cncc2N3CCC4(C3=O)CCS(=O)(=O)c5c4cc(cc5)Cl,EDJ-MED-ede5c6cb-1,tetralinlike-5spiro-isoquinoline
CNC(=O)CN1C[C@]2(CCN(C2=O)c3cncc4c3cc(cc4)Cl)c5cc(ccc5C1=O)Cl,LUO-POS-8c3e556a-1,tetrahydroisoquinoline-5spiro-isoquinoline
CNC(=O)CN1C[C@@]2(CCN(C2=O)c3cncc4c3cc(cc4)Cl)c5cc(ccc5C1=O)Cl,LUO-POS-8c3e556a-2,tetrahydroisoquinoline-5spiro-isoquinoline
CNC(=O)CN1Cc2ccc(cc2[C@]3(C1)C(=O)C(=C)N(C3=O)c4cncc5c4cccc5)Cl,PET-UNK-94036022-7,tetrahydroisoquinoline-5spiro-isoquinoline
CNC(=O)CN1Cc2ccc(cc2C3(C1)C(=O)C(=C)N(C3=O)c4cncc5c4cccc5)Cl,PET-UNK-94036022-14,tetrahydroisoquinoline-5spiro-isoquinoline
CNC(=O)CN1C[C@@]2(CCN(C2=O)c3cncc4c3cccc4)c5cc(cc(c5C1=O)F)Cl,VLA-UNK-61877630-4,tetrahydroisoquinoline-5spiro-isoquinoline
CNC(=O)CN1C[C@@]2(CCN(C2=O)c3cncc4c3cccc4)c5cc(c(cc5C1=O)F)Cl,VLA-UNK-61877630-5,tetrahydroisoquinoline-5spiro-isoquinoline
c1ccc2c(c1)cncc2N3C(=O)C[C@@]4(C3=O)CN(Cc5c4cc(cc5)Cl)Cc6nncs6,PET-UNK-77d5678a-1,tetrahydroisoquinoline-5spiro-isoquinoline
COC(=O)CN1C[C@]2(CC(=O)N(C2=O)c3cncc4c3cccc4)c5cc(ccc5C1=O)Cl,PET-UNK-77d5678a-3,tetrahydroisoquinoline-5spiro-isoquinoline
c1ccc2c(c1)cncc2N3C(=O)CC4(C3=O)CN(Cc5c4cc(cc5)Cl)Cc6nncs6,PET-UNK-77d5678a-4,tetrahydroisoquinoline-5spiro-isoquinoline
COC(=O)CN1CC2(CC(=O)N(C2=O)c3cncc4c3cccc4)c5cc(ccc5C1=O)Cl,PET-UNK-77d5678a-6,tetrahydroisoquinoline-5spiro-isoquinoline
COC(=O)CN1C[C@]2(CC(=O)N(C2=O)c3cncc4c3cccc4)c5cc(ccc5C1=O)Cl,12_-111-3e02a1cd-2,tetrahydroisoquinoline-5spiro-isoquinoline
c1ccc2c(c1)cncc2N3CC[C@@]4(C3=O)CN(C(=O)c5c4cc(cc5)Cl)Cc6nncs6,PET-UNK-6af7266d-1,tetrahydroisoquinoline-5spiro-isoquinoline
c1ccc2c(c1)cncc2N3CCC4(C3=O)CN(C(=O)c5c4cc(cc5)Cl)Cc6nncs6,PET-UNK-6af7266d-3,tetrahydroisoquinoline-5spiro-isoquinoline
c1ccc2c(c1)cncc2N3C(=O)[C@@]4(CCOc5c4cc(cc5)Cl)N(C3=O)CC6CCCCC6,VLA-UCB-34f3ed0c-14,chromane-5spiro-isoquinoline
c1ccc2c(c1)cncc2N3C(=O)[C@@]4(CCOc5c4cc(cc5)Cl)N(C3=O)CN6CCNCC6,VLA-UCB-34f3ed0c-15,chromane-5spiro-isoquinoline
c1ccc2c(c1)cncc2N3C(=O)[C@@]4(CCOc5c4cc(cc5)Cl)N(C3=O)CCc6cc[nH]n6,VLA-UNK-f702bf1c-1,chromane-5spiro-isoquinoline
c1ccc2c(c1)cncc2N3C(=O)[C@@]4(CCOc5c4cc(cc5)Cl)N(C3=O)CC6CC(=O)NC6,VLA-UNK-f702bf1c-4,chromane-5spiro-isoquinoline
c1ccc2c(c1)cncc2N3C(=O)[C@@]4(CCOc5c4cc(cc5)Cl)N(C3=O)CC6CCCCC6,VLA-UNK-f702bf1c-6,chromane-5spiro-isoquinoline
c1ccc2c(c1)cncc2N3C(=O)[C@@]4(CCOc5c4cc(cc5)Cl)N(C3=O)CCc6nc[nH]n6,VLA-UNK-f702bf1c-8,chromane-5spiro-isoquinoline
c1ccc2c(c1)cncc2N3CCC4(C3)CN(Cc5c4cc(cc5)Cl)S(=O)(=O)CC6(CC6)C#N,EDJ-MED-8bb691af-2,tetrahydroisoquinoline-5spiro-isoquinoline
CN(c1ccc2c(c1)cncc2N3CCC4(C3=O)CCS(=O)(=O)c5c4cc(cc5)Cl)S(=O)(=O)C,EDJ-MED-94fddcec-6,tetralinlike-5spiro-isoquinoline
CC1(CC1)CS(=O)(=O)N2Cc3ccc(cc3C4(C2)CCN(C4=O)c5cncc6c5cccc6)Cl,ALP-POS-ecbed2ba-3,tetrahydroisoquinoline-5spiro-isoquinoline
c1ccc2c(c1)cncc2N3CCC4(C3=O)CN(Cc5c4cc(cc5)Cl)CC(=O)NCC6CC6,ALP-POS-ecbed2ba-12,tetrahydroisoquinoline-5spiro-isoquinoline
CN(CC#N)S(=O)(=O)N1Cc2ccc(cc2C3(C1)CCN(C3=O)c4cncc5c4cccc5)Cl,ALP-POS-ecbed2ba-17,tetrahydroisoquinoline-5spiro-isoquinoline
CN(CCO)S(=O)(=O)N1Cc2ccc(cc2C3(C1)CCN(C3=O)c4cncc5c4cccc5)Cl,ALP-POS-ecbed2ba-19,tetrahydroisoquinoline-5spiro-isoquinoline
