SMILES,TITLE,CID,SMILES,RUN,DDG (kcal/mol),dDDG (kcal/mol)
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCC(=O)Nc3c(cc(cn3)N)OC,EN300-377745,EN300-377745,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCC(=O)Nc3c(cc(cn3)N)OC,RUN3338,-1.29,0.16
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3c(nc(s3)NC(=O)OC(C)(C)C)C,EN300-1886131,EN300-1886131,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3c(nc(s3)NC(=O)OC(C)(C)C)C,RUN4609,-1.28,0.37
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3ccn(n3)c4cc(ccc4F)F,EN300-1084907,EN300-1084907,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3ccn(n3)c4cc(ccc4F)F,RUN180,-1.27,0.13
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3ccc(cc3)NC4N[C@H]([C@@H](S4)CBr)C,EN300-1274653,EN300-1274653,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3ccc(cc3)NC4=[NH+][C@H]([C@@H](S4)CBr)C,RUN3262,-1.27,0.13
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3ccc(cc3F)OC(F)F,EN300-1929484,EN300-1929484,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3ccc(cc3F)OC(F)F,RUN1708,-1.27,0.13
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3ccc(c(c3)OC)OC(F)F,EN300-155655,EN300-155655,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3ccc(c(c3)OC)OC(F)F,RUN2011,-1.25,0.16
CCOC(=O)C(Cn1cc(nn1)COc2cc(cc(c2)Cl)CC(=O)Nc3cnccc3C)(F)F,EN300-843777,EN300-843777,CCOC(=O)C(Cn1cc(nn1)COc2cc(cc(c2)Cl)CC(=O)Nc3cnccc3C)(F)F,RUN997,-1.19,0.16
CCCCCOc1ccc(cc1CBr)Oc2cc(cc(c2)Cl)CC(=O)Nc3cnccc3C,EN300-70105,EN300-70105,CCCCCOc1ccc(cc1CBr)Oc2cc(cc(c2)Cl)CC(=O)Nc3cnccc3C,RUN2809,-1.18,0.16
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cn(nn3)[C@@H]4CCOC5(C4)CC[NH2+]CC5,EN300-843582,EN300-843582,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cn(nn3)[C@@H]4CCOC5(C4)CC[NH2+]CC5,RUN907,-1.16,0.17
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3ccc(c(c3)O)CBr,EN300-1915724,EN300-1915724,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3ccc(c(c3)O)CBr,RUN566,-1.14,0.10
Cc1ccc(cc1CCBr)Oc2cc(cc(c2)Cl)CC(=O)Nc3cnccc3C,EN300-1909681,EN300-1909681,Cc1ccc(cc1CCBr)Oc2cc(cc(c2)Cl)CC(=O)Nc3cnccc3C,RUN2206,-1.14,0.12
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cn(nn3)CCC[NH3+],EN300-844309,EN300-844309,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cn(nn3)CCC[NH3+],RUN645,-1.13,0.13
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3ccc(cc3)NC4N[C@@H]([C@H](S4)CBr)C,EN300-1274638,EN300-1274638,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3ccc(cc3)NC4=[NH+][C@@H]([C@H](S4)CBr)C,RUN3788,-1.13,0.14
CCOC(=O)c1c2ccccc2oc1COc3cc(cc(c3)Cl)CC(=O)Nc4cnccc4C,EN300-60436,EN300-60436,CCOC(=O)c1c2ccccc2oc1COc3cc(cc(c3)Cl)CC(=O)Nc4cnccc4C,RUN4577,-1.12,0.30
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3cccc(c3OC)CBr,EN300-1910987,EN300-1910987,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3cccc(c3OC)CBr,RUN1168,-1.12,0.13
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCC(=C)c3ccc(o3)[C@H]4C[C@@H]4C,EN300-1938856,EN300-1938856,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCC(=C)c3ccc(o3)[C@H]4C[C@@H]4C,RUN4615,-1.12,0.37
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3cn(nc3CBr)C,EN300-701252,EN300-701252,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3cn(nc3CBr)C,RUN1206,-1.11,0.11
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cc(no3)c4ccc(cc4)Cl,EN300-24531,EN300-24531,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cc(no3)c4ccc(cc4)Cl,RUN3389,-1.09,0.14
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3c4ccccc4ccc3OC,EN300-1897350,EN300-1897350,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3c4ccccc4ccc3OC,RUN3624,-1.05,0.16
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3ccc(cc3)OCc4ccccc4F,EN300-378667,EN300-378667,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3ccc(cc3)OCc4ccccc4F,RUN2751,-1.05,0.15
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cc(no3)c4ccc(cc4)OC,EN300-24227,EN300-24227,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cc(no3)c4ccc(cc4)OC,RUN3755,-1.04,0.15
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCC(=O)c3ccc(c(c3)N(=O)=O)C#N,EN300-2009659,EN300-2009659,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCC(=O)c3ccc(c(c3)N(=O)=O)C#N,RUN4481,-1.03,0.20
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3c4ccccc4n(n3)C(=O)OC(C)(C)C,EN300-301686,EN300-301686,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3c4ccccc4n(n3)C(=O)OC(C)(C)C,RUN4523,-1.02,0.27
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3cccc(c3)NC4N[C@H]([C@@H](S4)CBr)C,EN300-1274639,EN300-1274639,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3cccc(c3)NC4=[NH+][C@H]([C@@H](S4)CBr)C,RUN1452,-1.02,0.16
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3ccc(c(c3)OC)CBr,EN300-1914939,EN300-1914939,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3ccc(c(c3)OC)CBr,RUN2542,-1.00,0.12
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cc(cc4c3cccc4)Cl,EN300-372060,EN300-372060,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cc(cc4c3cccc4)Cl,RUN2293,-0.99,0.12
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OC[C@@H](c3cccc(c3F)N(=O)=O)O,EN300-1926474,EN300-1926474,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OC[C@@H](c3cccc(c3F)N(=O)=O)O,RUN1782,-0.98,0.17
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3ccc(c(c3)CBr)C(=O)OC,EN300-117814,EN300-117814,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3ccc(c(c3)CBr)C(=O)OC,RUN1589,-0.96,0.12
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3c(c4ccccc4nn3)Cl,EN300-1918362,EN300-1918362,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3c(c4ccccc4nn3)Cl,RUN3740,-0.95,0.14
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCN(=O)=O,EN300-87636,EN300-87636,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCN(=O)=O,RUN786,-0.95,0.08
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cnn(c3C)c4ccc(cc4)O,EN300-1296572,EN300-1296572,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cnn(c3C)c4ccc(cc4)O,RUN1383,-0.94,0.15
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3ccc(c(c3)O)OC,EN300-1910562,EN300-1910562,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3ccc(c(c3)O)OC,RUN2172,-0.93,0.14
Cc1ccc(c(c1)CBr)Oc2cc(cc(c2)Cl)CC(=O)Nc3cnccc3C,EN300-1912582,EN300-1912582,Cc1ccc(c(c1)CBr)Oc2cc(cc(c2)Cl)CC(=O)Nc3cnccc3C,RUN1011,-0.92,0.14
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cn(nc3C)C4CCC(CC4)(C)C,EN300-1461330,EN300-1461330,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cn(nc3C)C4CCC(CC4)(C)C,RUN735,-0.92,0.16
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OC[C@H](c3ccc(c(c3)O)OC)O,EN300-1912943,EN300-1912943,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OC[C@H](c3ccc(c(c3)O)OC)O,RUN3195,-0.91,0.20
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3cc(cc(c3)F)OCCBr,EN300-160173,EN300-160173,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3cc(cc(c3)F)OCCBr,RUN2023,-0.91,0.16
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cc(no3)c4ccc(cc4Cl)Cl,EN300-24230,EN300-24230,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cc(no3)c4ccc(cc4Cl)Cl,RUN3009,-0.90,0.16
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3ccnn3c4cccc(c4)C#N,EN300-1591418,EN300-1591418,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3ccnn3c4cccc(c4)C#N,RUN1247,-0.90,0.16
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCS(=O)(=O)Cl,EN300-4257713,EN300-4257713,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCS(=O)(=O)Cl,RUN548,-0.89,0.08
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cn[nH]c3c4ccc(cc4)F,EN300-1918008,EN300-1918008,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cn[nH]c3c4ccc(cc4)F,RUN1345,-0.87,0.14
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OC[C@H](c3cc(cs3)Cl)O,EN300-1917400,EN300-1917400,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OC[C@H](c3cc(cs3)Cl)O,RUN2584,-0.87,0.18
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3ccc(c(c3)C)CBr,EN300-156205,EN300-156205,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3ccc(c(c3)C)CBr,RUN1704,-0.87,0.10
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCCc3csc(n3)C4CC4,EN300-1894071,EN300-1894071,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCCc3csc(n3)C4CC4,RUN2324,-0.86,0.16
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3ccc(c(c3)CBr)C(F)(F)F,EN300-7437130,EN300-7437130,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3ccc(c(c3)CBr)C(F)(F)F,RUN3604,-0.86,0.12
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3cccc(c3CBr)N(=O)=O,EN300-1724721,EN300-1724721,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3cccc(c3CBr)N(=O)=O,RUN2085,-0.85,0.13
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3ccc(cc3CBr)F,EN300-29546,EN300-29546,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3ccc(cc3CBr)F,RUN1118,-0.85,0.13
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3ccc(cc3)C[NH+]4CCOCC4,EN300-7494548,EN300-7494548,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3ccc(cc3)C[NH+]4CCOCC4,RUN3552,-0.84,0.15
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3cn(nc3CBr)C,EN300-643001,EN300-643001,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3cn(nc3CBr)C,RUN1207,-0.84,0.13
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3ccc(cc3)C(=O)OC(C)(C)C,EN300-7377816,EN300-7377816,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3ccc(cc3)C(=O)OC(C)(C)C,RUN4473,-0.84,0.17
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3c(nnn3C4CC4)Br,EN300-1277860,EN300-1277860,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3c(nnn3C4CC4)Br,RUN1144,-0.83,0.13
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCC(=O)N3CC[N@]4[C@H](C3)CNS4(=O)=O,EN300-740743,EN300-740743,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCC(=O)N3CC[N@@]4[C@H](C3)CNS4(=O)=O,RUN3691,-0.83,0.17
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3ccc(c(c3)N(=O)=O)CBr,EN300-154526,EN300-154526,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3ccc(c(c3)N(=O)=O)CBr,RUN2558,-0.82,0.13
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCS(=O)(=O)Cl,EN300-43523,EN300-43523,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCS(=O)(=O)Cl,RUN547,-0.81,0.09
CCc1c(cnn1c2ccc(cc2)O)COc3cc(cc(c3)Cl)CC(=O)Nc4cnccc4C,EN300-1296574,EN300-1296574,CCc1c(cnn1c2ccc(cc2)O)COc3cc(cc(c3)Cl)CC(=O)Nc4cnccc4C,RUN1221,-0.80,0.14
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3cc(cc(c3)C#N)CBr,EN300-6776042,EN300-6776042,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3cc(cc(c3)C#N)CBr,RUN3182,-0.79,0.12
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cnc(s3)OC,EN300-1918616,EN300-1918616,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cnc(s3)OC,RUN838,-0.79,0.13
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCCC3=C[N@](NN3)[C@@H]4CCOC5(C4)CC[NH2+]CC5,EN300-843597,EN300-843597,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCCc3cn(nn3)[C@@H]4CCOC5(C4)CC[NH2+]CC5,RUN4546,-0.78,0.37
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3ccc(c(c3)CBr)OC,EN300-13933,EN300-13933,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3ccc(c(c3)CBr)OC,RUN2655,-0.78,0.13
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OC[C@@H](c3ccc(cc3)S(=O)(=O)N4CCOCC4)O,EN300-87708,EN300-87708,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OC[C@@H](c3ccc(cc3)S(=O)(=O)N4CCOCC4)O,RUN4605,-0.75,0.58
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cn(nc3C)C4CCCCC4,EN300-1461309,EN300-1461309,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cn(nc3C)C4CCCCC4,RUN678,-0.74,0.13
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cc(ccc3OCC4CC4)Cl,EN300-195084,EN300-195084,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cc(ccc3OCC4CC4)Cl,RUN1831,-0.74,0.16
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3cc(c(c(c3)F)O)CBr,EN300-1897461,EN300-1897461,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3cc(c(c(c3)F)O)CBr,RUN2052,-0.72,0.12
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3cccc(c3)NC4N[C@H]([C@@H](S4)CBr)C,EN300-1274654,EN300-1274654,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3cccc(c3)NC4=[NH+][C@H]([C@@H](S4)CBr)C,RUN1453,-0.72,0.17
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3ccc(c(c3)Cl)CCCBr,EN300-674719,EN300-674719,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3ccc(c(c3)Cl)CCCBr,RUN1823,-0.71,0.13
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3ccc(cc3)[C@H](CI)OCc4ccccc4,EN300-1132718,EN300-1132718,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3ccc(cc3)[C@H](CI)OCc4ccccc4,RUN3652,-0.71,0.19
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OC[C@@H](c3c[nH]nc3N(=O)=O)O,EN300-1916362,EN300-1916362,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OC[C@@H](c3c[nH]nc3N(=O)=O)O,RUN4562,-0.71,0.54
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCC=C3CCC3,EN300-127722,EN300-127722,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCC=C3CCC3,RUN4513,-0.70,0.14
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3c(c[nH]n3)N(=O)=O,EN300-1927181,EN300-1927181,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3c(c[nH]n3)N(=O)=O,RUN933,-0.70,0.11
CCCOc1cc(ccc1CBr)Oc2cc(cc(c2)Cl)CC(=O)Nc3cnccc3C,EN300-6245905,EN300-6245905,CCCOc1cc(ccc1CBr)Oc2cc(cc(c2)Cl)CC(=O)Nc3cnccc3C,RUN2010,-0.70,0.14
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cc(cc(c3)I)CBr,EN300-366127,EN300-366127,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cc(cc(c3)I)CBr,RUN1570,-0.69,0.13
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3ccc(cc3)[C@@H](CI)OC4CCCC4,EN300-1132707,EN300-1132707,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3ccc(cc3)[C@@H](CI)OC4CCCC4,RUN1347,-0.68,0.17
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3ncc(o3)c4ccccc4,EN300-3051713,EN300-3051713,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3ncc(o3)c4ccccc4,RUN348,-0.68,0.14
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3ccc(c(c3)C(CBr)O)OC,EN300-64239,EN300-64239,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3ccc(c(c3)C(=O)CBr)OC,RUN2827,-0.68,0.16
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OC[C@H](c3cccc(c3)N(=O)=O)O,EN300-1910335,EN300-1910335,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OC[C@H](c3cccc(c3)N(=O)=O)O,RUN3297,-0.67,0.17
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3ccc(cc3)NC4N[C@H]([C@@H](S4)CBr)C,EN300-1274638,EN300-1274638,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3ccc(cc3)NC4=[NH+][C@H]([C@@H](S4)CBr)C,RUN3261,-0.66,0.15
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3ccc(cc3CBr)N(=O)=O,EN300-378599,EN300-378599,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3ccc(cc3CBr)N(=O)=O,RUN2138,-0.65,0.14
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3ccc(cc3CBr)Cl,EN300-219510,EN300-219510,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3ccc(cc3CBr)Cl,RUN1021,-0.62,0.13
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCC(=O)c3ccc(c(c3)C(=O)N)O,EN300-16612,EN300-16612,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCC(=O)c3ccc(c(c3)C(=O)N)O,RUN4581,-0.62,0.44
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3c(n(nn3)[C@H]4CC[C@@H](C4)[NH3+])C,EN300-695739,EN300-695739,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3c(n(nn3)[C@@H]4CC[C@@H](C4)[NH3+])C,RUN1003,-0.61,0.17
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cc([nH]n3)N(=O)=O,EN300-1923485,EN300-1923485,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cc([nH]n3)N(=O)=O,RUN2661,-0.61,0.13
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCC(=O)NCCC#C,EN300-135871,EN300-135871,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCC(=O)NCCC#C,RUN2631,-0.60,0.14
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3c(nn(c3C)Cc4ccccc4)C,EN300-1864036,EN300-1864036,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3c(nn(c3C)Cc4ccccc4)C,RUN301,-0.59,0.13
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cc(no3)c4ccccc4,EN300-76253,EN300-76253,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cc(no3)c4ccccc4,RUN3107,-0.59,0.14
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCC([CH2-])c3csc(n3)C4CC4,EN300-1936709,EN300-1936709,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCC(=C)c3csc(n3)C4CC4,RUN4484,-0.57,0.23
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cccc(c3)c4nc(on4)C5CCC5,EN300-844238,EN300-844238,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cccc(c3)c4nc(on4)C5CCC5,RUN2993,-0.57,0.18
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cc(c4c(c3)OCO4)C5CC5,EN300-300079,EN300-300079,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cc(c4c(c3)OCO4)C5CC5,RUN3418,-0.57,0.16
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3ccc(c(c3)CBr)Cl,EN300-75651,EN300-75651,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3ccc(c(c3)CBr)Cl,RUN2571,-0.56,0.11
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3c(n(nn3)C[C@@H]4CCCC[NH2+]C4)C,EN300-738987,EN300-738987,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3c(n(nn3)C[C@@H]4CCCC[NH2+]C4)C,RUN392,-0.55,0.14
