SMILES,ID,product_1,product_2,product_3,product_4
C#CCOC(C)C(=O)O,EN300-233422,C#CCOC(C)C(=O)N[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,C#CCOC(C)C(=O)NC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,C#CCOC(C)C(=O)NCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,C#CCOC(C)C(=O)NCCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
C#Cc1cnn(C)c1C(=O)O,EN300-232826,C#Cc1cnn(C)c1C(=O)N[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,C#Cc1cnn(C)c1C(=O)NC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,C#Cc1cnn(C)c1C(=O)NCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,C#Cc1cnn(C)c1C(=O)NCCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
C#Cc1cn(C)nc1C(=O)O,EN300-232797,C#Cc1cn(C)nc1C(=O)N[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,C#Cc1cn(C)nc1C(=O)NC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,C#Cc1cn(C)nc1C(=O)NCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,C#Cc1cn(C)nc1C(=O)NCCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
O=C(O)C#CC1CCOC1,EN300-202225,O=C(C#CC1CCOC1)N[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,O=C(C#CC1CCOC1)NC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,O=C(C#CC1CCOC1)NCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,O=C(C#CC1CCOC1)NCCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
CC#CC(=O)O,EN300-91328,CC#CC(=O)N[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,CC#CC(=O)NC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,CC#CC(=O)NCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,CC#CC(=O)NCCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
C#CCNC(=O)CC(=O)O,EN300-128417,C#CCNC(=O)CC(=O)N[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,C#CCNC(=O)CC(=O)NC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,C#CCNC(=O)CC(=O)NCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,C#CCNC(=O)CC(=O)NCCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
C#CCOCCC(=O)O,EN300-118233,C#CCOCCC(=O)N[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,C#CCOCCC(=O)NC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,C#CCOCCC(=O)NCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,C#CCOCCC(=O)NCCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
C#CCN1CCC(C(=O)O)CC1,EN300-51850,C#CCN1CCC(C(=O)N[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)CC1,C#CCN1CCC(C(=O)NC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)CC1,C#CCN1CCC(C(=O)NCC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)CC1,C#CCN1CCC(C(=O)NCCC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)CC1
C#CCCN(C)CC(=O)O,EN300-71532,C#CCCN(C)CC(=O)N[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,C#CCCN(C)CC(=O)NC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,C#CCCN(C)CC(=O)NCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,C#CCCN(C)CC(=O)NCCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
C#CCSCC(=O)O,EN300-86878,C#CCSCC(=O)N[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,C#CCSCC(=O)NC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,C#CCSCC(=O)NCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,C#CCSCC(=O)NCCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
O=C(O)c1coc(CO)n1,EN300-7549555,O=C(N[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)c1coc(CO)n1,O=C(NC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)c1coc(CO)n1,O=C(NCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)c1coc(CO)n1,O=C(NCCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)c1coc(CO)n1
O=C(O)Cn1cc(C2(O)COC2)nn1,EN300-7445540,O=C(Cn1cc(C2(O)COC2)nn1)N[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,O=C(Cn1cc(C2(O)COC2)nn1)NC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,O=C(Cn1cc(C2(O)COC2)nn1)NCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,O=C(Cn1cc(C2(O)COC2)nn1)NCCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
O=C(O)c1cc(O)ncn1,EN300-817811,O=C(N[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)c1cc(O)ncn1,O=C(NC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)c1cc(O)ncn1,O=C(NCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)c1cc(O)ncn1,O=C(NCCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)c1cc(O)ncn1
O=C(O)c1coc(CN2CC[C@H](O)C2)n1,EN300-705874,O=C(N[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)c1coc(CN2CC[C@H](O)C2)n1,O=C(NC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)c1coc(CN2CC[C@H](O)C2)n1,O=C(NCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)c1coc(CN2CC[C@H](O)C2)n1,O=C(NCCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)c1coc(CN2CC[C@H](O)C2)n1
O=C(O)c1cnc2ccnn2c1O,EN300-220228,O=C(N[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)c1cnc2ccnn2c1O,O=C(NC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)c1cnc2ccnn2c1O,O=C(NCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)c1cnc2ccnn2c1O,O=C(NCCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)c1cnc2ccnn2c1O
CCOC(=O)N(C)CC(=O)O,EN300-39101,CCOC(=O)N(C)CC(=O)N[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,CCOC(=O)N(C)CC(=O)NC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,CCOC(=O)N(C)CC(=O)NCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,CCOC(=O)N(C)CC(=O)NCCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
C=CCOC(=O)NCC(=O)O,EN300-866702,C=CCOC(=O)NCC(=O)N[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,C=CCOC(=O)NCC(=O)NC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,C=CCOC(=O)NCC(=O)NCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,C=CCOC(=O)NCC(=O)NCCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
COC(=O)NCC(=O)O,EN300-50009,COC(=O)NCC(=O)N[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,COC(=O)NCC(=O)NC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,COC(=O)NCC(=O)NCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,COC(=O)NCC(=O)NCCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
CC(C)(C)OC(=O)N[C@H](CO)C(=O)O,EN300-96262,CC(C)(C)OC(=O)N[C@H](CO)C(=O)N[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,CC(C)(C)OC(=O)N[C@H](CO)C(=O)NC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,CC(C)(C)OC(=O)N[C@H](CO)C(=O)NCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,CC(C)(C)OC(=O)N[C@H](CO)C(=O)NCCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
CC(C)(C)OC(=O)NC(CO)C(=O)O,EN300-72109,CC(C)(C)OC(=O)NC(CO)C(=O)N[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,CC(C)(C)OC(=O)NC(CO)C(=O)NC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,CC(C)(C)OC(=O)NC(CO)C(=O)NCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,CC(C)(C)OC(=O)NC(CO)C(=O)NCCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
CCOC(=O)NCC(=O)O,EN300-36390,CCOC(=O)NCC(=O)N[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,CCOC(=O)NCC(=O)NC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,CCOC(=O)NCC(=O)NCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,CCOC(=O)NCC(=O)NCCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
COC(=O)N[C@@H](C)C(=O)O,EN300-120068,COC(=O)N[C@@H](C)C(=O)N[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,COC(=O)N[C@@H](C)C(=O)NC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,COC(=O)N[C@@H](C)C(=O)NCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,COC(=O)N[C@@H](C)C(=O)NCCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
COC(=O)N(C)CC(=O)O,EN300-39005,COC(=O)N(C)CC(=O)N[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,COC(=O)N(C)CC(=O)NC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,COC(=O)N(C)CC(=O)NCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,COC(=O)N(C)CC(=O)NCCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
O=C(O)CNC(=O)OCC(F)(F)F,EN300-50488,O=C(CNC(=O)OCC(F)(F)F)N[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,O=C(CNC(=O)OCC(F)(F)F)NC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,O=C(CNC(=O)OCC(F)(F)F)NCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,O=C(CNC(=O)OCC(F)(F)F)NCCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
COC(=O)N1CCCC1C(=O)O,EN300-66845,COC(=O)N1CCCC1C(=O)N[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,COC(=O)N1CCCC1C(=O)NC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,COC(=O)N1CCCC1C(=O)NCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,COC(=O)N1CCCC1C(=O)NCCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
Cn1nc(Br)c(C(=O)O)n1,EN300-1439991,Cn1nc(Br)c(C(=O)N[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)n1,Cn1nc(Br)c(C(=O)NC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)n1,Cn1nc(Br)c(C(=O)NCC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)n1,Cn1nc(Br)c(C(=O)NCCC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)n1
O=C(O)c1ncc(F)cn1,EN300-149296,O=C(N[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)c1ncc(F)cn1,O=C(NC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)c1ncc(F)cn1,O=C(NCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)c1ncc(F)cn1,O=C(NCCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)c1ncc(F)cn1
Cn1nnc(Br)c1C(=O)O,EN300-218288,Cn1nnc(Br)c1C(=O)N[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,Cn1nnc(Br)c1C(=O)NC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,Cn1nnc(Br)c1C(=O)NCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,Cn1nnc(Br)c1C(=O)NCCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
O=C(O)c1cc(Cl)n[nH]c1=O,EN300-24189,O=C(N[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)c1cc(Cl)n[nH]c1=O,O=C(NC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)c1cc(Cl)n[nH]c1=O,O=C(NCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)c1cc(Cl)n[nH]c1=O,O=C(NCCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)c1cc(Cl)n[nH]c1=O
COC(=O)c1cc(C)nn1CC(=O)O,EN300-7562845,COC(=O)c1cc(C)nn1CC(=O)N[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,COC(=O)c1cc(C)nn1CC(=O)NC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,COC(=O)c1cc(C)nn1CC(=O)NCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,COC(=O)c1cc(C)nn1CC(=O)NCCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
COC(=O)C1(CC(=O)O)CC1,EN300-7426502,COC(=O)C1(CC(=O)N[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)CC1,COC(=O)C1(CC(=O)NC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)CC1,COC(=O)C1(CC(=O)NCC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)CC1,COC(=O)C1(CC(=O)NCCC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)CC1
COC(=O)C(OC)C(=O)O,EN300-1718194,COC(=O)C(OC)C(=O)N[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,COC(=O)C(OC)C(=O)NC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,COC(=O)C(OC)C(=O)NCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,COC(=O)C(OC)C(=O)NCCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
