SMILES,TITLE,Hybrid2,fragments,site
c1cc(ccc1c2ccc3cc(c(cc3c2)C45CC6CC(C4)CC(C6)C5)O)C(=O)[O-],CD-1530,-11.759232,x0104,active-noncovalent
CC(C)[NH2+]C[C@H](COc1cccc2c1cccc2)O,propranolol-(R),-11.744864,x0195,active-noncovalent
Cc1c(cnc(n1)C)OC[C@]2(C[C@H]2C(=O)Nc3ccc(cn3)F)c4cccc(c4)F,lemborexant,-11.741239,x0678,active-noncovalent
c1cc(cnc1)/C=C/C(=O)c2ccncc2,3PO,-11.732655,x0678,active-noncovalent
CO/[NH+]=C(\N)/c1ccc(cc1)c2oc(cc2)c3ccc(cc3)/C(=[NH+]/OC)/N,pafuramidine,-11.567801,x0104,active-noncovalent
c1cc(c(cc1[C@@H]2[C@@H](Cc3c(cc(cc3O2)O)O)OC(=O)c4cc(c(c(c4)O)O)O)O)O,epicatechin-gallate-(-),-11.565519,x0678,active-noncovalent
CCc1cc2c(s1)-n3c(nnc3C=N[C@H]2c4ccccc4Cl)C,etizolam,-11.564081,x0708,active-covalent
c1ccc(cc1)Oc2nc3c(c(n2)NC4CCCCC4)[nH]cn3,MRS-3777,-11.546358,x0678,active-noncovalent
c1ccc(cc1)Oc2nc3c(c(n2)NC4CCCCC4)[nH]cn3,MRS3777,-11.546358,x0678,active-noncovalent
c1ccc(cc1)OCc2ccc(cc2)CCC[NH+]3CCOCC3,fomocaine,-11.528082,x0104,active-noncovalent
C[N@H+]1CCc2cccc-3c2[C@@H]1Cc4c3c(c(cc4)O)O,r(-)-apomorphine,-11.522030,x0195,active-noncovalent
Cc1c(c2ccccc2[nH]1)CC[NH2+]Cc3ccc(cc3)CCC(=O)N=O,panobinostat,-11.509398,x0967,active-noncovalent
C[C@@]12CCc3c(cco3)[C@H]1CC[C@]45[C@H]2CC[C@H](C4)[C@](C5)(CO)O,cafestol,-11.504668,x0749,active-covalent
c1cc(ccc1c2coc3cc(ccc3c2=O)O)O,daidzein,-11.492462,x0749,active-covalent
c1cc(cc2c1cc(cc2)C(=O)[O-])c3ccc(c(c3)C45CC6CC(C4)CC(C6)C5)O,CD-437,-11.491298,x0161,active-noncovalent
c1cc(ccc1C2=Cc3ccc(cc3OC2)O)O,idronoxil,-11.462839,x0749,active-covalent
c1cc(ccc1c2[nH]c(c(n2)c3ccncc3)c4ccc(cc4)F)O,SB-202190,-11.455310,x0434,active-noncovalent
CC(=O)NCCc1c2ccccc2[nH]c1Cc3ccccc3,luzindole,-11.436106,x0749,active-covalent
c1cc2cnccc2c(c1)S(=O)(=O)NCC[NH2+]C/C=C/c3ccc(cc3)Br,H-89,-11.430328,x0678,active-noncovalent
c1cc(ccc1Nc2cc3c(cc2Nc4ccc(cc4)F)C(=O)NC3=O)F,CGP-53353,-11.413448,x0678,active-noncovalent
C[N@@H+]1CCc2c(c3ccccc3n2Cc4ccc(cc4)C(=O)NO)C1,tubastatin-a,-11.396202,x0195,active-noncovalent
CNC(=O)c1ccccc1Sc2ccc3c(c2)n[nH]c3/C=C/c4ccccn4,axitinib,-11.394080,x0104,active-noncovalent
C[C@H](c1ccc(c(c1)F)c2ccccc2)C(=O)[O-],flurizan,-11.357160,x0678,active-noncovalent
C[C@]12CC[C@H]3c4ccc(cc4CC[C@@H]3[C@H]1C[C@@H]([C@@H]2O)O)O,estriol,-11.353638,x0749,active-covalent
CCOC(=O)NNc1c2ccccc2cnn1,todralazine,-11.343122,x0678,active-noncovalent
c1ccc2c(c1)ncc(n2)NS(=O)(=O)c3ccc(cc3)N,sulfaquinoxaline,-11.320952,x0678,active-noncovalent
c1ccc2c(c1)ccc3c2cc(c4c3cccc4)N,6-aminochrysene,-11.298630,x0749,active-covalent
Cn1cc2c3c1cccc3[C@H]4C[C@@H](C[N@H+]([C@@H]4C2)C)NS(=O)(=O)N(C)C,mesulergine,-11.295732,x0195,active-noncovalent
c1c(cc(c(c1O)O)O)c2c(cc3c(cc(cc3[o+]2)O)O)O,delphinidin,-11.289549,x0749,active-covalent
C[N@@H+]1CCc2c(c3ccccc3n2Cc4ccccc4)C1,mebhydrolin,-11.277544,x0195,active-noncovalent
C[N@@H+]1CCc2c(c3ccccc3n2Cc4ccccc4)C1,"mebhydroline-1,5-naphtalenedisulfonate",-11.277544,x0195,active-noncovalent
c1cc(ccc1c2ccc(o2)c3ccc(cc3)C(=[NH2+])N)C(=[NH2+])N,furamidine,-11.259153,x0395,active-noncovalent
c1cc(ccc1C[C@@H]2c3cc(c(cc3CC[NH2+]2)O)O)O,higenamine,-11.253945,x0195,active-noncovalent
c1cc(ccc1c2coc3cc(cc(c3c2=O)[O-])O)O,genistein,-11.252321,x0749,active-covalent
c1cc(c(cc1Oc2c(cc(cc2I)C[C@@H](C(=O)[O-])[NH3+])I)I)O,liothyronine,-11.238697,x0678,active-noncovalent
c1ccc2c(c1)cccc2C[C@@H]3c4cc(c(cc4CC[NH2+]3)O)O,CKD-712,-11.237705,x0195,active-noncovalent
c1cc(c(cc1/C=C/c2cc(cc(c2)O)O)O)O,piceatannol,-11.220980,x0749,active-covalent
C=Cc1cc(cc2c1oc(n2)c3ccc(c(c3)F)O)O,prinaberel,-11.213451,x0749,active-covalent
c1cc(ccc1c2c[nH]nc2)[C@@](C[NH3+])(c3ccc(cc3)Cl)O,AT13148,-11.206308,x1077,active-noncovalent
CCCC[NH+](CCCC)C[C@@H](c1cc(cc\2c1-c3ccc(cc3/C2=C/c4ccc(cc4)Cl)Cl)Cl)O,lumefantrine,-11.202807,x0161,active-noncovalent
c1cc(ccc1[C@@H]2Cc3ccc(cc3OC2)O)O,equol,-11.198337,x0749,active-covalent
c1cc(cc(c1)O)c2ccc(cc2)[C@H]3C[C@@H]3[NH3+],OG-L002,-11.191685,x0749,active-covalent
c1ccc(cc1)CNC(=O)c2csc(n2)Nc3ccncn3,thiazovivin,-11.191407,x0678,active-noncovalent
c1ccc(cc1)C(c2ccccc2)(c3ccccc3)SC[C@H](C(=O)[O-])[NH3+],S-Trityl-L-cysteine,-11.188899,x0678,active-noncovalent
Cc1cc2c([nH]1)ccc(c2F)Oc3ccnc4c3cc(c(c4)OCC5(CC5)[NH3+])OC,anlotinib,-11.164289,x0161,active-noncovalent
c1ccc2c(c1)[nH]c(n2)c3[nH]c4ccccc4n3,pibenzimol,-11.147039,x0678,active-noncovalent
C[NH+]1CCC(=C2c3ccccc3CCc4c2ccs4)CC1,pizotifen,-11.140948,x0195,active-noncovalent
Cc1c([nH]cn1)CN2CCc3c(c4ccccc4n3C)C2=O,alosetron,-11.133524,x0195,active-noncovalent
c1ccc2c(c1)c(cn2Cc3ccc(cc3)Cl)C(=O)C(=O)Nc4ccncc4,indibulin,-11.127198,x0104,active-noncovalent
c1cc(ccc1c2cc(=O)c3c(cc(cc3o2)O)[O-])O,apigenin,-11.106043,x0749,active-covalent
CCc1c(c2c(n1Cc3ccccc3)cccc2OCC(=O)[O-])C(=O)C(=O)N,varespladib,-11.100426,x0830,active-covalent
c1ccc(cc1)Nc2cc3c(cc2Nc4ccccc4)C(=O)NC3=O,CGP-52411,-11.088956,x0678,active-noncovalent
c1cc(cnc1)C(=O)NCCCC(=O)[O-],pikamilone,-11.080033,x0678,active-noncovalent
Cc1ccc(c(c1)n2cnc3c2ccc(c3)C(=O)NCc4ccccc4Cl)C,NAB-2,-11.069983,x0161,active-noncovalent
C[NH+](C)CCCNC(=O)c1ccc(cc1)c2cc3cccnc3c(c2)O,ML324,-11.068521,x0104,active-noncovalent
CC(C)(C)[NH2+]C[C@H](COc1cccc2c1CCCC2=O)O,levobunolol-(+),-11.054565,x0104,active-noncovalent
C[C@H](CCc1ccc(cc1)O)[NH2+]C[C@@H](c2ccc(cc2)O)O,ractopamine,-11.050797,x0434,active-noncovalent
CC#CCn1c2c(nc1[N@]3CCC[C@H](C3)[NH3+])n(c(=O)n(c2=O)Cc4nc(c5ccccc5n4)C)C,linagliptin,-11.039680,x0104,active-noncovalent
CC1(Cc2c(c(c(n2C1)CC(=O)[O-])c3ccc(cc3)Cl)c4ccccc4)C,licofelone,-11.020183,x0830,active-covalent
CC#C[C@@H](CC(=O)[O-])c1ccc(cc1)OCc2cccc(c2)c3ccc(cc3)C(F)(F)F,AMG-837,-11.004150,x0104,active-noncovalent
c1cc2c(cc1C3CCCCC3)c4c5n2CC[NH2+][C@H]5CCC4,tetrindole,-10.997774,x0104,active-noncovalent
c1cc(cnc1)NC(=O)CCCCCCC(=O)NO,pyroxamide,-10.989407,x0678,active-noncovalent
C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C(=O)NCc4[nH]c5c(n4)cccn5)CC[C@@H]6[C@@]3(C=C(C(=O)N6C)F)C,MK-0773,-10.988971,x0161,active-noncovalent
C[N@H+]1CCc2cc3c(cc2[C@@H]1[C@@H]4c5ccc(c(c5C(=O)O4)OC)OC)OCO3,"hydrastine-(1r,-9s)",-10.987147,x0195,active-noncovalent
C[C@]12CC[C@@H]3c4ccc(cc4CC[C@H]3[C@@H]1CC[C@@H]2O)O,estradiol,-10.985424,x0749,active-covalent
c1cc(ccc1CCO)OCCn2ccnc2,MR-948,-10.974442,x0678,active-noncovalent
CC/C(=C(/c1ccc(cc1)/C=C/C(=O)[O-])\c2ccc3c(c2)cn[nH]3)/c4ccc(cc4Cl)F,GDC-0810,-10.970829,x1077,active-noncovalent
CCO[C@@H](Cc1ccc(cc1)OCCn2c(ccc2c3ccc(cc3)SC)C)C(=O)[O-],saroglitazar,-10.959909,x0072,active-noncovalent
c1c2c(c(c(c1F)N3CC[C@H](C3)[NH3+])Cl)n(cc(c2=O)C(=O)[O-])C4CC4,clinafloxacin,-10.959001,x0749,active-covalent
C[C@H](/C=C/[C@@H](C)C(C)C)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C\3/C[C@H](C[C@@H](C3=C)O)O)C,doxercalciferol,-10.957501,x0161,active-noncovalent
c1ccc2c(c1)c(c[nH]2)Cc3c[nH]c4c3cccc4,"3,3'-diindolylmethane",-10.956906,x0072,active-noncovalent
c1cc(c(c(c1)F)c2[nH]c(c(n2)c3ccncc3)c4ccc(cc4)F)F,TA-01,-10.956722,x0434,active-noncovalent
C[NH+](C)CCC=C1c2ccccc2C=Cc3c1cccc3,cyclobenzaprine,-10.952331,x0874,active-noncovalent
c1ccc2c(c1)cc(s2)Cc3cc(ccc3F)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O,ipragliflozin-l-proline,-10.925068,x0195,active-noncovalent
c1cc(ccc1C[C@@H](C#N)c2ccc(cc2)O)O,diarylpropionitrile,-10.914790,x0749,active-covalent
C/C(=C/1\c2ccccc2C[C@@H]1CC[NH+](C)C)/c3ccccn3,dimetindene,-10.895865,x0749,active-covalent
C/C(=C/1\c2ccccc2C[C@@H]1CC[NH+](C)C)/c3ccccn3,dimethindene-(S)-(+),-10.895865,x0749,active-covalent
Cc1c(c2ccccc2n1CCC(=O)[O-])Cn3ccnc3,dazmegrel,-10.888386,x0830,active-covalent
c1cc(c(cc1c2c(c(=O)c3c(cc(cc3o2)O)[O-])O[C@@H]4[C@@H]([C@H]([C@H]([C@@H](O4)CO)O)O)O)O)O,hyperin,-10.881234,x0874,active-noncovalent
C[NH+](C)CCCN1c2ccccc2CCc3c1cccc3,imipramine,-10.859057,x0195,active-noncovalent
c1cc(c(cc1c2ccc(c(c2Cl)O)CN=O)F)O,FERb-033,-10.850969,x0678,active-noncovalent
c1cc(ccc1c2nc3cc(cc(c3o2)Br)O)O,WAY-200070,-10.846251,x0749,active-covalent
CC[NH+](CC)CCOc1ccccc1C(=O)CCc2ccccc2,etafenone,-10.845141,x0104,active-noncovalent
CC(C)(c1ccn2c(c[nH+]c2c1F)c3ccc(c(c3)c4ccc(cc4C#N)F)F)O,TP-003,-10.843095,x0161,active-noncovalent
CC(C)(C)CC[NH+]1C[C@@H]2[C@H](C1)C2CNC(=O)c3cc(cc(c3)Cl)Cl,ML-218,-10.839355,x0104,active-noncovalent
CC\1=C(c2cc(ccc2/C1=C\c3ccc(cc3)[S@@](=O)C)F)CC(=O)[O-],sulindac,-10.827938,x0830,active-covalent
c1ccc(cc1)[C@]2(CCC(=O)NC2=O)C3CC[NH+](CC3)Cc4ccc(cc4)I,iododexetimide,-10.817308,x1077,active-noncovalent
c1ccc(cc1)CNc2c3c([nH]cn3)ncn2,6-benzylaminopurine,-10.815964,x0749,active-covalent
CNS(=O)(=O)CCc1ccc2c(c1)c(c[nH]2)C3CC[NH+](CC3)C,naratriptan,-10.814455,x1077,active-noncovalent
c1cc(c(cc1O)O)c2c(c(=O)c3c(cc(cc3o2)O)[O-])[O-],morin,-10.805906,x0749,active-covalent
C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C)O)CC[C@@H]4[C@@]3(Cc5c[nH]nc5C4)C,stanozolol,-10.803458,x0749,active-covalent
C[C@@H]1CN(C[C@@H]([NH2+]1)C)CCCn2c3ccccc3c4c2cccc4,rimcazole,-10.797787,x0195,active-noncovalent
c1ccc(cc1)COCCCc2cnc[nH]2,proxyfan,-10.796000,x0678,active-noncovalent
c1cc(ccc1C[N@](c2c(cc(cn2)C(F)(F)F)Cl)S(=O)(=O)c3ccc(cc3)C(=O)[O-])OC(F)(F)F,RQ-00203078,-10.795522,x0678,active-noncovalent
CC1(CNc2c1ccc(c2)NC(=O)c3cccnc3NCc4ccncc4)C,motesanib,-10.789137,x0678,active-noncovalent
c1cc(c(cc1/C=C/C(=O)c2ccc(cc2O)O)O)O,butein,-10.785174,x1093,active-noncovalent
CN1CCC[NH+]=C1/C=C/c2cccc(c2)O,oxantel,-10.779531,x0678,active-noncovalent
c1ccc(cc1)/C=C/c2ccnc(n2)N,TCN-238,-10.770400,x0749,active-covalent
c1cc(cnc1)C(=O)NCCON(=O)=O,nicorandil,-10.763849,x0678,active-noncovalent
c1ccc2c(c1)Sc3cccc(c3S2)c4cc(=O)cc(o4)N5CCOCC5,KU-55933,-10.763680,x0195,active-noncovalent
COc1ccc2c(c1)c3ccnc(c3[nH]2)c4cccc5c4cccc5,SP-141,-10.760232,x0946,active-noncovalent
c1cc(ccc1[C@@H]2C[NH2+]CCc3c2cc(c(c3Cl)O)O)O,fenoldopam,-10.734211,x1418,active-covalent
C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CC=C4[C@@]3(CC[C@@H](C4)O)C,dehydroepiandrosterone,-10.734205,x0749,active-covalent
c1cc(ccc1Nc2c3c(ncnc3[nH]n2)N)F,CGP-57380,-10.734002,x0678,active-noncovalent
COc1nc(ccn1)c2n(cnc2c3ccc(cc3)F)[C@H]4CC[C@@H](CC4)O,SB-239063,-10.733989,x0678,active-noncovalent
c1cc(ccc1[C@@H]2CC(=O)c3c(cc(cc3O2)O)[O-])O,naringenin,-10.727943,x0749,active-covalent
C[C@H](/C=C/[C@H](C)C(C)C)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](CCC3=C)O)C,ergocalciferol,-10.727814,x0104,active-noncovalent
c1cc(ccc1C23C[C@H]4C[C@@H](C2)CC(C4)(C3)C(=O)NCc5ccncc5)Cl,ABC-294640,-10.723454,x0749,active-covalent
C[C@]12CC[C@@H](C[C@@H]1CC[C@@H]3[C@H]2CC[C@]4([C@H]3CCC4=O)C)O,epiandrosterone,-10.719960,x0749,active-covalent
c1cc(c(cc1F)O)c2ccc(o2)/C=C\3/C(=O)[N-]C(=O)S3,AS-252424,-10.718079,x0107,active-noncovalent
Cc1cc(c2nc(cc(=O)n2c1)N3CCOCC3)[C@@H](C)Nc4ccccc4,TGX-221,-10.715137,x0195,active-noncovalent
c1cc(ccc1/C=C/c2cc(cc(c2)O)O)O,resveratrol,-10.714994,x0749,active-covalent
CC(=O)Oc1ccccc1C(=O)Oc2ccccc2C(=O)[O-],acetylsalicylsalicylic-acid,-10.713825,x0195,active-noncovalent
Cc1c(c(c(cn1)CSSCc2cnc(c(c2CO)O)C)CO)O,pyritinol,-10.710277,x0678,active-noncovalent
c1cnc(nc1)NCc2ccc(cc2)CNc3ncccn3,MSX-122,-10.709395,x0072,active-noncovalent
CC(C)(C)[C@@H](C(=O)N1CCc2cc(c(cc2C1)OC)OC)[NH2+]Cc3ccncc3,TCS-OX2-29,-10.707070,x0678,active-noncovalent
c1ccc(cc1)C(=O)Nc2cc3cc[nH]c3cn2,OAC1,-10.690377,x0749,active-covalent
c1ccc2c(c1)c(c[nH]2)[C@H]3[C@@H](C(=O)NC3=O)c4cn5c6c4cccc6CCC5,tivantinib,-10.690360,x0195,active-noncovalent
C[C@]12CC[C@@H]3c4ccc(cc4CC[C@H]3[C@@H]1[C@H]([C@H]([C@@H]2O)O)O)O,estetrol,-10.688125,x0749,active-covalent
c1ccc2c(c1)C(=O)C(=Cc3cccnc3)C2=O,PRT4165,-10.681190,x0749,active-covalent
C[C@@H](c1ccc(c(c1)F)c2ccccc2)C(=O)[O-],flurbiprofen-(S)-(+),-10.678944,x0830,active-covalent
CCCNc1ccc2[nH+]cc(n2n1)c3ccc4c(c3)cn[nH]4,CHR-6494,-10.676763,x0434,active-noncovalent
Cc1ncc(c(n1)N)C[N@H+]2CCC(=CC2)c3ccccc3,Ro-10-5824,-10.673193,x0946,active-noncovalent
C[C@H](CNc1nccc(n1)c2cn(nc2c3cc(cc(c3F)NS(=O)(=O)C)Cl)C(C)C)NC(=O)OC,LGX818,-10.669018,x0161,active-noncovalent
C=CC[N@@H+]1CCc2cc(c(cc2[C@H](C1)c3ccccc3)O)O,SKF-77434,-10.665993,x1077,active-noncovalent
c1cc(cc(c1)F)N(Cc2cc(c(c(c2)F)F)F)C(=O)O[C@H]3C[NH+]4CCC3CC4,tarafenacin,-10.658381,x1093,active-noncovalent
c1cc(ccc1C(=[NH2+])N)N2CC[NH+](CC2)C3CC[NH+](CC3)CC(=O)[O-],GR-144053,-10.657013,x0395,active-noncovalent
CC(C)(C)NS(=O)(=O)c1cc(cnc1)c2cc(c3nc(nn3c2)N)F,CZC24832,-10.656200,x0161,active-noncovalent
c1ccc(cc1)C(=O)N[C@@H](Cc2ccc(cc2)O)C(=O)Nc3ccc(cc3)C(=O)[O-],bentiromide,-10.649840,x0678,active-noncovalent
c1ccc(cc1)c2cc(=O)c3c(o2)cc(c(c3[O-])O)O,baicalein,-10.648987,x0749,active-covalent
C[C@@H](CO)NC(=O)[C@@H]1C[N@H+]([C@@H]2Cc3c[nH]c4c3c(ccc4)C2=C1)C,ergonovine,-10.648913,x0104,active-noncovalent
CC(C)(c1cccnc1)C(=O)c2cccnc2,metyrapone,-10.638231,x0678,active-noncovalent
C[N@@H+]1CCC2=C(C1)c3ccccc3Cc4c2cccc4,setiptiline,-10.631288,x0072,active-noncovalent
c1cc(ccc1/C=C/C(=O)[O-])c2ccc(c(c2)C34CC5CC(C3)CC(C5)C4)O,adarotene,-10.630851,x0104,active-noncovalent
COc1ccccc1OC[C@H](COC(=O)N)O,methocarbamol,-10.630556,x0678,active-noncovalent
c1cc(c(cc1[C@@H]2[C@H](Cc3c(cc(cc3O2)O)O)O)O)O,cianidanol,-10.630308,x0749,active-covalent
c1cc(c(c(c1)Cl)Cl)c2nnnn2Cc3cccnc3,A-438079,-10.628376,x0678,active-noncovalent
c1ccc(cc1)c2cccc(c2N3CCC[C@H](C3)[NH3+])/C=C\4/C(=O)[N-]C(=O)S4,AZD1208,-10.626678,x0678,active-noncovalent
c1ccc(cc1)COc2cc(ccc2)c3c4c(n(c3)[C@H]5C[C@H](C5)C[NH+]6CCC6)ncnc4N,NVP-AEW541,-10.623516,x0395,active-noncovalent
c1ccc(c(c1)c2cc(c3c(c2)nc([nH]3)C4=NOC5(C4)CCCCC5)C(F)(F)F)C(F)(F)F,TC-I-2014,-10.622856,x0161,active-noncovalent
C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C)O)CC[C@@H]4[C@@]3(C/C(=C\[O-])/C(=O)C4)C,oxymetholone,-10.615410,x0749,active-covalent
C[C@]12CC[C@@H]3c4ccc(cc4CC[C@H]3[C@@H]1CC[C@]2(C#C)O)O,ethinyl-estradiol,-10.615116,x0749,active-covalent
C[NH+]1CCC(=C2c3ccccc3C=Cc4c2cccc4)CC1,cyproheptadine,-10.612666,x0195,active-noncovalent
C[C@@]12CC[N@H+]([C@@H]1[N@@](c3c2cc(cc3)OC(=O)Nc4ccccc4)C)C,phenserine,-10.606596,x0104,active-noncovalent
C[NH+](C)CC[C@H](c1ccc(cc1)Cl)c2ccccn2,chlorphenamine,-10.602145,x0072,active-noncovalent
C[C@H](Cc1ccc(c(c1)O)O)[C@@H](C)Cc2ccc(c(c2)O)O,masoprocol,-10.599864,x0678,active-noncovalent
c1ccc(cc1)c2cccc(c2)c3c(cnn3O)C4CC[NH2+]CC4,PHP-501,-10.599149,x0678,active-noncovalent
Cc1cc(on1)C(=O)Nc2cccc(c2)C(=O)Nc3cccc(c3)C(F)(F)F,T-5601640,-10.593467,x0161,active-noncovalent
COC(=O)c1cc2c(cc(cc2n1O)c3ccccc3)C(F)(F)F,NHI-2,-10.586697,x0195,active-noncovalent
Cc1ccnc(n1)[N-]S(=O)(=O)c2ccc(cc2)N,sulfamerazine,-10.585939,x0072,active-noncovalent
Cc1cc(c(cc1C)N(=O)=O)c2ccc(o2)/C=C\3/C(=NN(C3=O)c4ccc(cc4)C(=O)[O-])C,C646,-10.584769,x0161,active-noncovalent
Cn1ccc2c1cc3c(c2)N(CC3)C(=O)Nc4cccnc4,SB-206553,-10.582663,x0107,active-noncovalent
Cc1cnc(c2n1nc(n2)[C@@H]3C[C@H]3c4c(n5ccc6c(c5n4)cccn6)C)C,PDE10-IN-1,-10.581775,x0104,active-noncovalent
c1cc(ccc1c2coc3c(c2=O)ccc(c3[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O,puerarin,-10.581175,x0161,active-noncovalent
CCCCC/[NH+]=c/1\ccn(c2c1cccc2)Cc3ccccc3,CP-339818,-10.577728,x0195,active-noncovalent
C[C@]12CC[C@@H]3c4ccc(cc4CC[C@H]3[C@@H]1CCC2=O)O,estrone,-10.575466,x0749,active-covalent
Cc1cc(cnc1)c2cc(c(cn2)c3nccs3)C(=O)NCc4ccc(c(n4)OC)OC,MK-3697,-10.562616,x0678,active-noncovalent
C[NH+]1[C@@H]2CC[C@H]1CC(C2)OC3c4ccccc4CCc5c3cccc5,deptropine,-10.555782,x0195,active-noncovalent
c1cnccc1c2[nH]nc(n2)c3ccnc(c3)C#N,topiroxostat,-10.553616,x0195,active-noncovalent
Cc1cccc2c1ccc-3c2C(=O)C(=O)c4c3occ4C,tanshinone-i,-10.552562,x0749,active-covalent
c1cc(ccc1C(=O)Oc2ccc3cc(ccc3c2)C(=[NH2+])N)NC(=[NH2+])N,nafamostat,-10.550766,x1077,active-noncovalent
CCCc1c(ccc(c1O)C(=O)C)OCCCCc2[n-]nnn2,tomelukast,-10.546258,x0678,active-noncovalent
c1ccc(cc1)c2nc(sn2)N3CCN(CC3)C(=O)Nc4ccccc4,JNJ-1661010,-10.544195,x0161,active-noncovalent
COc1ccc(cc1)C[NH2+]Cc2cccc3c2cccc3,ML133,-10.541782,x0104,active-noncovalent
CN1c2ccccc2C(=O)N(c3c1cccc3)CC[NH+](C)C,dibenzepine,-10.534156,x0195,active-noncovalent
Cc1cccc(c1)Nc2nc(cs2)c3ccncc3,STF-62247,-10.525797,x1093,active-noncovalent
c1ccc(cc1)c2cccc3c2oc(cc3=O)N4CC[NH2+]CC4,LY303511,-10.525321,x0434,active-noncovalent
C[C@@H](Cc1ccc(cc1)O)[NH2+]C[C@@H](c2cc(cc(c2)O)O)O,fenoterol,-10.524625,x0678,active-noncovalent
c1ccc(cc1)c2ccc(cc2)C(=O)CCC(=O)[O-],fenbufen,-10.521091,x0749,active-covalent
Cc1cc(cc(c1NC(=O)c2ccc(o2)c3cc(ccc3Cl)Cl)C)C[NH3+],CYM-50358,-10.507250,x1093,active-noncovalent
CC[NH+]1CCN(CC1)c2cc(c3c(n2)CCCCCC3)c4ccc(cc4)F,blonanserin,-10.503704,x0434,active-noncovalent
c1cc(cc(c1)F)CC[N@@H+]2[C@H]3[C@@H]4[C@H]5C[C@H]6[C@@H]4[C@@]2([C@@H]7[C@H]6[C@H]5[C@@H]73)O,TC1,-10.502048,x0678,active-noncovalent
C[NH2+]CCCC12CCC(c3c1cccc3)c4c2cccc4,maprotiline,-10.499575,x0195,active-noncovalent
COc1ccc(cc1O)[C@@H]2CC(=O)c3c(cc(cc3O2)O)[O-],hesperetin,-10.497662,x0749,active-covalent
C[C@H](CNC(=O)c1cccnc1)NC(=O)c2cccnc2,nicaraven,-10.497327,x0678,active-noncovalent
c1cc2c(cc1Cl)n(c(=O)s2)CC(=O)N3CC[NH+](CC3)CCO,tiaramide,-10.492104,x0161,active-noncovalent
CC(C)(C)c1ccc(cc1)S(=O)(=O)NCc2ccc(cc2)C(=O)Nc3cccnc3,STF-31,-10.489787,x0387,active-noncovalent
c1cc(ccc1c2coc3c(c2=O)ccc(c3[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)O)O)O)O,kakonein,-10.485851,x0161,active-noncovalent
CC[NH+](CC)CCC[C@@H](C)Nc1c2ccc(cc2[nH+]c3c1cc(cc3)OC)Cl,mepacrine,-10.479791,x0195,active-noncovalent
Cc1c2cc(ccc2n(c1c3ccc(cc3)O)Cc4ccc(cc4)OCC[NH+]5CCCCCC5)O,bazedoxifene,-10.477118,x0161,active-noncovalent
