SMILES,TITLE,CAS Number,Drug Groups,InChIKey,InChI,,Formula,KEGG Compound ID,KEGG Drug ID,PubChem Compound ID,PubChem Substance ID,ChEBI ID,ChEMBL ID,HET ID,ChemSpider ID,BindingDB ID,DrugBank ID,Hybrid2,fragments,Mpro-x0678_dock,Mpro-x0107_dock,Mpro-x0749_dock,Mpro-x0830_dock,Mpro-x1077_dock,Mpro-x0104_dock,Mpro-x0072_dock,Mpro-x0831_dock,Mpro-x0692_dock,Mpro-x0967_dock,Mpro-x0195_dock,Mpro-x0161_dock,Mpro-x1334_dock,Mpro-x0397_dock,Mpro-x1392_dock,Mpro-x0946_dock,Mpro-x1386_dock,Mpro-x0434_dock,Mpro-x0770_dock,Mpro-x1418_dock,Mpro-x1093_dock,Mpro-x1385_dock,Mpro-x0708_dock,Mpro-x0354_dock,Mpro-x0874_dock,Mpro-x0759_dock,Mpro-x1375_dock,Mpro-x1374_dock,Mpro-x0426_dock,Mpro-x0820_dock,Mpro-x1412_dock,Mpro-x0305_dock,Mpro-x0736_dock,Mpro-x1249_dock,Mpro-x1311_dock,Mpro-x0395_dock,Mpro-x0387_dock,Mpro-x1493_dock,Mpro-x1187_dock,Mpro-x0734_dock,Mpro-x0540_dock,Mpro-x1458_dock,Mpro-x0774_dock,Mpro-x1348_dock,Mpro-x1380_dock,Mpro-x1358_dock,Mpro-x0981_dock,Mpro-x0691_dock,Mpro-x1478_dock,Mpro-x1351_dock,Mpro-x1382_dock,Mpro-x0771_dock,Mpro-x1384_dock,Mpro-x0705_dock,Mpro-x0731_dock,Mpro-x0887_dock,Mpro-x0752_dock,Mpro-x0769_dock,Mpro-x1425_dock,Mpro-x1308_dock,Mpro-x0755_dock,Mpro-x0978_dock,Mpro-x1402_dock,Mpro-x0689_dock,Mpro-x0786_dock,site
C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C)O)CC[C@@H]4[C@@]3(Cc5cn[nH]c5C4)C,Stanozolol,10418-03-8,approved; vet_approved,LKAJKIOFIWVMDJ-IYRCEVNGSA-N,"InChI=1S/C21H32N2O/c1-19-11-13-12-22-23-18(13)10-14(19)4-5-15-16(19)6-8-20(2)17(15)7-9-21(20,3)24/h12,14-17,24H,4-11H2,1-3H3,(H,22,23)/t14-,15+,16-,17-,19-,20-,21-/m0/s1",,C21H32N2O,C07311,D00444,25249,99443270,9249,CHEMBL2079587,,23582,,DB06718,-10.635459,x0749,-7.650013,-5.09059,-10.635459,-5.211318,-8.844795,-7.977565,-6.927113,-5.521051,-6.004147,-6.475442,-9.731898,-7.69835,-6.839774,-4.406114,-4.338178,-7.455841,-4.269658,-5.256449,-4.163586,-4.268672,-6.362959,-5.744547,-5.98131,-3.24912,-8.598021,-3.530765,-4.092494,-2.510627,-2.134846,-1.988277,-5.251556,-5.690454,-3.475111,-4.264015,-4.142782,-7.24005,-5.506804,-1.69368,-4.63613,-0.727633,-2.448193,-2.122167,-4.340992,-2.895771,-4.317862,-2.432665,3.822767,-0.89891,-2.132345,-2.18595,-1.887143,-1.451689,-2.240616,-1.708471,0.592708,-0.698222,-1.019877,-0.562948,-1.796306,-0.795283,-0.710125,0.961207,0.039151,-0.283193,-1.659349,active-covalent
C[C@]12CC[C@@H](C[C@@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@H]4O)C)O,"5-Alpha-Androstane-3-Beta,17-Alpha-Diol",,experimental,CBMYJHIOYJEBSB-MFXFBURESA-N,"InChI=1S/C19H32O2/c1-18-9-7-13(20)11-12(18)3-4-14-15-5-6-17(21)19(15,2)10-8-16(14)18/h12-17,20-21H,3-11H2,1-2H3/t12-,13-,14-,15-,16-,17+,18-,19-/m0/s1",,C19H32O2,,,446934,46505400,40836,,AON,394165,,DB03926,-10.632685,x0749,-6.653048,-3.398405,-10.632685,-6.169254,-6.613546,-7.47391,-6.977368,-4.90311,-4.483775,-5.629357,-7.478941,-5.985623,-5.476569,-2.889299,-4.271941,-7.477939,-5.036979,-5.795062,-3.805589,-3.913215,-5.638679,-7.132363,-4.429669,-3.684494,-6.455841,-4.071144,-4.38315,-3.891341,-0.677391,-1.420043,-4.279268,-4.050908,-2.322055,-3.411086,-4.795603,-7.132827,-4.917062,-1.316644,-4.621506,-2.083433,1.983774,-2.003967,-5.418197,-2.583599,-4.372225,-3.177917,3.389864,-1.779469,-2.022902,-3.299014,-2.633508,-1.787528,-2.669137,-2.314349,0.650328,0.175243,-0.815545,-1.469215,-2.3974,-0.872691,-1.789766,2.467594,-0.528187,-1.443265,0.194477,active-covalent
C[N@@H+]1CCC2=C(C1)c3ccccc3Cc4c2cccc4,Setiptiline,57262-94-9,experimental,GVPIXRLYKVFFMK-UHFFFAOYSA-N,"InChI=1S/C19H19N/c1-20-11-10-18-16-8-4-2-6-14(16)12-15-7-3-5-9-17(15)19(18)13-20/h2-9H,10-13H2,1H3",,C19H19N,,D08511,5205,310265193,135076,CHEMBL2104895,,5016,,DB09304,-10.631288,x0072,-8.032756,-4.004962,-5.989458,-8.254618,-8.096586,-9.273298,-10.631288,-7.045214,-7.673955,-6.442198,-9.630383,-7.303099,-6.429969,-3.288414,-7.191918,-5.742764,-6.565868,-7.118967,-6.560762,-7.526723,-6.009052,-6.552269,-6.079591,-7.318564,-8.682732,-6.325716,-4.077059,-4.696073,-3.352683,-5.146081,-7.016779,-9.29762,-6.203646,-6.0187,-6.566855,-7.755304,-6.602075,-6.236784,-4.441068,-5.28947,-3.301429,-6.312089,-7.445626,-3.903937,-5.356602,-6.191565,-1.009869,-3.369801,-4.43119,-5.871005,-5.387713,-3.840281,-3.119729,-3.337157,-3.158201,-2.177979,-4.050294,-3.980334,-5.001632,-4.650628,-3.130163,-1.480801,-3.915836,-3.180378,-2.058889,active-noncovalent
C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C[C@H](CC[C@]34C)O,4-Androstenediol,1156-92-9,experimental; illicit,BTTWKVFKBPAFDK-LOVVWNRFSA-N,"InChI=1S/C19H30O2/c1-18-9-7-13(20)11-12(18)3-4-14-15-5-6-17(21)19(15,2)10-8-16(14)18/h11,13-17,20-21H,3-10H2,1-2H3/t13-,14-,15-,16-,17-,18-,19-/m0/s1",,C19H30O2,C14210,,136297,46507648,34386,CHEMBL195836,,120071,50410526,DB01526,-10.628994,x0749,-7.169108,-3.757866,-10.628994,-4.963284,-7.696257,-6.501068,-6.999092,-5.004664,-4.404917,-5.773167,-7.559289,-6.91561,-6.012745,-4.422619,-5.208006,-6.725497,-4.085891,-5.922648,-4.048414,-5.340462,-5.071457,-5.69438,-3.47805,-2.469175,-6.209046,-4.111808,-3.512289,-2.353153,-0.763191,-1.420179,-3.679908,-4.857597,-3.660473,-3.577832,-5.132349,-7.184571,-4.727687,-2.258969,-4.346499,-2.544453,1.307531,-3.098624,-4.523497,-3.40573,-4.05138,-3.333218,3.415597,-1.539145,-0.302608,-2.53508,-0.804417,-2.27078,-2.132165,-1.905518,-0.588016,0.013019,-1.416743,-1.549367,-1.060664,-1.03902,-1.696004,1.590988,-0.817355,-0.409887,-0.034145,active-covalent
C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CC[C@@H]4[C@@]3(C=C[C@@H](C4)O)C,1-Androstenediol,,experimental; illicit,RZFGPAMUAXASRE-YSZCXEEOSA-N,"InChI=1S/C19H30O2/c1-18-9-7-13(20)11-12(18)3-4-14-15-5-6-17(21)19(15,2)10-8-16(14)18/h7,9,12-17,20-21H,3-6,8,10-11H2,1-2H3/t12-,13-,14-,15-,16-,17-,18-,19-/m0/s1",,C19H30O2,,,11300765,46508681,,,,9475742,,DB01503,-10.614017,x0749,-6.612219,-4.113493,-10.614017,-5.107687,-7.321101,-6.638266,-6.51361,-3.881261,-4.894143,-4.933052,-7.845648,-7.412778,-5.79815,-3.212586,-4.333036,-6.527587,-2.990495,-5.457808,-4.175901,-4.37379,-5.221873,-6.04521,-3.869117,-3.285796,-6.699619,-2.860997,-3.705069,-3.234806,-0.695186,-2.035194,-4.236351,-5.056194,-3.222113,-3.26793,-4.892971,-7.421988,-5.689021,-1.543144,-4.352881,-1.29756,1.19479,-2.059562,-3.571906,-2.814053,-3.846375,-4.013005,4.095642,-1.018287,-0.598649,-2.344017,-3.194715,-1.243176,-1.309284,-2.43471,0.241612,0.384386,-0.829708,-0.701483,-1.800031,-0.81235,-0.741215,1.806742,0.004394,-0.283455,-0.16976,active-covalent
CC[C@@]1(Cc2ccc(cc2C1)F)c3cnc[nH]3,Fipamezole,150586-58-6,investigational,KXSUAWAUCNFBQJ-UHFFFAOYSA-N,"InChI=1S/C14H15FN2/c1-2-14(13-8-16-9-17-13)6-10-3-4-12(15)5-11(10)7-14/h3-5,8-9H,2,6-7H2,1H3,(H,16,17)",,C14H15FN2,,,,,,CHEMBL1255582,,184735,50417007,DB06585,-10.610895,x0161,-8.5333,-7.265962,-9.127317,-7.811743,-7.286468,-8.430905,-8.947761,-7.837567,-7.401735,-6.664247,-7.755969,-10.610895,-6.862206,-5.377641,-8.102643,-6.884878,-6.848896,-7.697155,-7.491252,-7.303915,-6.794373,-7.237926,-7.874302,-6.340435,-7.210333,-6.805386,-5.935501,-5.984689,-3.827078,-4.901859,-6.216206,-8.021906,-4.949513,-4.444784,-8.729743,-7.659585,-7.897577,-3.050725,-4.572505,-5.140875,-5.741649,-5.544306,-7.477897,-4.895311,-5.687592,-3.878499,-4.377069,-3.255869,-5.723208,-3.875157,-7.774082,-3.302649,-4.03848,-4.129194,-1.916214,-2.580264,-4.358618,-2.515985,-3.048092,-3.078497,-2.484333,-3.94487,-2.489589,-2.559018,-3.578847,active-noncovalent
c1ccc(cc1)c2cc(on2)c3ccn[nH]3,3-phenyl-5-(1H-pyrazol-3-yl)isoxazole,,experimental,SRSSTOPJERVMRZ-UHFFFAOYSA-N,"InChI=1S/C12H9N3O/c1-2-4-9(5-3-1)11-8-12(16-15-11)10-6-7-13-14-10/h1-8H,(H,13,14)",,C12H9N3O,,,24764436,99444084,,CHEMBL265720,D25,21583936,21626,DB07613,-10.603693,x0678,-10.603693,-8.044788,-10.43953,-7.62478,-7.231104,-7.421866,-7.094674,-6.065258,-6.454795,-6.492348,-8.900358,-8.840065,-6.609608,-6.193481,-6.261357,-6.924863,-4.591754,-6.482654,-5.345239,-6.771223,-7.669806,-7.034646,-7.743114,-4.54071,-6.507813,-7.028899,-6.85217,-6.191604,-4.26944,-3.665363,-6.571068,-5.292486,-6.743675,-2.815093,-5.940146,-7.18892,-5.277711,-3.26012,-5.145973,-6.030746,-3.417293,-4.607808,-5.658824,-7.862285,-4.249498,-3.454969,-1.178143,-1.721226,-2.968318,-3.441087,-3.575036,-1.726669,-1.624039,-1.723517,-0.468538,-1.625687,-2.950274,-1.953473,-1.518543,-1.34507,-2.060291,-3.598679,-1.727967,-0.629343,-2.254073,active-noncovalent
CC\1=C(c2cc(ccc2/C1=C\c3ccc(cc3)[S@@](=O)C)F)CC(=O)[O-],Sulindac,38194-50-2,approved; investigational,MLKXDPUZXIRXEP-MFOYZWKCSA-N,"InChI=1S/C20H17FO3S/c1-12-17(9-13-3-6-15(7-4-13)25(2)24)16-8-5-14(21)10-19(16)18(12)11-20(22)23/h3-10H,11H2,1-2H3,(H,22,23)/b17-9-",,C20H17FO3S,C01531,D00120,1548887,46506570,9352,CHEMBL15770,,1265915,50012899,DB00605,-10.595797,x0830,-5.876108,-4.955666,-6.312429,-10.595797,-6.717074,-6.656098,-5.038268,-8.247433,-9.871626,-4.845118,-7.220991,-7.675887,-3.805585,-4.368692,-5.611057,-6.600259,-7.14192,-2.082127,-5.831531,-7.095785,-4.999116,-4.762959,-3.547571,-1.48566,-8.272046,-7.392801,-0.957264,0.801319,-1.358356,-2.047579,-2.599028,-4.611307,-3.465131,-3.16872,-1.944083,-5.659256,-5.461294,-2.491386,-4.201302,-3.304514,-2.39203,-4.195958,-3.138288,-3.848054,-5.077022,-3.136342,3.737789,-0.572933,-2.641104,-3.826418,0.009104,-1.261652,-0.798509,-0.526071,1.506551,-1.159065,-1.07415,-0.320269,-2.361725,-1.052523,-0.105507,3.576502,0.181346,-0.71267,0.813269,active-covalent
c1ccc(cc1)c2ccc(n2CC(=O)NC(=[NH2+])N)c3ccccc3,"N-[amino(imino)methyl]-2-(2,5-diphenyl-1H-pyrrol-1-yl)acetamide",,experimental,WVLDNAVUCUAGDP-UHFFFAOYSA-N,"InChI=1S/C19H18N4O/c20-19(21)22-18(24)13-23-16(14-7-3-1-4-8-14)11-12-17(23)15-9-5-2-6-10-15/h1-12H,13H2,(H4,20,21,22,24)",,C19H18N4O,,,11290116,99443401,,CHEMBL217068,251,9465102,16751,DB06930,-10.592916,x0967,-5.822862,-4.223647,-8.976424,-6.704079,-5.757897,-8.533806,-8.80501,-4.815681,-7.132318,-10.592916,-8.587633,-9.183628,-5.175623,-1.896734,-9.269035,-8.090179,-7.498238,-6.153646,-6.027883,-7.396445,-6.319466,-5.215511,-3.852157,-3.320517,-8.030973,-7.072843,-3.499317,-3.284371,-1.882302,-0.924083,-4.73464,-3.977113,-1.000328,-4.563156,-4.819922,-5.847062,-6.612332,-0.47462,-4.084321,-0.692336,-0.573404,-1.544756,-2.894992,-3.442616,-1.952198,-2.504874,-0.176747,-0.673175,-2.144581,-1.714407,-2.163926,-2.035234,-1.455504,-2.16156,1.292125,0.116229,-1.842029,-1.262809,-2.779341,0.91467,-0.020351,-0.485242,-0.361285,-0.694141,-0.976345,active-noncovalent
Cc1nnc2n1-c3ccc(cc3[C@@H](N=C2)c4ccccc4Cl)Cl,Triazolam,28911-01-5,approved; investigational,JOFWLTCLBGQGBO-UHFFFAOYSA-N,"InChI=1S/C17H12Cl2N4/c1-10-21-22-16-9-20-17(12-4-2-3-5-14(12)19)13-8-11(18)6-7-15(13)23(10)16/h2-8H,9H2,1H3",,C17H12Cl2N4,,D00387,5556,46509147,9674,CHEMBL646,,5355,50001765,DB00897,-10.587616,x1077,-6.919648,-7.377413,-7.019471,-7.524433,-10.587616,-7.571667,-8.166779,-7.860918,-6.873127,-4.508287,-7.229102,-7.258301,-5.17802,-5.83467,-6.92722,-6.806121,-6.856213,-8.01441,-7.334953,-6.702711,-7.210848,-6.637376,-8.17627,-5.247213,-5.952407,-5.476238,-4.829126,-3.480428,-4.598473,-4.457561,-5.623938,-7.581698,-6.06929,-6.240927,-5.381853,-7.449646,-6.301305,-5.371144,-5.792075,-5.220388,-4.099755,-7.484975,-6.787119,-3.010978,-5.052218,-4.628969,0.582223,-3.88039,-4.519187,-3.553056,-4.73878,-4.941202,-3.849308,-3.633893,-3.253421,-1.218619,-2.262496,-3.628955,-3.575803,-3.826551,-3.830236,0.335654,-2.328217,-2.394033,-1.145318,active-noncovalent
CC1(Cc2c(c(c(n2C1)CC(=O)[O-])c3ccc(cc3)Cl)c4ccccc4)C,Licofelone,156897-06-2,investigational,UAWXGRJVZSAUSZ-UHFFFAOYSA-N,"InChI=1S/C23H22ClNO2/c1-23(2)13-19-22(15-6-4-3-5-7-15)21(16-8-10-17(24)11-9-16)18(12-20(26)27)25(19)14-23/h3-11H,12-14H2,1-2H3,(H,26,27)",,C23H22ClNO2,,,133021,175426859,,CHEMBL300982,LCF,117391,50038649,DB04725,-10.586469,x1418,-6.818559,-4.195114,-5.159836,-9.776894,-7.466414,-5.624376,-5.525923,-10.45366,-9.964865,-4.241504,-8.10318,-7.070877,-5.457675,-2.539495,-8.987783,-5.794367,-8.931393,-5.187245,-9.174169,-10.586469,-4.882227,-8.357629,-2.132699,-2.625167,-7.623506,-8.345126,0.035169,-0.939997,0.488878,-2.468231,-6.820163,-6.505227,-4.710669,-3.37703,0.566377,-3.70301,-5.665922,-2.521903,-1.804476,-3.527282,2.343785,-3.040185,-8.013582,0.501688,-2.0402,-4.398149,3.092061,-0.569071,-1.690081,-3.792523,-1.244384,-1.421827,-2.136426,-2.35145,0.122365,-0.251177,1.097019,-1.700324,-3.634089,-1.734644,-3.394302,2.867348,-2.165047,-2.503814,2.074378,active-covalent
C/C(=C\C(=O)[O-])/C=C/C=C(/C)\C=C\1/CCCc2c1cccc2,9CUAB30,205252-57-9,investigational,PPGNMFUMZSAZCW-VOYUZAMQSA-N,"InChI=1S/C20H22O2/c1-15(7-5-8-16(2)14-20(21)22)13-18-11-6-10-17-9-3-4-12-19(17)18/h3-5,7-9,12-14H,6,10-11H2,1-2H3,(H,21,22)/b8-5+,15-7-,16-14+,18-13+",,C20H22O2,,,9904203,347828580,,CHEMBL3098771,1O8,8079857,50445062,DB12316,-10.581276,x0831,-9.879027,-6.001235,-7.446036,-10.514922,-6.34983,-6.086508,-10.244643,-10.581276,-8.733398,-5.707574,-8.820334,-5.363856,-6.901167,-3.85093,-7.850178,-5.122044,-8.245386,-5.93697,-7.065827,-7.491807,-8.908527,-8.545816,-5.081378,-5.468892,-6.987948,-8.269027,-4.705422,-2.395129,-1.714354,-4.038957,-6.659714,-5.068608,-6.167444,-4.83745,-3.79681,-4.865117,-6.348439,-2.889167,-6.11348,-3.953297,-1.653656,-5.118745,-6.486728,-4.672433,-4.165875,-3.126915,-0.235571,-2.919248,-4.970459,-4.152877,-5.627619,-2.889269,-0.77526,-2.057658,-2.540287,-1.093308,-2.624101,-2.872031,-2.517543,-3.906118,-3.239168,1.022653,-2.605831,-3.371518,-3.300896,active-covalent
C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34,Norethynodrel,68-23-5,approved,ICTXHFFSOAJUMG-SLHNCBLASA-N,"InChI=1S/C20H26O2/c1-3-20(22)11-9-18-17-6-4-13-12-14(21)5-7-15(13)16(17)8-10-19(18,20)2/h1,16-18,22H,4-12H2,2H3/t16-,17-,18+,19+,20+/m1/s1",,C20H26O2,C14249,D05207,,,34895,CHEMBL1387,,5995,50410507,DB09371,-10.580162,x0749,-6.655056,-4.989748,-10.580162,-6.859793,-8.548275,-8.544696,-8.451166,-6.192013,-4.9962,-5.273148,-8.393362,-7.801987,-6.146096,-3.934354,-5.14891,-7.842185,-4.447303,-5.820824,-4.390707,-4.576553,-6.041876,-7.002762,-4.850523,-3.599271,-6.958367,-4.035278,-4.009154,-2.00221,-1.121963,-2.171984,-4.309886,-4.438501,-2.911578,-5.316645,-5.401472,-6.332242,-5.774494,-2.028148,-5.710257,-2.250344,0.065725,-4.147547,-4.280482,-3.409721,-4.537929,-2.510194,2.706928,-1.443603,-3.225627,-2.189235,-3.214756,-2.017977,-2.056011,-2.522084,-0.086152,0.071098,-0.972884,-1.554278,-2.074614,-2.086836,-1.520444,1.117844,-0.621843,-1.305407,-1.254622,active-covalent
C[C@]12CC[C@@H]3c4ccc(cc4CC[C@H]3[C@@H]1CCC2=O)O,Estrone,53-16-7,approved,DNXHEGUUPJUMQT-CBZIJGRNSA-N,"InChI=1S/C18H22O2/c1-18-9-8-14-13-5-3-12(19)10-11(13)2-4-15(14)16(18)6-7-17(18)20/h3,5,10,14-16,19H,2,4,6-9H2,1H3/t14-,15-,16+,18+/m1/s1",,C18H22O2,C00468,D00067,5870,46505916,17263,CHEMBL1405,J3Z,5660,17289,DB00655,-10.575466,x0749,-7.212194,-5.092486,-10.575466,-5.097836,-8.198656,-8.24122,-7.415022,-6.81819,-6.168709,-5.866273,-9.283277,-7.678061,-7.217675,-4.336945,-6.280368,-7.197641,-4.459908,-5.732861,-6.030846,-6.63616,-6.380085,-6.947916,-5.528537,-3.854878,-7.855671,-4.699041,-4.747394,-4.362946,-1.404384,-2.517498,-6.233108,-6.134234,-4.431375,-3.901606,-6.889964,-6.556056,-5.636349,-3.563142,-6.212533,-4.36059,-0.527193,-3.11517,-4.999389,-4.537567,-3.988344,-4.670075,2.215885,-1.415247,-2.099149,-2.96559,-3.946985,-2.898606,-1.626293,-2.077888,-0.299281,-1.084677,-0.348382,-1.850487,-1.817782,-2.234698,-1.527797,0.254524,-1.043296,-1.058484,-1.15035,active-covalent
c1cc(cc(c1)N2c3cccc(c3Oc4c2cccc4C(=O)[O-])C(=O)[O-])C(F)(F)F,"N-(M-Trifluoromethylphenyl) Phenoxazine-4,6-Dicarboxylic Acid",,experimental,NQOOJFXBGLOGTC-UHFFFAOYSA-N,"InChI=1S/C21H12F3NO5/c22-21(23,24)11-4-1-5-12(10-11)25-15-8-2-6-13(19(26)27)17(15)30-18-14(20(28)29)7-3-9-16(18)25/h1-10H,(H,26,27)(H,28,29)",,C21H12F3NO5,,,4310,46507329,,,BPD,4159,,DB02698,-10.561419,x0830,-4.701297,-3.280771,-7.871128,-10.561419,-5.84129,-4.854352,-5.990355,-8.124294,-7.390904,-5.763717,-7.981622,-5.260942,-7.076292,-2.110034,-6.439775,-5.991265,-7.66286,-4.909252,-6.409745,-7.554256,-5.641926,-7.60153,-8.14641,-1.730382,-6.552648,-5.953364,1.668281,0.610936,-0.522581,-0.250638,-6.638931,-2.204158,-3.167347,-3.377205,2.201931,-4.777659,-5.243344,-1.729892,-4.790357,-1.844193,-0.037299,-3.986923,-6.309321,-3.729195,-1.480146,-2.072281,2.726638,0.916472,-1.160724,-1.02457,1.211225,0.205789,-0.865574,-1.79316,2.685465,-0.07793,2.405272,0.764919,-0.928186,1.59852,0.841907,3.646804,2.748228,2.471982,2.105249,active-covalent
c1cc2c(cc1C(=[NH2+])N)[nH]c(n2)c3cc(ccc3O)F,CRA_1802,,experimental,JOGOACSSLJEREC-UHFFFAOYSA-N,"InChI=1S/C14H11FN4O/c15-8-2-4-12(20)9(6-8)14-18-10-3-1-7(13(16)17)5-11(10)19-14/h1-6,20H,(H3,16,17)(H,18,19)",,C14H11FN4O,,,10869340,46508382,,CHEMBL92277,802,20138882,50102777,DB02875,-10.557934,x0678,-10.557934,-9.300914,-8.788872,-4.993028,-6.188634,-7.285249,-7.520313,-4.527794,-4.179369,-7.021895,-7.099001,-7.031866,-7.172443,-7.073155,-6.791826,-6.917574,-3.505839,-7.587284,-4.156669,-3.09824,-9.270632,-6.431054,-6.238373,-4.474341,-8.213177,-4.53865,-4.595494,-5.203632,-2.85677,-0.474726,-4.621848,-5.160601,-3.083502,-4.285433,-7.663621,-6.781977,-6.714753,-2.186455,-5.035241,-1.508398,-3.835166,-2.844899,-3.697337,-5.354427,-2.210694,-2.346914,-1.067335,-0.49822,-1.587654,-2.072949,-3.084678,-1.728709,-1.867136,-1.499306,0.01297,-1.305868,-1.231041,-1.103143,-1.113942,-0.969918,-0.783513,-5.369037,0.474938,-0.132272,-2.912692,active-noncovalent
c1cncc2c1n3c(n2)C[C@@H]([C@H](C3)[NH3+])c4cc(c(cc4F)F)F,"(7R,8R)-8-(2,4,5-trifluorophenyl)-6,7,8,9-tetrahydroimidazo[1,2-a:4,5-c']dipyrid",,experimental,SOSYXEPELJIJHZ-RNCFNFMXSA-N,"InChI=1S/C16H13F3N4/c17-10-5-12(19)11(18)3-8(10)9-4-16-22-14-6-21-2-1-15(14)23(16)7-13(9)20/h1-3,5-6,9,13H,4,7,20H2/t9-,13+/m1/s1",,C16H13F3N4,,,15953860,99443492,,CHEMBL1194345,361,13095656,50296490,DB07021,-10.556579,x0749,-8.432543,-7.858079,-10.556579,-8.326149,-8.442915,-6.841388,-8.861068,-7.407788,-6.799651,-5.268831,-6.326234,-8.083804,-4.34455,-6.226339,-6.621828,-6.331962,-6.054289,-8.715127,-6.553587,-5.890865,-9.144255,-5.786748,-5.373941,-3.174248,-6.316312,-4.858073,-4.111805,-4.167866,-4.585553,-3.034486,-3.368947,-5.137814,-3.069814,-6.569923,-6.590938,-8.336035,-6.751593,-4.076944,-5.444625,-2.513006,-3.136578,-3.290749,-4.821145,-2.88812,-2.624654,-3.885789,-3.764056,-1.759897,-4.781063,-2.500155,-6.998519,-2.547565,-2.872347,-1.531389,-1.431156,-0.137351,-0.491681,-2.131861,-1.337335,-1.645506,-1.272196,-1.140162,-1.059623,-1.931483,-0.126991,active-covalent
c1cc(ccc1/C=c\2/c(=O)n(/c(=C\[NH3+])/[nH]2)CC(=O)[O-])O,"[2-(Methyleneamine)-4-(4-Hydroxy-Benzylidine)-5-Oxo-4,5-Dihydro-Imidazol-1-Yl]-A",,experimental,IZZXWFHPOZIXIE-YHYXMXQVSA-N,"InChI=1S/C13H13N3O4/c14-6-11-15-10(13(20)16(11)7-12(18)19)5-8-1-3-9(17)4-2-8/h1-5,17H,6-7,14H2,(H,18,19)/b10-5-",,C13H13N3O4,,,49866821,46508376,,,CR2,25057118,,DB03998,-10.538618,x0678,-10.538618,-8.071212,-8.192544,-8.666166,-7.251662,-5.498549,-6.538193,-6.114154,-7.558719,-4.625855,-6.70457,-5.578527,-4.153334,-8.238517,-6.663829,-7.052543,-5.239776,-4.992557,-5.562882,-6.163109,-7.039662,-5.858061,-4.09771,-2.849867,-5.119878,-6.731852,-3.659198,-3.482316,-1.928788,-4.510166,-3.197962,-2.061787,-2.036237,-3.517899,-4.354617,-4.945493,-4.047837,-5.889045,-5.369329,-4.968538,-3.614018,-4.092578,-3.285017,-6.644243,-4.695595,-4.16096,1.188814,0.204919,-4.603332,-3.168301,-1.812709,-1.132479,-0.941731,-0.705036,0.293787,0.972614,0.080877,0.132967,-1.115848,-0.09524,-0.029123,1.416594,-0.699229,0.458139,-1.73034,active-noncovalent
CNc1ccc(cc1[18F])c2nc3ccc(cc3s2)O,Flutemetamol (18F),765922-62-1,approved; investigational,VVECGOCJFKTUAX-HUYCHCPVSA-N,"InChI=1S/C14H11FN2OS/c1-16-11-4-2-8(6-10(11)15)14-17-12-5-3-9(18)7-13(12)19-14/h2-7,16,18H,1H3/i15-1",,C14H11FN2OS,,D10231,15950376,310265064,76611,CHEMBL2042122,,13092196,,DB09151,-10.536270,x0749,-8.571979,-5.560556,-10.53627,-3.756466,-7.538955,-6.921278,-5.432336,-3.553011,-3.229675,-7.077782,-7.700096,-6.685298,-5.308428,-5.361682,-3.953569,-8.936619,-2.530507,-5.745569,-3.605251,-2.834826,-7.033484,-6.910011,-5.020304,-2.22005,-8.133004,-3.12571,-3.804059,-3.225115,-1.451034,-0.299504,-5.842418,-3.485776,-3.434998,-2.95906,-4.897175,-6.489729,-4.148662,-1.108709,-5.469699,-2.978858,-1.158522,-1.27279,-4.247489,-4.094102,-1.930276,-3.013429,4.203638,-0.327391,-0.661054,-2.247964,-4.437421,0.049541,-0.371714,-1.255265,1.197103,-0.16407,-0.975922,-0.865192,0.113133,-0.504382,-0.515435,0.655211,0.115197,-0.126083,-1.395469,active-covalent
