!Source	"The Drug Repurposing Hub, Broad Institute"										
!URL	http://www.broadinstitute.org/repurposing										
!File_date	3/24/2020										
!Table_name	sample information										
!API_available	We suggest using the available data API and/or custom web export function for additional annotation fields and database source information.										
!Disclaimer	For research use only. Do not use the Repurposing Hub to make clinical treatment decisions. BROAD DOES NOT GUARANTEE OR WARRANT THE ACCURACY OF THE DATA WITHIN THE REPURPOSING HUB.  RELIANCE ON THE REPURPOSING HUB IS AT THE USER'S SOLE RISK.										
!Restrictions	The Drug Repurposing Hub data is provided for non-commercial use only.										
!Citation	"Please cite usage as: Corsello SM, et al. Nature Medicine. 2017 Apr 7;23(4):405-408. doi: 10.1038/nm.4306."										
!Contact	repurposing@broadinstitute.org										
broad_id	pert_iname	qc_incompatible	purity	vendor	catalog_no	vendor_name	expected_mass	smiles	InChIKey	pubchem_cid	deprecated_broad_id
BRD-K22641081-001-01-0	cefodizime	0	57.47	AKSci	K170		584.028	CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(CSc3nc(C)c(CC(O)=O)s3)=C(N2C1=O)C(O)=O)c1csc(N)n1 |c:24|	XDZKBRJLTGRPSS-BGZQYGJUSA-N	5361871	BRD-A42969929-001-01-9
BRD-K34058848-304-03-1	cefonicid	0	83.1	MicroSource	1505474	CEFONICID SODIUM	542.035	O[C@@H](C(=O)N[C@H]1[C@H]2SCC(CSc3nnnn3CS(O)(=O)=O)=C(N2C1=O)C(O)=O)c1ccccc1 |c:22|	DYAIAHUQIPBDIP-AXAPSJFSSA-N	43594	BRD-A65872513-304-01-7
BRD-K34058848-304-02-3	cefonicid	0	58.8	MedChemEx	HY-B1300	Cefonicid (sodium)	542.035	O[C@@H](C(=O)N[C@H]1[C@H]2SCC(CSc3nnnn3CS(O)(=O)=O)=C(N2C1=O)C(O)=O)c1ccccc1 |c:22|	DYAIAHUQIPBDIP-AXAPSJFSSA-N	43594	
BRD-K34058848-304-01-5	cefonicid	0	11	MedChemEx	HY-B1300	Cefonicid (sodium)	542.035	O[C@@H](C(=O)N[C@H]1[C@H]2SCC(CSc3nnnn3CS(O)(=O)=O)=C(N2C1=O)C(O)=O)c1ccccc1 |c:22|	DYAIAHUQIPBDIP-AXAPSJFSSA-N	43594	
BRD-K02292852-001-06-9	cefoperazone	0	97.29	MedChemEx	HY-B0210	Cefoperazone	645.142	CCN1CCN(C(=O)N[C@@H](C(=O)N[C@H]2[C@H]3SCC(CSc4nnnn4C)=C(N3C2=O)C(O)=O)c2ccc(O)cc2)C(=O)C1=O |c:26|	GCFBRXLSHGKWDP-XCGNWRKASA-N	44187	
BRD-K02292852-001-04-7	cefoperazone	0	43.51	MicroSource	1502042	CEFOPERAZONE	645.142	CCN1CCN(C(=O)N[C@@H](C(=O)N[C@H]2[C@H]3SCC(CSc4nnnn4C)=C(N3C2=O)C(O)=O)c2ccc(O)cc2)C(=O)C1=O |c:26|	GCFBRXLSHGKWDP-XCGNWRKASA-N	44187	BRD-A73079885-001-01-1
BRD-K02292852-001-02-1	cefoperazone	0	95.7	Selleck	S1611	Cefoperazone	645.142	CCN1CCN(C(=O)N[C@@H](C(=O)N[C@H]2[C@H]3SCC(CSc4nnnn4C)=C(N3C2=O)C(O)=O)c2ccc(O)cc2)C(=O)C1=O |c:26|	GCFBRXLSHGKWDP-XCGNWRKASA-N	44187	
BRD-K37848908-001-06-4	ceforanide	0	0	MicroSource	1502423	CEFORANIDE	519.099	NCc1ccccc1CC(=O)N[C@H]1[C@H]2SCC(CSc3nnnn3CC(O)=O)=C(N2C1=O)C(O)=O |c:29|	SLAYUXIURFNXPG-CRAIPNDOSA-N	43507	BRD-A38738672-001-01-3
BRD-K37848908-001-05-6	ceforanide	0	90.8	AvaChem	2438	"(6R,7R)-7-({[2-(aminomethyl)phenyl]acetyl}amino)-3-({[1-(carboxymethyl)-1H-tetraazol-5-yl]sulfanyl}methyl)-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid"	519.099	NCc1ccccc1CC(=O)N[C@H]1[C@H]2SCC(CSc3nnnn3CC(O)=O)=C(N2C1=O)C(O)=O |c:29|	SLAYUXIURFNXPG-CRAIPNDOSA-N	43507	
BRD-K72339976-065-03-9	cefoselis	0	99.54	Selleck	S1371	Cefoselis sulfate	522.11	CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(Cn3ccc(=N)n3CCO)=C(N2C1=O)C(O)=O)c1csc(N)n1 |c:22|	ZINFAXPQMLDEEJ-GFVOIPPFSA-N	9830520	BRD-K37910175-065-03-0
BRD-K72339976-065-01-3	cefoselis	0	96.68	MedChemEx	HY-B0186B	Cefoselis (sulfate)	522.11	CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(Cn3ccc(=N)n3CCO)=C(N2C1=O)C(O)=O)c1csc(N)n1 |c:22|	ZINFAXPQMLDEEJ-GFVOIPPFSA-N	9830520	
BRD-K72339976-065-04-7	cefoselis	0	90.77	AKSci	O697		522.11	CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(Cn3ccc(=N)n3CCO)=C(N2C1=O)C(O)=O)c1csc(N)n1 |c:22|	ZINFAXPQMLDEEJ-GFVOIPPFSA-N	9830520	BRD-K20284063-065-01-8
BRD-K72339976-065-02-1	cefoselis	0	83.64	Selleck	S1371	Cefoselis Sulfate	522.11	CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(Cn3ccc(=N)n3CCO)=C(N2C1=O)C(O)=O)c1csc(N)n1 |c:22|	ZINFAXPQMLDEEJ-GFVOIPPFSA-N	9830520	BRD-K02689172-065-01-8
BRD-K78364995-236-18-3	cefotaxime	0	95.77	MedChemEx	HY-A0088	Cefotaxime (sodium salt)	455.057	CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(COC(C)=O)=C(N2C1=O)C(O)=O)c1csc(N)n1 |c:16|	GPRBEKHLDVQUJE-QSWIMTSFSA-N	5742673	
BRD-K78364995-236-19-1	cefotaxime	0	66.74	MicroSource	1500165	CEFOTAXIME SODIUM	455.057	CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(COC(C)=O)=C(N2C1=O)C(O)=O)c1csc(N)n1 |c:16|	GPRBEKHLDVQUJE-QSWIMTSFSA-N	5742673	BRD-K99586414-236-04-9
BRD-K78364995-236-17-5	cefotaxime	0	43.81	MedChemEx	HY-A0088	Cefotaxime (sodium salt)	455.057	CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(COC(C)=O)=C(N2C1=O)C(O)=O)c1csc(N)n1 |c:16|	GPRBEKHLDVQUJE-QSWIMTSFSA-N	5742673	
BRD-K78364995-236-16-7	cefotaxime	0	65.5	Sigma	MFCD00079073	"sodium (6R,7R)-3-[(acetyloxy)methyl]-7-{[(2Z)-2-(2-amino-1,3-thiazol-4-yl)-2-(methoxyimino)ethanoyl]amino}-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylate"	455.057	CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(COC(C)=O)=C(N2C1=O)C(O)=O)c1csc(N)n1 |c:16|	GPRBEKHLDVQUJE-QSWIMTSFSA-N	5742673	
BRD-A78723049-001-01-2	cefotetan	0	88.4	MicroSource	1502424	CEFOTETAN	575.002	"CO[C@]1(NC(=O)C2SC(S2)=C(C(N)=O)C(O)=O)[C@H]2SCC(CSc3nnnn3C)=C(N2C1=O)C(O)=O |a:2,&1:17,c:30|"	SRZNHPXWXCNNDU-IXOPCIAXSA-N		
BRD-K02275692-300-01-8	cefotiam	0	65.54	Prestwick	Prestw-482	Cefotiam hydrochloride	525.104	CN(C)CCn1nnnc1SCC1=C(N2[C@H](SC1)[C@H](NC(=O)Cc1csc(N)n1)C2=O)C(O)=O |t:13|	QYQDKDWGWDOFFU-IUODEOHRSA-N	43708	
BRD-K02275692-300-02-6	cefotiam	0	88.63	MedChemEx	HY-B0734A	Cefotiam (hydrochloride)	525.104	CN(C)CCn1nnnc1SCC1=C(N2[C@H](SC1)[C@H](NC(=O)Cc1csc(N)n1)C2=O)C(O)=O |t:13|	QYQDKDWGWDOFFU-IUODEOHRSA-N	43708	
BRD-A76661185-300-02-4	cefotiam-cilexetil	0	22.36	SantaCruz	sc-211042		695.198	"C[C@@H](OC(=O)OC1CCCCC1)OC(=O)C1=C(CSc2nnnn2CCN(C)C)CS[C@H]2[C@@H](NC(=O)Cc3csc(N)n3)C(=O)N12 |&1:1,&2:31,&3:32,c:16|"	VVFDMWZLBPUKTD-XLHILCRZSA-N		
BRD-A76661185-300-01-6	cefotiam-cilexetil	0	23.99	SantaCruz	sc-211042		695.198	"C[C@@H](OC(=O)OC1CCCCC1)OC(=O)C1=C(CSc2nnnn2CCN(C)C)CS[C@H]2[C@@H](NC(=O)Cc3csc(N)n3)C(=O)N12 |&1:1,&2:31,&3:32,c:16|"	VVFDMWZLBPUKTD-XLHILCRZSA-N		
BRD-K70976396-236-27-8	cefoxitin	0	98.36	MedChemEx	HY-B1117	Cefoxitin (sodium)	427.051	CO[C@]1(NC(=O)Cc2cccs2)[C@H]2SCC(COC(N)=O)=C(N2C1=O)C(O)=O |c:21|	WZOZEZRFJCJXNZ-ZBFHGGJFSA-N	441199	
BRD-K70976396-236-25-2	cefoxitin	0	61.17	MicroSource	1502031	CEFOXITIN SODIUM	427.051	CO[C@]1(NC(=O)Cc2cccs2)[C@H]2SCC(COC(N)=O)=C(N2C1=O)C(O)=O |c:21|	WZOZEZRFJCJXNZ-ZBFHGGJFSA-N	441199	
BRD-K70976396-236-26-0	cefoxitin	0	94.11	MedChemEx	HY-B1117	Cefoxitin (sodium)	427.051	CO[C@]1(NC(=O)Cc2cccs2)[C@H]2SCC(COC(N)=O)=C(N2C1=O)C(O)=O |c:21|	WZOZEZRFJCJXNZ-ZBFHGGJFSA-N	441199	
BRD-K46970505-003-02-9	cefozopran	0	88.69	MedChemEx	HY-B0771A	Cefozopran (hydrochloride)	516.087	CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(C[n+]3ccn4ncccc34)=C(N2C1=O)C(O)=O)c1nsc(N)n1 |c:23|	QDUIJCOKQCCXQY-WHJQOFBOSA-O	5491955	
BRD-K46970505-003-01-9	cefozopran	0	90.83	MedChemEx	HY-B0771A	Cefozopran (hydrochloride)	516.087	CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(C[n+]3ccn4ncccc34)=C(N2C1=O)C(O)=O)c1nsc(N)n1 |c:23|	QDUIJCOKQCCXQY-WHJQOFBOSA-O	5491955	
BRD-K92872987-001-02-9	cefpiramide	0	76.3	MicroSource	1503869	CEFPIRAMIDE	612.121	Cc1cc(=O)c(c[nH]1)C(=O)N[C@@H](C(=O)N[C@H]1[C@H]2SCC(CSc3nnnn3C)=C(N2C1=O)C(O)=O)c1ccc(O)cc1 |c:29|	PWAUCHMQEXVFJR-PMAPCBKXSA-N	636405	BRD-A39975020-001-01-9
BRD-K92872987-001-01-1	cefpiramide	0	86.38	Sigma	MFCD00864893	"(6R,7R)-7-{[(2R)-2-{[(4-hydroxy-6-methyl-3-pyridinyl)carbonyl]amino}-2-(4-hydroxyphenyl)ethanoyl]amino}-3-{[(1-methyl-1H-tetraazol-5-yl)sulfanyl]methyl}-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-car"	612.121	Cc1cc(=O)c(c[nH]1)C(=O)N[C@@H](C(=O)N[C@H]1[C@H]2SCC(CSc3nnnn3C)=C(N2C1=O)C(O)=O)c1ccc(O)cc1 |c:29|	PWAUCHMQEXVFJR-PMAPCBKXSA-N	636405	
BRD-K92872987-236-03-9	cefpiramide	0	61.86	MedChemEx	HY-B0798	Cefpiramide (sodium)	612.121	Cc1cc(=O)c(c[nH]1)C(=O)N[C@@H](C(=O)N[C@H]1[C@H]2SCC(CSc3nnnn3C)=C(N2C1=O)C(O)=O)c1ccc(O)cc1 |c:29|	PWAUCHMQEXVFJR-PMAPCBKXSA-N	636405	
BRD-K56542719-065-01-4	cefpirome	0	91.01	ChemImpex	15154		515.117	CO\N=C(\C(=O)N[C@H]1[C@H]2SCC(C[n+]3cccc4CCCc34)=C(N2C1=O)C(O)=O)c1csc(N)n1 |c:23|	DKOQGJHPHLTOJR-PUIFZAHNSA-O	6917675	
BRD-A34205213-001-03-9	cefpodoxime	0	49.13	Key	KS-1149	"1-[(isopropoxycarbonyl)oxy]ethyl (6R,7R)-7-{[(2Z)-2-(2-amino-1,3-thiazol-4-yl)-2-(methoxyimino)ethanoyl]amino}-3-(methoxymethyl)-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylate"	557.125	"COCC1=C(N2[C@H](SC1)[C@H](NC(=O)C(=N/OC)\c1csc(N)n1)C2=O)C(=O)O[C@@H](C)OC(=O)OC(C)C |a:6,9,&1:28,t:3|"	LTINZAODLRIQIX-OLEGMKQCSA-N	51546414	
BRD-A34205213-001-04-7	cefpodoxime	0	48.22	MicroSource	1505637	CEFPODOXIME PROXETIL	557.125	"COCC1=C(N2[C@H](SC1)[C@H](NC(=O)C(=N/OC)\c1csc(N)n1)C2=O)C(=O)O[C@@H](C)OC(=O)OC(C)C |a:6,9,&1:28,t:3|"	LTINZAODLRIQIX-OLEGMKQCSA-N	51546414	BRD-A87387433-001-03-5
BRD-K24871708-001-01-4	cefprozil	0	44.09	MicroSource	1505364	CEFPROZIL	389.105	C\C=C\C1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)c1ccc(O)cc1)C2=O)C(O)=O |t:3|	WDLWHQDACQUCJR-ZAMMOSSLSA-N	5281006	BRD-A85137183-001-03-8
BRD-K24871708-002-03-8	cefprozil	0	56.44	Selleck	S2544	Cefprozil hydrate (Cefzil)	389.105	C\C=C\C1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)c1ccc(O)cc1)C2=O)C(O)=O |t:3|	WDLWHQDACQUCJR-ZAMMOSSLSA-N	5281006	
BRD-K24871708-002-04-6	cefprozil	0	76.4	MedChemEx	HY-B0458	Cefprozil (monohydrate)	389.105	C\C=C\C1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)c1ccc(O)cc1)C2=O)C(O)=O |t:3|	WDLWHQDACQUCJR-ZAMMOSSLSA-N	5281006	
BRD-K24871708-002-02-0	cefprozil	0	43.83	Selleck	S2544	Cefprozil hydrate (Cefzil)	389.105	C\C=C\C1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)c1ccc(O)cc1)C2=O)C(O)=O |t:3|	WDLWHQDACQUCJR-ZAMMOSSLSA-N	5281006	
BRD-K13797099-001-02-9	cefradine	0	65.46	MedChemEx	HY-B1156	Cefradine	349.11	"CC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)C1=CCC=CC1)C2=O)C(O)=O |c:17,t:1,14|"	RDLPVSKMFDYCOR-UEKVPHQBSA-N	40467109	
BRD-K13797099-001-01-1	cefradine	0	13.45	MedChemEx	HY-B1156	Cefradine	349.11	"CC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)C1=CCC=CC1)C2=O)C(O)=O |c:17,t:1,14|"	RDLPVSKMFDYCOR-UEKVPHQBSA-N	40467109	
BRD-K13797099-001-03-9	cefradine	0	29.8	MedChemEx	HY-B1156	Cefradine	349.11	"CC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)C1=CCC=CC1)C2=O)C(O)=O |c:17,t:1,14|"	RDLPVSKMFDYCOR-UEKVPHQBSA-N	40467109	
BRD-K03907181-236-06-8	cefsulodin	0	0	MedChemEx	HY-13588	Cefsulodin (sodium)	533.08	NC(=O)c1cc[n+](CC2=C(N3[C@H](SC2)[C@H](NC(=O)[C@@H](c2ccccc2)S(O)(=O)=O)C3=O)C(O)=O)cc1 |t:8|	SYLKGLMBLAAGSC-QLVMHMETSA-O	656576	
BRD-K03907181-236-05-0	cefsulodin	0	0	MedChemEx	HY-13588	Cefsulodin (sodium)	533.08	NC(=O)c1cc[n+](CC2=C(N3[C@H](SC2)[C@H](NC(=O)[C@@H](c2ccccc2)S(O)(=O)=O)C3=O)C(O)=O)cc1 |t:8|	SYLKGLMBLAAGSC-QLVMHMETSA-O	656576	
BRD-K03907181-236-04-3	cefsulodin	0	0	Sigma	MFCD07793338	"sodium (6R,7R)-3-{[4-(aminocarbonyl)-1-pyridiniumyl]methyl}-8-oxo-7-{[(2R)-2-phenyl-2-sulfonatoethanoyl]amino}-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylate"	533.08	NC(=O)c1cc[n+](CC2=C(N3[C@H](SC2)[C@H](NC(=O)[C@@H](c2ccccc2)S(O)(=O)=O)C3=O)C(O)=O)cc1 |t:8|	SYLKGLMBLAAGSC-QLVMHMETSA-O	656576	
BRD-K03907181-236-07-6	cefsulodin	0	29.68	MicroSource	1502029	CEFSULODIN SODIUM	533.08	NC(=O)c1cc[n+](CC2=C(N3[C@H](SC2)[C@H](NC(=O)[C@@H](c2ccccc2)S(O)(=O)=O)C3=O)C(O)=O)cc1 |t:8|	SYLKGLMBLAAGSC-QLVMHMETSA-O	656576	BRD-A86462796-236-04-8
BRD-K37252028-349-01-8	ceftaroline-fosamil	0	63.93	GLSyntech	JN-0957	"4-(2-(((6R,7R)-2-carboxy-7-((E)-2-(ethoxyimino)-2-(5-(phosphonoamino)-1,2,4-thiadiazol-3-yl)acetamido)-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-en-3-yl)thio)thiazol-4-yl)-1-methylpyridin-1-ium acetate hy;drate"	685.018	CCO\N=C(\C(=O)N[C@H]1[C@H]2SCC(Sc3nc(cs3)-c3cc[n+](C)cc3)=C(N2C1=O)C(O)=O)c1nc(=NP(O)(O)=O)s[nH]1 |c:27|	ZCCUWMICIWSJIX-XHNDKCDBSA-O	10033059	
BRD-K52117081-345-03-1	ceftazidime	0	47	Sigma	MFCD00153936	"(6R,7R)-7-({(2Z)-2-(2-amino-1,3-thiazol-4-yl)-2-[(1-carboxy-1-methylethoxy)imino]ethanoyl}amino)-8-oxo-3-(1-pyridiniumylmethyl)-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylate pentahydrate"	547.107	CC(C)(O\N=C(/C(=O)N[C@H]1[C@H]2SCC(C[n+]3ccccc3)=C(N2C1=O)C(O)=O)c1csc(N)n1)C(O)=O |c:21|	ORFOPKXBNMVMKC-DWVKKRMSSA-O	6321415	
BRD-K52117081-001-03-0	ceftazidime	0	74	MedChemEx	HY-B0593	Ceftazidime	547.107	CC(C)(O\N=C(/C(=O)N[C@H]1[C@H]2SCC(C[n+]3ccccc3)=C(N2C1=O)C(O)=O)c1csc(N)n1)C(O)=O |c:21|	ORFOPKXBNMVMKC-DWVKKRMSSA-O	6321415	
BRD-K52117081-396-01-8	ceftazidime	0	0	MicroSource	1505782	CEFTAZIDIME	547.107	CC(C)(O\N=C(/C(=O)N[C@H]1[C@H]2SCC(C[n+]3ccccc3)=C(N2C1=O)C(O)=O)c1csc(N)n1)C(O)=O |c:21|	ORFOPKXBNMVMKC-DWVKKRMSSA-O	6321415	BRD-A73933229-396-01-8
BRD-K52117081-001-02-2	ceftazidime	0	0	MedChemEx	HY-B0593	Ceftazidime	547.107	CC(C)(O\N=C(/C(=O)N[C@H]1[C@H]2SCC(C[n+]3ccccc3)=C(N2C1=O)C(O)=O)c1csc(N)n1)C(O)=O |c:21|	ORFOPKXBNMVMKC-DWVKKRMSSA-O	6321415	
BRD-K52117081-345-04-9	ceftazidime	0	78.15	Selleck	S4314		547.107	CC(C)(O\N=C(/C(=O)N[C@H]1[C@H]2SCC(C[n+]3ccccc3)=C(N2C1=O)C(O)=O)c1csc(N)n1)C(O)=O |c:21|	ORFOPKXBNMVMKC-DWVKKRMSSA-O	6321415	
BRD-K11124378-001-04-6	ceftibuten	0	78.69	MicroSource	1505207	CEFTIBUTEN	410.035	Nc1nc(cs1)C(=C\CC(O)=O)\C(=O)N[C@H]1[C@H]2SCC=C(N2C1=O)C(O)=O |c:20|	UNJFKXSSGBWRBZ-BJCIPQKHSA-N	5282242	
BRD-K11124378-335-03-0	ceftibuten	0	55.48	MedChemEx	HY-B0698A	Ceftibuten (dihydrate)	410.035	Nc1nc(cs1)C(=C\CC(O)=O)\C(=O)N[C@H]1[C@H]2SCC=C(N2C1=O)C(O)=O |c:20|	UNJFKXSSGBWRBZ-BJCIPQKHSA-N	5282242	
BRD-K11124378-335-01-4	ceftibuten	0	44	MedChemEx	HY-B0698A	"(6R,7R)-7-{[(2Z)-2-(2-amino-1,3-thiazol-4-yl)-4-carboxy-2-butenoyl]amino}-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid dihydrate"	410.035	Nc1nc(cs1)C(=C\CC(O)=O)\C(=O)N[C@H]1[C@H]2SCC=C(N2C1=O)C(O)=O |c:20|	UNJFKXSSGBWRBZ-BJCIPQKHSA-N	5282242	
BRD-K11124378-335-02-2	ceftibuten	0	78.41	MedChemEx	HY-B0698A	Ceftibuten (dihydrate)	410.035	Nc1nc(cs1)C(=C\CC(O)=O)\C(=O)N[C@H]1[C@H]2SCC=C(N2C1=O)C(O)=O |c:20|	UNJFKXSSGBWRBZ-BJCIPQKHSA-N	5282242	
BRD-K11124378-002-01-0	ceftibuten	0	95.4	Sigma	MFCD20488049	"(6R,7R)-7-{[(2Z)-2-(2-amino-1,3-thiazol-4-yl)-4-carboxy-2-butenoyl]amino}-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid hydrate"	410.035	Nc1nc(cs1)C(=C\CC(O)=O)\C(=O)N[C@H]1[C@H]2SCC=C(N2C1=O)C(O)=O |c:20|	UNJFKXSSGBWRBZ-BJCIPQKHSA-N	5282242	
BRD-K82960980-003-01-9	ceftiofur	0	91.98	MicroSource	1504832	CEFTIOFUR HYDROCHLORIDE	523.029	CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(CSC(=O)c3ccco3)=C(N2C1=O)C(O)=O)c1csc(N)n1 |c:21|	ZBHXIWJRIFEVQY-IHMPYVIRSA-N	6328657	BRD-K75097379-003-01-8
BRD-K82960980-236-05-9	ceftiofur	0	79.64	MedChemEx	HY-B0898	Ceftiofur (sodium)	523.029	CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(CSC(=O)c3ccco3)=C(N2C1=O)C(O)=O)c1csc(N)n1 |c:21|	ZBHXIWJRIFEVQY-IHMPYVIRSA-N	6328657	
BRD-K82960980-003-03-5	ceftiofur	0	88.46	Selleck	S2543	Ceftiofur HCl	523.029	CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(CSC(=O)c3ccco3)=C(N2C1=O)C(O)=O)c1csc(N)n1 |c:21|	ZBHXIWJRIFEVQY-IHMPYVIRSA-N	6328657	BRD-K15436267-003-01-6
BRD-K82960980-003-02-7	ceftiofur	0	93.8	Selleck	S2543	Ceftiofur hydrochloride	523.029	CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(CSC(=O)c3ccco3)=C(N2C1=O)C(O)=O)c1csc(N)n1 |c:21|	ZBHXIWJRIFEVQY-IHMPYVIRSA-N	6328657	BRD-K21017401-003-02-1
BRD-K04301924-236-03-2	ceftizoxim	0	88.85	MedChemEx	HY-B1596A	Ceftizoxime (sodium)	383.036	CO\N=C(/C(=O)N[C@H]1[C@H]2SCC=C(N2C1=O)C(O)=O)c1csc(N)n1 |c:11|	NNULBSISHYWZJU-LLKWHZGFSA-N	6533629	
BRD-K04301924-236-01-6	ceftizoxim	0	40.24	Enzo	AC3053	CEFTIZOXIM SODIUM	383.036	CO\N=C(/C(=O)N[C@H]1[C@H]2SCC=C(N2C1=O)C(O)=O)c1csc(N)n1 |c:11|	NNULBSISHYWZJU-LLKWHZGFSA-N	6533629	
BRD-K04301924-236-02-4	ceftizoxim	0	53.23	MedChemEx	HY-B1596A	Ceftizoxime (sodium)	383.036	CO\N=C(/C(=O)N[C@H]1[C@H]2SCC=C(N2C1=O)C(O)=O)c1csc(N)n1 |c:11|	NNULBSISHYWZJU-LLKWHZGFSA-N	6533629	
BRD-K00003117-001-01-9	ceftobiprole	0	79	MedChemEx	HY-112579	Ceftobiprole	534.11	[H][C@]12SCC(\C=C3/CCN([C@@H]4CCNC4)C3=O)=C(N1C(=O)[C@H]2NC(=O)C(=N/O)\c1nsc(N)n1)C(O)=O |c:18|	VOAZJEPQLGBXGO-SDAWRPRTSA-N	138319339	
BRD-K96734425-324-01-5	ceftriaxone	0	64.12	MicroSource	1503111	CEFTRIAXONE SODIUM TRIHYDRATE	554.046	CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(CSc3nc(=O)c(O)nn3C)=C(N2C1=O)C(O)=O)c1csc(N)n1 |c:23|	VAAUVRVFOQPIGI-SPQHTLEESA-N	5479530	BRD-K38010979-324-03-7
BRD-K96734425-304-01-7	ceftriaxone	0	85.48	MedChemEx	HY-B0712B	Ceftriaxone (sodium salt)	554.046	CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(CSc3nc(=O)c(O)nn3C)=C(N2C1=O)C(O)=O)c1csc(N)n1 |c:23|	VAAUVRVFOQPIGI-SPQHTLEESA-N	5479530	
BRD-K02733959-236-06-9	cefuroxime	0	86.53	MedChemEx	HY-B1256	Cefuroxime (sodium)	424.069	CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(COC(N)=O)=C(N2C1=O)C(O)=O)c1ccco1 |c:16|	JFPVXVDWJQMJEE-IZRZKJBUSA-N	5479529	
BRD-K02733959-236-07-7	cefuroxime	0	82.75	MicroSource	1502033	CEFUROXIME SODIUM	424.069	CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(COC(N)=O)=C(N2C1=O)C(O)=O)c1ccco1 |c:16|	JFPVXVDWJQMJEE-IZRZKJBUSA-N	5479529	BRD-A76746748-236-04-5
BRD-K02733959-236-05-1	cefuroxime	0	77.86	MedChemEx	HY-B1256	Cefuroxime (sodium)	424.069	CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(COC(N)=O)=C(N2C1=O)C(O)=O)c1ccco1 |c:16|	JFPVXVDWJQMJEE-IZRZKJBUSA-N	5479529	
BRD-A22303829-001-01-6	cefuroxime-axetil	0	56.52	Sigma	A4237	"1-(acetyloxy)ethyl (6R,7R)-3-{[(aminocarbonyl)oxy]methyl}-7-{[(2Z)-2-(2-furyl)-2-(methoxyimino)ethanoyl]amino}-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylate"	510.106	"CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(COC(N)=O)=C(N2C1=O)C(=O)O[C@@H](C)OC(C)=O)c1ccco1 |a:7,8,&1:24,c:16|"	KEJCWVGMRLCZQQ-QFDKGRJDSA-N	9806360	
BRD-A22303829-001-02-4	cefuroxime-axetil	0	36.9	MicroSource	1504175	CEFUROXIME AXETIL	510.106	"CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(COC(N)=O)=C(N2C1=O)C(=O)O[C@@H](C)OC(C)=O)c1ccco1 |a:7,8,&1:24,c:16|"	KEJCWVGMRLCZQQ-QFDKGRJDSA-N	9806360	BRD-A36322567-001-02-4
BRD-A22303829-001-03-9	cefuroxime-axetil	0	53.54	Sigma	MFCD00864991	Cefuroxime Axetil	510.106	"CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(COC(N)=O)=C(N2C1=O)C(=O)O[C@@H](C)OC(C)=O)c1ccco1 |a:7,8,&1:24,c:16|"	KEJCWVGMRLCZQQ-QFDKGRJDSA-N	9806360	
BRD-K02637541-001-22-2	celecoxib	0	95.12	Tocris	3786	Celecoxib	381.076	Cc1ccc(cc1)-c1cc(nn1-c1ccc(cc1)S(N)(=O)=O)C(F)(F)F	RZEKVGVHFLEQIL-UHFFFAOYSA-N	2662	
