SMILES,TITLE,Hybrid2,docked_fragment,site
Cc1c(cnc(n1)C)OC[C@]2(C[C@H]2C(=O)Nc3ccc(cn3)F)c4cccc(c4)F,BRD-K78666663-001-01-6,-11.741239,x0678,active-noncovalent
c1cc(cnc1)/C=C/C(=O)c2ccncc2,BRD-K58413118-001-01-8,-11.732655,x0678,active-noncovalent
CO/[NH+]=C(\N)/c1ccc(cc1)c2oc(cc2)c3ccc(cc3)/C(=[NH+]/OC)/N,BRD-K68805147-001-01-8,-11.567801,x0104,active-noncovalent
c1cc(c(cc1[C@@H]2[C@@H](Cc3c(cc(cc3O2)O)O)OC(=O)c4cc(c(c(c4)O)O)O)O)O,BRD-K50660797-001-04-4,-11.565519,x0678,active-noncovalent
c1cc(c(cc1[C@@H]2[C@@H](Cc3c(cc(cc3O2)O)O)OC(=O)c4cc(c(c(c4)O)O)O)O)O,BRD-K50660797-001-05-1,-11.565519,x0678,active-noncovalent
CCc1cc2c(s1)-n3c(nnc3C=N[C@H]2c4ccccc4Cl)C,BRD-K68232413-001-01-2,-11.564081,x0708,active-covalent
c1ccc(cc1)Oc2nc3c(c(n2)NC4CCCCC4)[nH]cn3,BRD-K10575656-034-01-0,-11.546358,x0678,active-noncovalent
c1ccc(cc1)Oc2nc3c(c(n2)NC4CCCCC4)[nH]cn3,BRD-M86143595-034-03-4,-11.546358,x0678,active-noncovalent
c1ccc(cc1)OCc2ccc(cc2)CCC[NH+]3CCOCC3,BRD-K44942188-001-09-1,-11.528082,x0104,active-noncovalent
C[N@H+]1CCc2cccc-3c2[C@@H]1Cc4c3c(c(cc4)O)O,BRD-A35931254-003-04-3,-11.522030,x0195,active-noncovalent
Cc1c(c2ccccc2[nH]1)CC[NH2+]Cc3ccc(cc3)CCC(=O)N=O,BRD-K02130563-001-12-2,-11.509398,x0967,active-noncovalent
Cc1c(c2ccccc2[nH]1)CC[NH2+]Cc3ccc(cc3)CCC(=O)N=O,BRD-K02130563-001-14-8,-11.509398,x0967,active-noncovalent
Cc1c(c2ccccc2[nH]1)CC[NH2+]Cc3ccc(cc3)CCC(=O)N=O,BRD-K02130563-001-15-5,-11.509398,x0967,active-noncovalent
Cc1c(c2ccccc2[nH]1)CC[NH2+]Cc3ccc(cc3)CCC(=O)N=O,BRD-K02130563-001-11-4,-11.509398,x0967,active-noncovalent
C[C@@]12CCc3c(cco3)[C@H]1CC[C@]45[C@H]2CC[C@H](C4)[C@](C5)(CO)O,BRD-K46741531-001-02-4,-11.504668,x0749,active-covalent
c1cc(ccc1c2coc3cc(ccc3c2=O)O)O,BRD-K42095107-001-18-9,-11.492462,x0749,active-covalent
c1cc(ccc1c2coc3cc(ccc3c2=O)O)O,BRD-K42095107-001-16-3,-11.492462,x0749,active-covalent
c1cc(ccc1c2coc3cc(ccc3c2=O)O)O,BRD-K42095107-001-22-1,-11.492462,x0749,active-covalent
c1cc(ccc1c2coc3cc(ccc3c2=O)O)O,BRD-K42095107-001-17-1,-11.492462,x0749,active-covalent
c1cc(ccc1c2coc3cc(ccc3c2=O)O)O,BRD-K42095107-001-21-3,-11.492462,x0749,active-covalent
c1cc(cc2c1cc(cc2)C(=O)[O-])c3ccc(c(c3)C45CC6CC(C4)CC(C6)C5)O,BRD-K28907958-001-05-0,-11.491298,x0161,active-noncovalent
c1cc(cc2c1cc(cc2)C(=O)[O-])c3ccc(c(c3)C45CC6CC(C4)CC(C6)C5)O,BRD-K28907958-001-04-3,-11.491298,x0161,active-noncovalent
c1cc(ccc1C2=Cc3ccc(cc3OC2)O)O,BRD-K74671368-001-01-8,-11.462839,x0749,active-covalent
c1cc(ccc1c2[nH]c(c(n2)c3ccncc3)c4ccc(cc4)F)O,BRD-K54330070-001-15-4,-11.455310,x0434,active-noncovalent
c1cc(ccc1c2[nH]c(c(n2)c3ccncc3)c4ccc(cc4)F)O,BRD-K54330070-001-16-2,-11.455310,x0434,active-noncovalent
c1cc(ccc1c2[nH]c(c(n2)c3ccncc3)c4ccc(cc4)F)O,BRD-K54330070-001-19-6,-11.455310,x0434,active-noncovalent
CC(=O)NCCc1c2ccccc2[nH]c1Cc3ccccc3,BRD-K67013324-001-04-9,-11.436106,x0749,active-covalent
CC(=O)NCCc1c2ccccc2[nH]c1Cc3ccccc3,BRD-K67013324-001-03-1,-11.436106,x0749,active-covalent
c1cc2cnccc2c(c1)S(=O)(=O)NCC[NH2+]C/C=C/c3ccc(cc3)Br,BRD-K27737647-300-08-9,-11.430328,x0678,active-noncovalent
c1cc2cnccc2c(c1)S(=O)(=O)NCC[NH2+]C/C=C/c3ccc(cc3)Br,BRD-K27737647-300-04-8,-11.430328,x0678,active-noncovalent
c1cc2cnccc2c(c1)S(=O)(=O)NCC[NH2+]C/C=C/c3ccc(cc3)Br,BRD-K27737647-300-03-0,-11.430328,x0678,active-noncovalent
c1cc(ccc1Nc2cc3c(cc2Nc4ccc(cc4)F)C(=O)NC3=O)F,BRD-K32292990-001-04-4,-11.413448,x0678,active-noncovalent
c1cc(ccc1Nc2cc3c(cc2Nc4ccc(cc4)F)C(=O)NC3=O)F,BRD-K32292990-001-03-6,-11.413448,x0678,active-noncovalent
C[N@@H+]1CCc2c(c3ccccc3n2Cc4ccc(cc4)C(=O)NO)C1,BRD-K00627859-003-03-7,-11.396202,x0195,active-noncovalent
C[N@@H+]1CCc2c(c3ccccc3n2Cc4ccc(cc4)C(=O)NO)C1,BRD-K00627859-001-06-4,-11.396202,x0195,active-noncovalent
C[N@@H+]1CCc2c(c3ccccc3n2Cc4ccc(cc4)C(=O)NO)C1,BRD-K00627859-001-07-2,-11.396202,x0195,active-noncovalent
CNC(=O)c1ccccc1Sc2ccc3c(c2)n[nH]c3/C=C/c4ccccn4,BRD-K29905972-001-12-1,-11.394080,x0104,active-noncovalent
CNC(=O)c1ccccc1Sc2ccc3c(c2)n[nH]c3/C=C/c4ccccn4,BRD-K29905972-001-08-9,-11.394080,x0104,active-noncovalent
CNC(=O)c1ccccc1Sc2ccc3c(c2)n[nH]c3/C=C/c4ccccn4,BRD-K29905972-001-06-3,-11.394080,x0104,active-noncovalent
CNC(=O)c1ccccc1Sc2ccc3c(c2)n[nH]c3/C=C/c4ccccn4,BRD-K29905972-001-11-3,-11.394080,x0104,active-noncovalent
CNC(=O)c1ccccc1Sc2ccc3c(c2)n[nH]c3/C=C/c4ccccn4,BRD-K29905972-001-10-5,-11.394080,x0104,active-noncovalent
c1c[nH]c2c1c(c(c[nH+]2)C(=O)N)NC3[C@@H]4CC5C[C@H]3CC(C4)(C5)O,BRD-A14577621-001-01-5,-11.379725,x0161,active-noncovalent
C[C@H](c1ccc(c(c1)F)c2ccccc2)C(=O)[O-],BRD-K75410565-001-02-9,-11.357160,x0678,active-noncovalent
C[C@]12CC[C@H]3c4ccc(cc4CC[C@@H]3[C@H]1C[C@@H]([C@@H]2O)O)O,BRD-A63433173-001-02-1,-11.353638,x0749,active-covalent
CCOC(=O)NNc1c2ccccc2cnn1,BRD-K68553471-003-12-3,-11.343122,x0678,active-noncovalent
c1ccc2c(c1)ncc(n2)NS(=O)(=O)c3ccc(cc3)N,BRD-K71133585-236-14-4,-11.320952,x0678,active-noncovalent
c1ccc2c(c1)ccc3c2cc(c4c3cccc4)N,BRD-K00656370-001-10-5,-11.298630,x0749,active-covalent
Cn1cc2c3c1cccc3[C@H]4C[C@@H](C[N@H+]([C@@H]4C2)C)NS(=O)(=O)N(C)C,BRD-K91336023-003-01-0,-11.295732,x0195,active-noncovalent
c1c(cc(c(c1O)O)O)c2c(cc3c(cc(cc3[o+]2)O)O)O,BRD-K79107392-003-02-2,-11.289549,x0749,active-covalent
c1c(cc(c(c1O)O)O)c2c(cc3c(cc(cc3[o+]2)O)O)O,BRD-K79107392-003-01-4,-11.289549,x0749,active-covalent
C[N@@H+]1CCc2cccc-3c2[C@H]1Cc4c3c(c(cc4)O)O,BRD-K76022557-001-03-9,-11.281105,x0195,active-noncovalent
C[N@@H+]1CCc2cccc-3c2[C@H]1Cc4c3c(c(cc4)O)O,BRD-K76022557-003-02-7,-11.281105,x0195,active-noncovalent
C[N@@H+]1CCc2c(c3ccccc3n2Cc4ccccc4)C1,BRD-K29713308-077-04-1,-11.277544,x0195,active-noncovalent
C[N@@H+]1CCc2c(c3ccccc3n2Cc4ccccc4)C1,BRD-K29713308-001-01-7,-11.277544,x0195,active-noncovalent
c1cc(ccc1c2ccc(o2)c3ccc(cc3)C(=[NH2+])N)C(=[NH2+])N,BRD-K77758223-300-01-1,-11.259153,x0395,active-noncovalent
c1cc(ccc1C[C@@H]2c3cc(c(cc3CC[NH2+]2)O)O)O,BRD-A55204514-003-01-2,-11.253945,x0195,active-noncovalent
c1cc(ccc1c2coc3cc(cc(c3c2=O)[O-])O)O,BRD-K43797669-001-28-8,-11.252321,x0749,active-covalent
c1cc(ccc1c2coc3cc(cc(c3c2=O)[O-])O)O,BRD-K43797669-001-31-2,-11.252321,x0749,active-covalent
c1cc(ccc1c2coc3cc(cc(c3c2=O)[O-])O)O,BRD-K43797669-001-30-4,-11.252321,x0749,active-covalent
c1cc(ccc1c2coc3cc(cc(c3c2=O)[O-])O)O,BRD-K43797669-001-29-6,-11.252321,x0749,active-covalent
c1cc(c(cc1Oc2c(cc(cc2I)C[C@@H](C(=O)[O-])[NH3+])I)I)O,BRD-K89152108-236-07-6,-11.238697,x0678,active-noncovalent
c1cc(c(cc1Oc2c(cc(cc2I)C[C@@H](C(=O)[O-])[NH3+])I)I)O,BRD-K89152108-236-06-8,-11.238697,x0678,active-noncovalent
c1cc(c(cc1Oc2c(cc(cc2I)C[C@@H](C(=O)[O-])[NH3+])I)I)O,BRD-K89152108-236-05-0,-11.238697,x0678,active-noncovalent
c1ccc2c(c1)cccc2C[C@@H]3c4cc(c(cc4CC[NH2+]3)O)O,BRD-A26458246-004-02-1,-11.237705,x0195,active-noncovalent
c1ccc2c(c1)cccc2C[C@@H]3c4cc(c(cc4CC[NH2+]3)O)O,BRD-A26458246-004-01-3,-11.237705,x0195,active-noncovalent
c1cc(c(cc1/C=C/c2cc(cc(c2)O)O)O)O,BRD-K91509126-001-25-1,-11.220980,x0749,active-covalent
c1cc(c(cc1/C=C/c2cc(cc(c2)O)O)O)O,BRD-K91509126-001-24-4,-11.220980,x0749,active-covalent
c1cc(c(cc1/C=C/c2cc(cc(c2)O)O)O)O,BRD-K91509126-001-23-6,-11.220980,x0749,active-covalent
C=Cc1cc(cc2c1oc(n2)c3ccc(c(c3)F)O)O,BRD-K87316765-001-01-4,-11.213451,x0749,active-covalent
c1cc(ccc1c2c[nH]nc2)[C@@](C[NH3+])(c3ccc(cc3)Cl)O,BRD-K32127727-001-03-4,-11.206308,x1077,active-noncovalent
c1cc(ccc1c2c[nH]nc2)[C@@](C[NH3+])(c3ccc(cc3)Cl)O,BRD-K32127727-001-04-2,-11.206308,x1077,active-noncovalent
c1cc(ccc1c2c[nH]nc2)[C@@](C[NH3+])(c3ccc(cc3)Cl)O,BRD-K32127727-001-02-6,-11.206308,x1077,active-noncovalent
c1cc(ccc1c2c[nH]nc2)[C@@](C[NH3+])(c3ccc(cc3)Cl)O,BRD-K32127727-001-01-8,-11.206308,x1077,active-noncovalent
CCCC[NH+](CCCC)C[C@@H](c1cc(cc\2c1-c3ccc(cc3/C2=C/c4ccc(cc4)Cl)Cl)Cl)O,BRD-A05926236-001-05-3,-11.202807,x0161,active-noncovalent
CCCC[NH+](CCCC)C[C@@H](c1cc(cc\2c1-c3ccc(cc3/C2=C/c4ccc(cc4)Cl)Cl)Cl)O,BRD-A05926236-001-03-8,-11.202807,x0161,active-noncovalent
CCCC[NH+](CCCC)C[C@@H](c1cc(cc\2c1-c3ccc(cc3/C2=C/c4ccc(cc4)Cl)Cl)Cl)O,BRD-A05926236-001-04-6,-11.202807,x0161,active-noncovalent
c1cc(ccc1[C@@H]2Cc3ccc(cc3OC2)O)O,BRD-K54847683-001-04-0,-11.198337,x0749,active-covalent
c1cc(ccc1[C@@H]2Cc3ccc(cc3OC2)O)O,BRD-K54847683-001-03-2,-11.198337,x0749,active-covalent
c1cc(cc(c1)O)c2ccc(cc2)[C@H]3C[C@@H]3[NH3+],BRD-K26349472-001-02-1,-11.191685,x0749,active-covalent
c1cc(cc(c1)O)c2ccc(cc2)[C@H]3C[C@@H]3[NH3+],BRD-K26349472-001-01-3,-11.191685,x0749,active-covalent
c1ccc(cc1)CNC(=O)c2csc(n2)Nc3ccncn3,BRD-K03164761-001-02-1,-11.191407,x0678,active-noncovalent
c1ccc(cc1)C(c2ccccc2)(c3ccccc3)SC[C@H](C(=O)[O-])[NH3+],BRD-K09774593-001-01-7,-11.188899,x0678,active-noncovalent
Cc1cc2c([nH]1)ccc(c2F)Oc3ccnc4c3cc(c(c4)OCC5(CC5)[NH3+])OC,BRD-K36949735-001-01-1,-11.164289,x0161,active-noncovalent
c1ccc2c(c1)[nH]c(n2)c3[nH]c4ccccc4n3,BRD-K79132813-001-09-0,-11.147039,x0678,active-noncovalent
C[NH+]1CCC(=C2c3ccccc3CCc4c2ccs4)CC1,BRD-K75958195-037-09-4,-11.140948,x0195,active-noncovalent
C[NH+]1CCC(=C2c3ccccc3CCc4c2ccs4)CC1,BRD-K75958195-037-08-6,-11.140948,x0195,active-noncovalent
Cc1c([nH]cn1)CN2CCc3c(c4ccccc4n3C)C2=O,BRD-K46742498-003-11-0,-11.133524,x0195,active-noncovalent
c1ccc2c(c1)c(cn2Cc3ccc(cc3)Cl)C(=O)C(=O)Nc4ccncc4,BRD-K74057757-001-01-9,-11.127198,x0104,active-noncovalent
c1cc(ccc1c2cc(=O)c3c(cc(cc3o2)O)[O-])O,BRD-K01493881-001-29-4,-11.106043,x0749,active-covalent
c1cc(ccc1c2cc(=O)c3c(cc(cc3o2)O)[O-])O,BRD-K01493881-001-28-6,-11.106043,x0749,active-covalent
CCc1c(c2c(n1Cc3ccccc3)cccc2OCC(=O)[O-])C(=O)C(=O)N,BRD-K09711437-001-04-3,-11.100426,x0830,active-covalent
Cc1cc(cc2c1[nH]c(n2)c3c(cc[nH]c3=O)NC[C@H](c4cccc(c4)Cl)O)N5CCOCC5,BRD-K34581968-001-04-6,-11.097097,x0678,active-noncovalent
Cc1cc(cc2c1[nH]c(n2)c3c(cc[nH]c3=O)NC[C@H](c4cccc(c4)Cl)O)N5CCOCC5,BRD-K34581968-001-05-3,-11.097097,x0678,active-noncovalent
c1ccc(cc1)Nc2cc3c(cc2Nc4ccccc4)C(=O)NC3=O,BRD-K13087974-001-03-3,-11.088956,x0678,active-noncovalent
c1ccc(cc1)Nc2cc3c(cc2Nc4ccccc4)C(=O)NC3=O,BRD-K13087974-001-02-5,-11.088956,x0678,active-noncovalent
c1cc(cnc1)C(=O)NCCCC(=O)[O-],BRD-K56691760-001-01-2,-11.080033,x0678,active-noncovalent
Cc1ccc(c(c1)n2cnc3c2ccc(c3)C(=O)NCc4ccccc4Cl)C,BRD-K36804890-001-01-9,-11.069983,x0161,active-noncovalent
C[NH+](C)CCCNC(=O)c1ccc(cc1)c2cc3cccnc3c(c2)O,BRD-K25611237-001-02-1,-11.068521,x0104,active-noncovalent
CC(C)(C)[NH2+]C[C@H](COc1cccc2c1CCCC2=O)O,BRD-K73323637-003-10-9,-11.054565,x0104,active-noncovalent
C[C@H](CCc1ccc(cc1)O)[NH2+]C[C@@H](c2ccc(cc2)O)O,BRD-A86414188-003-02-3,-11.050797,x0434,active-noncovalent
C[C@H](CCc1ccc(cc1)O)[NH2+]C[C@@H](c2ccc(cc2)O)O,BRD-A86414188-003-01-5,-11.050797,x0434,active-noncovalent
CC#CCn1c2c(nc1[N@]3CCC[C@H](C3)[NH3+])n(c(=O)n(c2=O)Cc4nc(c5ccccc5n4)C)C,BRD-K96550715-001-04-2,-11.039680,x0104,active-noncovalent
CC#CCn1c2c(nc1[N@]3CCC[C@H](C3)[NH3+])n(c(=O)n(c2=O)Cc4nc(c5ccccc5n4)C)C,BRD-K96550715-001-03-4,-11.039680,x0104,active-noncovalent
CC#CCn1c2c(nc1[N@]3CCC[C@H](C3)[NH3+])n(c(=O)n(c2=O)Cc4nc(c5ccccc5n4)C)C,BRD-K96550715-001-02-6,-11.039680,x0104,active-noncovalent
CC#CCn1c2c(nc1[N@]3CCC[C@H](C3)[NH3+])n(c(=O)n(c2=O)Cc4nc(c5ccccc5n4)C)C,BRD-K96550715-003-01-4,-11.039680,x0104,active-noncovalent
C[C@]12CC[C@@H]3c4ccc(cc4CC[C@H]3[C@@H]1C[C@H]([C@@H]2O)O)O,BRD-K17016787-001-16-7,-11.034577,x0749,active-covalent
C[C@]12CC[C@@H]3c4ccc(cc4CC[C@H]3[C@@H]1C[C@H]([C@@H]2O)O)O,BRD-K17016787-001-15-9,-11.034577,x0749,active-covalent
C[C@]12CC[C@@H]3c4ccc(cc4CC[C@H]3[C@@H]1C[C@H]([C@@H]2O)O)O,BRD-K17016787-001-13-4,-11.034577,x0749,active-covalent
CC1(Cc2c(c(c(n2C1)CC(=O)[O-])c3ccc(cc3)Cl)c4ccccc4)C,BRD-K08439945-001-03-9,-11.020183,x0830,active-covalent
CC1(Cc2c(c(c(n2C1)CC(=O)[O-])c3ccc(cc3)Cl)c4ccccc4)C,BRD-K08439945-001-02-1,-11.020183,x0830,active-covalent
CC1(Cc2c(c(c(n2C1)CC(=O)[O-])c3ccc(cc3)Cl)c4ccccc4)C,BRD-K08439945-001-01-3,-11.020183,x0830,active-covalent
CC#C[C@@H](CC(=O)[O-])c1ccc(cc1)OCc2cccc(c2)c3ccc(cc3)C(F)(F)F,BRD-K43802723-340-01-9,-11.004150,x0104,active-noncovalent
c1cc2c(cc1C3CCCCC3)c4c5n2CC[NH2+][C@H]5CCC4,BRD-A52660433-066-02-1,-10.997774,x0104,active-noncovalent
c1cc2c(cc1C3CCCCC3)c4c5n2CC[NH2+][C@H]5CCC4,BRD-A52660433-066-03-9,-10.997774,x0104,active-noncovalent
c1cc(cnc1)NC(=O)CCCCCCC(=O)NO,BRD-K11663430-001-04-9,-10.989407,x0678,active-noncovalent
c1cc(cnc1)NC(=O)CCCCCCC(=O)NO,BRD-K11663430-001-03-1,-10.989407,x0678,active-noncovalent
c1cc(cnc1)NC(=O)CCCCCCC(=O)NO,BRD-K11663430-001-02-3,-10.989407,x0678,active-noncovalent
C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C(=O)NCc4[nH]c5c(n4)cccn5)CC[C@@H]6[C@@]3(C=C(C(=O)N6C)F)C,BRD-K38868394-001-01-3,-10.988971,x0161,active-noncovalent
C[N@H+]1CCc2cc3c(cc2[C@@H]1[C@@H]4c5ccc(c(c5C(=O)O4)OC)OC)OCO3,BRD-K02715688-001-02-1,-10.987147,x0195,active-noncovalent
C[C@]12CC[C@@H]3c4ccc(cc4CC[C@H]3[C@@H]1CC[C@@H]2O)O,BRD-K18910433-001-42-4,-10.985424,x0749,active-covalent
C[C@]12CC[C@@H]3c4ccc(cc4CC[C@H]3[C@@H]1CC[C@@H]2O)O,BRD-K18910433-001-43-2,-10.985424,x0749,active-covalent
C[C@]12CC[C@@H]3c4ccc(cc4CC[C@H]3[C@@H]1CC[C@@H]2O)O,BRD-K18910433-001-36-6,-10.985424,x0749,active-covalent
c1cc(ccc1CCO)OCCn2ccnc2,BRD-K84883208-001-01-1,-10.974442,x0678,active-noncovalent
CC/C(=C(/c1ccc(cc1)/C=C/C(=O)[O-])\c2ccc3c(c2)cn[nH]3)/c4ccc(cc4Cl)F,BRD-K61923022-001-02-4,-10.970829,x1077,active-noncovalent
CCO[C@@H](Cc1ccc(cc1)OCCn2c(ccc2c3ccc(cc3)SC)C)C(=O)[O-],BRD-K79878800-001-01-0,-10.959909,x0072,active-noncovalent
c1c2c(c(c(c1F)N3CC[C@H](C3)[NH3+])Cl)n(cc(c2=O)C(=O)[O-])C4CC4,BRD-A93964801-001-15-1,-10.959001,x0749,active-covalent
c1c2c(c(c(c1F)N3CC[C@H](C3)[NH3+])Cl)n(cc(c2=O)C(=O)[O-])C4CC4,BRD-A93964801-001-14-4,-10.959001,x0749,active-covalent
c1c2c(c(c(c1F)N3CC[C@H](C3)[NH3+])Cl)n(cc(c2=O)C(=O)[O-])C4CC4,BRD-A93964801-003-02-5,-10.959001,x0749,active-covalent
c1c2c(c(c(c1F)N3CC[C@H](C3)[NH3+])Cl)n(cc(c2=O)C(=O)[O-])C4CC4,BRD-A93964801-003-03-3,-10.959001,x0749,active-covalent
C[C@H](/C=C/[C@@H](C)C(C)C)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C\3/C[C@H](C[C@@H](C3=C)O)O)C,BRD-K82928892-001-03-3,-10.957501,x0161,active-noncovalent
C[C@H](/C=C/[C@@H](C)C(C)C)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C\3/C[C@H](C[C@@H](C3=C)O)O)C,BRD-K82928892-001-02-5,-10.957501,x0161,active-noncovalent
c1ccc2c(c1)c(c[nH]2)Cc3c[nH]c4c3cccc4,BRD-K37846922-001-09-4,-10.956906,x0072,active-noncovalent
c1cc(c(c(c1)F)c2[nH]c(c(n2)c3ccncc3)c4ccc(cc4)F)F,BRD-K79856806-001-01-0,-10.956722,x0434,active-noncovalent
C[NH+](C)CCC=C1c2ccccc2C=Cc3c1cccc3,BRD-K42348709-003-13-1,-10.952331,x0874,active-noncovalent
c1cc(ccc1N/C(=[NH+]\C(=[NH+]/CCCCCCNC(=[NH2+])/[NH+]=C(/N)\Nc2ccc(cc2)Cl)\N)/N)Cl,BRD-K52256627-300-06-6,-10.944046,x0678,active-noncovalent
c1ccc2c(c1)cc(s2)Cc3cc(ccc3F)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O,BRD-K51247865-001-01-2,-10.925068,x0195,active-noncovalent
c1cc(ccc1C[C@@H](C#N)c2ccc(cc2)O)O,BRD-A27143604-001-02-0,-10.914790,x0749,active-covalent
C/C(=C/1\c2ccccc2C[C@@H]1CC[NH+](C)C)/c3ccccn3,BRD-K83192048-050-02-7,-10.895865,x0749,active-covalent
C/C(=C/1\c2ccccc2C[C@@H]1CC[NH+](C)C)/c3ccccn3,BRD-K83192048-050-03-5,-10.895865,x0749,active-covalent
C/C(=C/1\c2ccccc2C[C@@H]1CC[NH+](C)C)/c3ccccn3,BRD-A54141700-001-01-5,-10.895865,x0749,active-covalent
Cc1c(c2ccccc2n1CCC(=O)[O-])Cn3ccnc3,BRD-K20738689-001-01-2,-10.888386,x0830,active-covalent
