SMILES,CID,CID (canonical),CID (old format),Postera Link,InChIKey,creator,rationale,Submission Notes,fragments,Structure ID,Fragalysis Link,Enamine - REAL Space,Enamine - Extended REAL Space,Enamine - SCR,Enamine - BB,Mcule,Mcule Ultimate,In Molport or Mcule,In eMolecules,MW,cLogP,TPSA,Rotatable Bonds,Fraction sp3,HBA,HBD,Covalent Fragment,covalent_warhead,Acrylamide,Acrylamide Adduct,Chloroacetamide,Chloroacetamide Adduct,Vinylsulfonamide,Vinylsulfonamide Adduct,Nitrile,Nitrile Adduct,series,Order Date,Maker,Shipment Date,CDD_name,CDD_mol_ID,r_inhibition_at_20_uM,r_inhibition_at_50_uM,r_avg_IC50,r_curve_IC50,r_max_inhibition_reading,r_min_inhibition_reading,r_hill_slope,r_R2,r_concentration_uM,r_inhibition_list,f_inhibition_at_20_uM,f_inhibition_at_50_uM,f_avg_IC50,f_avg_pIC50,f_curve_IC50,f_max_inhibition_reading,f_min_inhibition_reading,f_hill_slope,f_R2,f_concentration_uM,f_inhibition_list,relative_solubility_at_20_uM,relative_solubility_at_100_uM,trypsin_IC50,NMR_std_ratio,structure_ID,structure_LINK,ORDERED,MAKER,ORDER_DATE,MADE,SHIPMENT_DATE,ASSAYED
Cc1ccncc1NC(=O)C1(c2cccc(Cl)c2)CC1,EDG-MED-0da5ad92-11,JAN-GHE-83b26c96-20,,https://covid.postera.ai/covid/submissions/0da5ad92-2252-46c0-8428-da7b3552d800/11,AIYYCYBWGZIFKY-UHFFFAOYSA-N,"Ed Griffen, MedChemica","Straightforward medicinal chemistry pairs based on compound TRY-UNI-714-6 and it's crystal structure.  Selection of approaches: methyl scans, testing H-bond points , additional substituents where there looks to be space, conformational biasing with gem dimethyl and cyclopropyl as opposite biases.",,x0434,x10392,https://fragalysis.diamond.ac.uk/viewer/react/preview/target/Mpro,Z1129286981,s_22____3391102____488342,False,False,False,False,False,False,286.09,3.71,41.99,3,0.25,2,1,False,False,False,False,False,False,False,False,,,3-aminopyridine-like,2020-05-17,enamine,2020-06-10,CVD-0004632,76346451.0,,43.303324329999995,,,,,,,,,38.411715,61.618515,99.49999999999997,,"[99, 99]","[39.616704999999996, 45.393365]","[-12.695953, -3.8432775]","[2.124313336672667, 1.0940647927566642]","[0.6210422526820766, 0.913096073687081]","[[99.5, 7.46, 49.8, 2.49, 24.9, 1.55, 12.4, 0.776, 7.46, 0.388, 2.49, 0.194, 1.55, 0.1, 0.776, 0.05, 0.388, 0.194, 0.1, 0.05, 99.5, 49.8, 24.9, 12.4], [99.5, 7.46, 49.8, 2.49, 24.9, 1.55, 12.4, 0.776, 7.46, 0.388, 2.49, 0.194, 1.55, 0.1, 0.776, 0.05, 0.388, 0.194, 0.1, 0.05, 99.5, 49.8, 24.9, 12.4]]","[[42.19207, -6.567614, 17.8596, -17.23083, 3.268734, -21.53747, -2.459087, -13.21705, -10.21102, -16.34367, -6.317829, -8.488372, -3.854436, -6.111111, 4.870801, 3.139535, 1.132644, 0.6416882, -13.29457, -16.25754, 37.04134, 17.94574, -1.571921, -11.24462], [48.45494, 8.893783, 32.64407, 1.435621, 20.47392, 4.535258, 12.37136, 3.986024, 1.30511, -4.070312, 3.115951, -0.4540696, 0.4676645, -1.585165, 3.65159, 10.58227, -1.623231, 1.538943, -6.10139, -2.950093, 42.33179, 26.01248, 9.918839, 0.3289965]]",1.01,1.0,99.0,297.8472396276655,x10392,https://fragalysis.diamond.ac.uk/viewer/react/preview/target/Mpro,TRUE,enamine,2020-05-17,TRUE,2020-06-10,TRUE
Cc1cncc(NC(=O)Cc2cccc(Cl)c2)c1,EDG-MED-0da5ad92-12,EDG-MED-0da5ad92-12,,https://covid.postera.ai/covid/submissions/0da5ad92-2252-46c0-8428-da7b3552d800/12,BMYRQBMWNFDONV-UHFFFAOYSA-N,"Ed Griffen, MedChemica","Straightforward medicinal chemistry pairs based on compound TRY-UNI-714-6 and it's crystal structure.  Selection of approaches: methyl scans, testing H-bond points , additional substituents where there looks to be space, conformational biasing with gem dimethyl and cyclopropyl as opposite biases.",,x0434,,,Z1354993587,s_22____6725666____3020518,False,False,MCULE-5462790075,False,True,True,260.07,3.22,41.99,3,0.14,2,1,False,False,False,False,False,False,False,False,,,3-aminopyridine-like,2020-05-17,enamine,2020-06-01,CVD-0004768,76369631.0,,38.63234517589564,,,,,,,,,19.840895,42.669205,,,,,,,,,,1.0,1.0,,,,,TRUE,enamine,2020-05-17,TRUE,2020-06-01,TRUE
Cc1ccc(NC(=O)Cc2cccc(Cl)c2)cn1,EDG-MED-0da5ad92-13,EDG-MED-0da5ad92-13,,https://covid.postera.ai/covid/submissions/0da5ad92-2252-46c0-8428-da7b3552d800/13,VUGSAYYOVNIWTI-UHFFFAOYSA-N,"Ed Griffen, MedChemica","Straightforward medicinal chemistry pairs based on compound TRY-UNI-714-6 and it's crystal structure.  Selection of approaches: methyl scans, testing H-bond points , additional substituents where there looks to be space, conformational biasing with gem dimethyl and cyclopropyl as opposite biases.",,x0434,,,Z1460846673,s_22____7425960____3020518,False,False,MCULE-7053803831,False,True,True,260.07,3.22,41.99,3,0.14,2,1,False,False,False,False,False,False,False,False,,,3-aminopyridine-like,2020-05-17,enamine,2020-06-01,CVD-0004769,76369632.0,,0.0,,,,,,,,,0.35968310000000003,3.352639,,,,,,,,,,0.99,1.0,,0.0,,,TRUE,enamine,2020-05-17,TRUE,2020-06-01,TRUE
Cc1ncccc1NC(=O)Cc1cccc(Cl)c1,EDG-MED-0da5ad92-14,EDG-MED-0da5ad92-14,,https://covid.postera.ai/covid/submissions/0da5ad92-2252-46c0-8428-da7b3552d800/14,GMLRSXPWHMPMTM-UHFFFAOYSA-N,"Ed Griffen, MedChemica","Straightforward medicinal chemistry pairs based on compound TRY-UNI-714-6 and it's crystal structure.  Selection of approaches: methyl scans, testing H-bond points , additional substituents where there looks to be space, conformational biasing with gem dimethyl and cyclopropyl as opposite biases.",,x0434,,,Z1303530476,s_22____6391392____3020518,False,False,MCULE-5141198828,False,True,False,260.07,3.22,41.99,3,0.14,2,1,False,False,False,False,False,False,False,False,,,3-aminopyridine-like,2020-05-17,enamine,2020-05-26,CVD-0004770,76369633.0,,0.0,,,,,,,,,-4.5913685,-3.8985493,,,,,,,,,,,,,184.72202212694927,,,TRUE,enamine,2020-05-17,TRUE,2020-05-26,TRUE
Cc1ccnnc1NC(=O)Cc1cccc(Cl)c1,EDG-MED-0da5ad92-15,EDG-MED-0da5ad92-15,,https://covid.postera.ai/covid/submissions/0da5ad92-2252-46c0-8428-da7b3552d800/15,ZNGNXXLXHHJCCJ-UHFFFAOYSA-N,"Ed Griffen, MedChemica","Straightforward medicinal chemistry pairs based on compound TRY-UNI-714-6 and it's crystal structure.  Selection of approaches: methyl scans, testing H-bond points , additional substituents where there looks to be space, conformational biasing with gem dimethyl and cyclopropyl as opposite biases.",,x0434,,,False,False,False,False,False,False,False,False,261.07,2.62,54.88,3,0.15,3,1,False,False,False,False,False,False,False,False,,,3-aminopyridine-like,2020-05-17,enamine,,CVD-0004771,76369634.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,enamine,2020-05-17,FALSE,,FALSE
Cc1cnncc1NC(=O)Cc1cccc(Cl)c1,EDG-MED-0da5ad92-16,EDG-MED-0da5ad92-16,,https://covid.postera.ai/covid/submissions/0da5ad92-2252-46c0-8428-da7b3552d800/16,VUGOQWLHGHMVIW-UHFFFAOYSA-N,"Ed Griffen, MedChemica","Straightforward medicinal chemistry pairs based on compound TRY-UNI-714-6 and it's crystal structure.  Selection of approaches: methyl scans, testing H-bond points , additional substituents where there looks to be space, conformational biasing with gem dimethyl and cyclopropyl as opposite biases.",,x0434,,,Z1737901164,False,False,False,False,False,False,False,261.07,2.62,54.88,3,0.15,3,1,False,False,False,False,False,False,False,False,,,3-aminopyridine-like,2020-05-17,enamine,2020-06-01,CVD-0004772,76369635.0,,13.82873978309464,,,,,,,,,-3.562807,-2.6476915,,,,,,,,,,0.99,1.0,,90.27822088126447,,,TRUE,enamine,2020-05-17,TRUE,2020-06-01,TRUE
Cc1cc(N)ncc1NC(=O)Cc1cccc(Cl)c1,EDG-MED-0da5ad92-17,EDG-MED-0da5ad92-17,,https://covid.postera.ai/covid/submissions/0da5ad92-2252-46c0-8428-da7b3552d800/17,WIFKVMYETJFXHA-UHFFFAOYSA-N,"Ed Griffen, MedChemica","Straightforward medicinal chemistry pairs based on compound TRY-UNI-714-6 and it's crystal structure.  Selection of approaches: methyl scans, testing H-bond points , additional substituents where there looks to be space, conformational biasing with gem dimethyl and cyclopropyl as opposite biases.",,x0434,,,False,False,False,False,False,False,False,False,275.08,2.81,68.01,3,0.14,3,2,False,False,False,False,False,False,False,False,,,3-aminopyridine-like,2020-05-17,enamine,,CVD-0004773,76369636.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,enamine,2020-05-17,FALSE,,FALSE
Cc1ccnc(N)c1NC(=O)Cc1cccc(Cl)c1,EDG-MED-0da5ad92-18,EDG-MED-0da5ad92-18,,https://covid.postera.ai/covid/submissions/0da5ad92-2252-46c0-8428-da7b3552d800/18,HMBNRINOSXPSCN-UHFFFAOYSA-N,"Ed Griffen, MedChemica","Straightforward medicinal chemistry pairs based on compound TRY-UNI-714-6 and it's crystal structure.  Selection of approaches: methyl scans, testing H-bond points , additional substituents where there looks to be space, conformational biasing with gem dimethyl and cyclopropyl as opposite biases.",,x0434,,,False,False,False,False,False,False,False,False,275.08,2.81,68.01,3,0.14,3,2,False,False,False,False,False,False,False,False,,,3-aminopyridine-like,2020-05-17,enamine,2020-06-16,CVD-0004774,76369637.0,,0.0,,,,,,,,,6.437589,20.066200000000002,,,,,,,,,,1.0,0.99,,384.0204237,,,TRUE,enamine,2020-05-17,TRUE,2020-06-16,TRUE
Cc1ccncc1NC(=O)N(c1cccc(Cl)c1)c1cccc(Cl)c1,EDG-MED-0da5ad92-19,EDG-MED-0da5ad92-19,,https://covid.postera.ai/covid/submissions/0da5ad92-2252-46c0-8428-da7b3552d800/19,HMSJLHSVPCHVSS-UHFFFAOYSA-N,"Ed Griffen, MedChemica","Straightforward medicinal chemistry pairs based on compound TRY-UNI-714-6 and it's crystal structure.  Selection of approaches: methyl scans, testing H-bond points , additional substituents where there looks to be space, conformational biasing with gem dimethyl and cyclopropyl as opposite biases.",,x0434,,,False,False,False,False,False,False,False,False,371.06,6.07,45.23,3,0.05,2,1,False,False,False,False,False,False,False,False,,,3-aminopyridine-like,2020-05-17,enamine,,CVD-0004775,76369638.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,enamine,2020-05-17,FALSE,,FALSE
Cc1ccncc1NC(=O)N(Cc1ccccc1)c1cccc(Cl)c1,EDG-MED-0da5ad92-20,EDG-MED-0da5ad92-20,,https://covid.postera.ai/covid/submissions/0da5ad92-2252-46c0-8428-da7b3552d800/20,YMFZNLWSSHHIRN-UHFFFAOYSA-N,"Ed Griffen, MedChemica","Straightforward medicinal chemistry pairs based on compound TRY-UNI-714-6 and it's crystal structure.  Selection of approaches: methyl scans, testing H-bond points , additional substituents where there looks to be space, conformational biasing with gem dimethyl and cyclopropyl as opposite biases.",,x0434,,,False,False,False,False,False,False,False,False,351.11,5.28,45.23,4,0.1,2,1,False,False,False,False,False,False,False,False,,,3-aminopyridine-like,2020-05-17,enamine,,CVD-0004777,76369640.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,enamine,2020-05-17,FALSE,,FALSE
Cc1[nH]ncc1NC(=O)Cc1cccc(Cl)c1,EDG-MED-0da5ad92-21,EDG-MED-0da5ad92-21,,https://covid.postera.ai/covid/submissions/0da5ad92-2252-46c0-8428-da7b3552d800/21,YSMRCXUJRFLNNU-UHFFFAOYSA-N,"Ed Griffen, MedChemica","Straightforward medicinal chemistry pairs based on compound TRY-UNI-714-6 and it's crystal structure.  Selection of approaches: methyl scans, testing H-bond points , additional substituents where there looks to be space, conformational biasing with gem dimethyl and cyclopropyl as opposite biases.",,x0434,,,False,False,False,False,False,False,False,False,249.07,2.55,57.78,3,0.17,2,2,False,False,False,False,False,False,False,False,,,3-aminopyridine-like,2020-05-17,enamine,2020-06-01,CVD-0004778,76369641.0,,52.12921793109078,99.0,[99],[100.0],[0.0],[0.593701593772653],[0.500792556407061],"[[100.0, 33.333, 11.111, 3.704, 1.235, 0.412, 0.137, 0.046, 0.015, 0.005, 0.002, 100.0, 33.333, 11.111, 3.704, 1.235, 0.412, 0.137, 0.046, 0.015, 0.005, 0.002]]","[[40.68687458734177, 25.546215721518983, 15.822514405063293, 16.495120253164554, 15.985974075949372, 8.4540729113924, 10.570617645569627, 9.85228891139241, 13.39132192405064, 9.89772227848101, 15.89810506329114, 36.46476759493671, 17.418196025316455, -2.3946733670886067, 1.116428506329119, 0.6953479746835469, -2.715715594936711, -4.194090227848097, -0.0014084810126584666, -1.3809562784810172, 3.6627970632911357, 11.388195265822784]]",3.6405765,6.925368000000001,,,,,,,,,,0.99,1.0,,57.1959530453639,,,TRUE,enamine,2020-05-17,TRUE,2020-06-01,TRUE
